,ID,clube_mandante,qtd_cartao_amarelo_mandante,qtd_cartao_vermelho_mandante,clube_visitante,qtd_cartao_amarelo_visitante,qtd_cartao_vermelho_visitante,total_cartoes_mandante,total_cartoes_visitante,total_cartoes_amarelos,total_cartoes_vermelhos,total_cartoes_partida,rodada,mandante_Placar,visitante_Placar,vencedor,campeonato,mandante,faltas_mandante,visitante,faltas_visitante,total_faltas_partida
1744,6382,Vitoria,1,0,Botafogo-RJ,4,0,1,4,5,0,5,26,3,4,Botafogo-RJ,16,Vitoria,15,Botafogo-RJ,17,32
1745,6383,Cruzeiro,2,0,Santos,2,0,2,2,4,0,4,26,2,1,Cruzeiro,16,Cruzeiro,17,Santos,12,29
1746,6384,Chapecoense,3,1,Fluminense,3,0,4,3,6,1,7,26,1,2,Fluminense,16,Chapecoense,19,Fluminense,19,38
1747,6385,Vasco,5,0,Bahia,2,1,5,3,7,1,8,26,2,1,Vasco,16,Vasco,12,Bahia,15,27
1748,6386,Fluminense,1,0,Gremio,2,0,1,2,3,0,3,27,0,1,Gremio,16,Fluminense,10,Gremio,13,23
1749,6387,America-MG,0,0,Corinthians,1,0,0,1,1,0,1,27,0,0,-,16,America-MG,8,Corinthians,4,12
1750,6388,Bahia,2,0,Flamengo,1,0,2,1,3,0,3,27,0,0,-,16,Bahia,16,Flamengo,17,33
1751,6389,Palmeiras,5,0,Cruzeiro,6,0,5,6,11,0,11,27,3,1,Palmeiras,16,Palmeiras,15,Cruzeiro,19,34
1752,6390,Atletico-MG,1,0,Sport,4,1,1,5,5,1,6,27,5,2,Atletico-MG,16,Atletico-MG,18,Sport,16,34
1753,6391,Santos,2,0,Athletico-PR,6,0,2,6,8,0,8,27,1,0,Santos,16,Santos,8,Athletico-PR,17,25
1754,6392,Botafogo-RJ,1,0,Sao Paulo,2,0,1,2,3,0,3,27,2,2,-,16,Botafogo-RJ,20,Sao Paulo,18,38
1755,6393,Internacional,3,0,Vitoria,6,1,3,7,9,1,10,27,2,1,Internacional,16,Internacional,19,Vitoria,18,37
1756,6394,Ceara,4,0,Chapecoense,5,0,4,5,9,0,9,27,3,1,Ceara,16,Ceara,15,Chapecoense,20,35
1757,6395,Parana,1,0,Vasco,0,1,1,1,1,1,2,27,1,1,-,16,Parana,15,Vasco,11,26
1758,6396,Sport,4,0,Internacional,1,0,4,1,5,0,5,28,2,1,Sport,16,Sport,10,Internacional,10,20
1759,6397,Corinthians,2,0,Flamengo,1,0,2,1,3,0,3,28,0,3,Flamengo,16,Corinthians,9,Flamengo,18,27
1760,6398,Vitoria,3,1,Santos,2,0,4,2,5,1,6,28,0,1,Santos,16,Vitoria,17,Santos,24,41
1761,6399,Athletico-PR,3,0,America-MG,3,0,3,3,6,0,6,28,4,0,Athletico-PR,16,Athletico-PR,10,America-MG,13,23
1762,6400,Chapecoense,3,0,Atletico-MG,3,0,3,3,6,0,6,28,1,0,Chapecoense,16,Chapecoense,20,Atletico-MG,15,35
1763,6401,Sao Paulo,2,0,Palmeiras,3,0,2,3,5,0,5,28,0,2,Palmeiras,16,Sao Paulo,21,Palmeiras,17,38
1764,6402,Gremio,2,0,Bahia,4,1,2,5,6,1,7,28,2,2,-,16,Gremio,13,Bahia,25,38
1765,6403,Fluminense,1,0,Parana,2,0,1,2,3,0,3,28,4,0,Fluminense,16,Fluminense,8,Parana,18,26
1766,6404,Botafogo-RJ,3,0,Vasco,2,0,3,2,5,0,5,28,1,1,-,16,Botafogo-RJ,13,Vasco,13,26
1767,6405,Cruzeiro,1,0,Ceara,3,0,1,3,4,0,4,28,0,2,Ceara,16,Cruzeiro,7,Ceara,18,25
1768,6406,Flamengo,2,0,Fluminense,3,0,2,3,5,0,5,29,3,0,Flamengo,16,Flamengo,16,Fluminense,15,31
1769,6407,Santos,3,0,Corinthians,3,0,3,3,6,0,6,29,1,0,Santos,16,Santos,19,Corinthians,19,38
1770,6408,Bahia,3,0,Parana,3,0,3,3,6,0,6,29,2,0,Bahia,16,Bahia,5,Parana,10,15
1771,6409,Chapecoense,3,0,Vitoria,2,0,3,2,5,0,5,29,0,1,Vitoria,16,Chapecoense,14,Vitoria,20,34
1772,6410,Vasco,6,0,Cruzeiro,2,1,6,3,8,1,9,29,2,0,Vasco,16,Vasco,14,Cruzeiro,17,31
1773,6411,Internacional,0,0,Sao Paulo,4,1,0,5,4,1,5,29,3,1,Internacional,16,Internacional,16,Sao Paulo,23,39
1774,6412,Palmeiras,4,0,Gremio,2,0,4,2,6,0,6,29,2,0,Palmeiras,16,Palmeiras,16,Gremio,16,32
1775,6413,Atletico-MG,1,0,America-MG,0,0,1,0,1,0,1,29,0,0,-,16,Atletico-MG,16,America-MG,15,31
1776,6414,Athletico-PR,0,0,Sport,3,0,0,3,3,0,3,29,4,0,Athletico-PR,16,Athletico-PR,13,Sport,12,25
1777,6415,Ceara,1,0,Botafogo-RJ,3,0,1,3,4,0,4,29,0,0,-,16,Ceara,13,Botafogo-RJ,10,23
1778,6417,Botafogo-RJ,2,0,Bahia,1,0,2,1,3,0,3,30,0,1,Bahia,16,Botafogo-RJ,10,Bahia,21,31
1779,6418,Sao Paulo,3,0,Athletico-PR,2,0,3,2,5,0,5,30,0,0,-,16,Sao Paulo,20,Athletico-PR,15,35
1780,6419,Sport,0,0,Vasco,3,0,0,3,3,0,3,30,2,1,Sport,16,Sport,16,Vasco,18,34
1781,6420,Vitoria,1,0,Corinthians,4,0,1,4,5,0,5,30,2,2,-,16,Vitoria,18,Corinthians,23,41
1782,6421,Fluminense,2,1,Atletico-MG,2,0,3,2,4,1,5,30,1,0,Fluminense,16,Fluminense,14,Atletico-MG,19,33
1783,6422,Palmeiras,5,1,Ceara,2,0,6,2,7,1,8,30,2,1,Palmeiras,16,Palmeiras,14,Ceara,13,27
1784,6423,Cruzeiro,2,0,Chapecoense,1,0,2,1,3,0,3,30,3,0,Cruzeiro,16,Cruzeiro,9,Chapecoense,15,24
1785,6424,Parana,1,1,Flamengo,0,0,2,0,1,1,2,30,0,4,Flamengo,16,Parana,17,Flamengo,13,30
1786,6425,Internacional,1,0,Santos,3,0,1,3,4,0,4,30,2,2,-,16,Internacional,14,Santos,15,29
1787,6426,Vitoria,1,0,Sao Paulo,2,1,1,3,3,1,4,31,0,1,Sao Paulo,16,Vitoria,8,Sao Paulo,24,32
1788,6427,Vasco,3,0,Internacional,5,1,3,6,8,1,9,31,1,1,-,16,Vasco,17,Internacional,20,37
1789,6428,Santos,2,0,Fluminense,3,0,2,3,5,0,5,31,3,0,Santos,16,Santos,15,Fluminense,17,32
1790,6429,Gremio,2,0,Sport,2,0,2,2,4,0,4,31,3,4,Sport,16,Gremio,10,Sport,16,26
1791,6430,Corinthians,3,0,Bahia,3,0,3,3,6,0,6,31,2,1,Corinthians,16,Corinthians,11,Bahia,15,26
1792,6431,Chapecoense,3,0,America-MG,4,0,3,4,7,0,7,31,1,0,Chapecoense,16,Chapecoense,12,America-MG,24,36
1793,6432,Flamengo,2,0,Palmeiras,5,0,2,5,7,0,7,31,1,1,-,16,Flamengo,19,Palmeiras,17,36
1794,6433,Cruzeiro,0,0,Parana,2,0,0,2,2,0,2,31,3,1,Cruzeiro,16,Cruzeiro,13,Parana,18,31
1795,6434,Athletico-PR,2,0,Botafogo-RJ,5,0,2,5,7,0,7,31,2,1,Athletico-PR,16,Athletico-PR,19,Botafogo-RJ,30,49
1796,6435,Ceara,2,0,Atletico-MG,4,0,2,4,6,0,6,31,2,1,Ceara,16,Ceara,13,Atletico-MG,21,34
1797,6436,Fluminense,2,1,Vasco,3,0,3,3,5,1,6,32,0,1,Vasco,16,Fluminense,14,Vasco,12,26
1798,6437,Atletico-MG,4,0,Gremio,1,0,4,1,5,0,5,32,0,1,Gremio,16,Atletico-MG,12,Gremio,12,24
1799,6438,Palmeiras,3,0,Santos,5,1,3,6,8,1,9,32,3,2,Palmeiras,16,Palmeiras,26,Santos,23,49
1800,6439,America-MG,3,0,Cruzeiro,1,0,3,1,4,0,4,32,1,2,Cruzeiro,16,America-MG,18,Cruzeiro,8,26
1801,6440,Parana,3,0,Vitoria,4,1,3,5,7,1,8,32,1,1,-,16,Parana,19,Vitoria,19,38
1802,6441,Sao Paulo,2,0,Flamengo,1,0,2,1,3,0,3,32,2,2,-,16,Sao Paulo,17,Flamengo,13,30
1803,6442,Botafogo-RJ,1,0,Corinthians,2,0,1,2,3,0,3,32,1,0,Botafogo-RJ,16,Botafogo-RJ,25,Corinthians,19,44
1804,6443,Internacional,2,0,Athletico-PR,3,0,2,3,5,0,5,32,2,1,Internacional,16,Internacional,9,Athletico-PR,20,29
1805,6444,Bahia,1,0,Chapecoense,1,0,1,1,2,0,2,32,1,0,Bahia,16,Bahia,15,Chapecoense,22,37
1806,6445,Sport,3,0,Ceara,3,0,3,3,6,0,6,32,1,0,Sport,16,Sport,13,Ceara,16,29
1807,6446,America-MG,3,1,Parana,1,1,4,2,4,2,6,33,0,1,Parana,16,America-MG,10,Parana,10,20
1808,6447,Corinthians,1,1,Sao Paulo,3,0,2,3,4,1,5,33,1,1,-,16,Corinthians,10,Sao Paulo,18,28
1809,6448,Botafogo-RJ,4,0,Flamengo,6,0,4,6,10,0,10,33,2,1,Botafogo-RJ,16,Botafogo-RJ,30,Flamengo,16,46
1810,6449,Athletico-PR,4,0,Cruzeiro,7,0,4,7,11,0,11,33,2,0,Athletico-PR,16,Athletico-PR,17,Cruzeiro,14,31
1811,6450,Vitoria,3,0,Bahia,4,0,3,4,7,0,7,33,2,2,-,16,Vitoria,18,Bahia,25,43
1812,6451,Ceara,2,0,Internacional,5,0,2,5,7,0,7,33,1,1,-,16,Ceara,11,Internacional,15,26
1813,6452,Atletico-MG,3,0,Palmeiras,2,0,3,2,5,0,5,33,1,1,-,16,Atletico-MG,22,Palmeiras,14,36
1814,6453,Gremio,2,0,Vasco,4,0,2,4,6,0,6,33,2,1,Gremio,16,Gremio,12,Vasco,17,29
1815,6454,Fluminense,0,0,Sport,2,0,0,2,2,0,2,33,0,0,-,16,Fluminense,18,Sport,16,34
1816,6455,Santos,2,0,Chapecoense,1,0,2,1,3,0,3,33,0,1,Chapecoense,16,Santos,15,Chapecoense,24,39
1817,6456,Vasco,1,0,Athletico-PR,0,0,1,0,1,0,1,34,1,1,-,16,Vasco,13,Athletico-PR,9,22
1818,6457,Bahia,2,0,Ceara,3,0,2,3,5,0,5,34,2,1,Bahia,16,Bahia,11,Ceara,15,26
1819,6458,Parana,4,2,Atletico-MG,3,0,6,3,7,2,9,34,0,1,Atletico-MG,16,Parana,19,Atletico-MG,14,33
1820,6459,Sport,4,0,Vitoria,4,0,4,4,8,0,8,34,0,0,-,16,Sport,21,Vitoria,17,38
1821,6460,Palmeiras,6,0,Fluminense,5,1,6,6,11,1,12,34,3,0,Palmeiras,16,Palmeiras,20,Fluminense,24,44
1822,6461,Cruzeiro,2,0,Corinthians,2,1,2,3,4,1,5,34,1,0,Cruzeiro,16,Cruzeiro,13,Corinthians,6,19
1823,6462,Chapecoense,1,0,Botafogo-RJ,2,0,1,2,3,0,3,34,0,1,Botafogo-RJ,16,Chapecoense,12,Botafogo-RJ,14,26
1824,6463,Flamengo,3,0,Santos,5,0,3,5,8,0,8,34,1,0,Flamengo,16,Flamengo,22,Santos,18,40
1825,6464,Sao Paulo,1,0,Gremio,2,0,1,2,3,0,3,34,1,1,-,16,Sao Paulo,14,Gremio,13,27
1826,6465,Internacional,1,0,America-MG,2,0,1,2,3,0,3,34,2,0,Internacional,16,Internacional,19,America-MG,20,39
1827,6466,Corinthians,2,0,Vasco,2,0,2,2,4,0,4,35,1,0,Corinthians,16,Corinthians,22,Vasco,14,36
1828,6467,Vitoria,3,1,Athletico-PR,3,0,4,3,6,1,7,35,1,2,Athletico-PR,16,Vitoria,15,Athletico-PR,23,38
1829,6468,Atletico-MG,3,1,Bahia,3,0,4,3,6,1,7,35,1,0,Atletico-MG,16,Atletico-MG,16,Bahia,24,40
1830,6469,Parana,4,0,Palmeiras,2,0,4,2,6,0,6,35,1,1,-,16,Parana,22,Palmeiras,8,30
1831,6470,America-MG,6,0,Santos,1,0,6,1,7,0,7,35,2,1,America-MG,16,America-MG,20,Santos,14,34
1832,6471,Sport,1,0,Flamengo,1,1,1,2,2,1,3,35,0,1,Flamengo,16,Sport,9,Flamengo,13,22
1833,6472,Botafogo-RJ,2,0,Internacional,4,2,2,6,6,2,8,35,1,0,Botafogo-RJ,16,Botafogo-RJ,13,Internacional,18,31
1834,6473,Sao Paulo,2,0,Cruzeiro,2,0,2,2,4,0,4,35,1,0,Sao Paulo,16,Sao Paulo,14,Cruzeiro,17,31
1835,6474,Gremio,2,0,Chapecoense,2,0,2,2,4,0,4,35,2,0,Gremio,16,Gremio,12,Chapecoense,21,33
1836,6475,Fluminense,4,0,Ceara,3,0,4,3,7,0,7,35,0,0,-,16,Fluminense,16,Ceara,24,40
1837,6476,Internacional,1,0,Atletico-MG,2,0,1,2,3,0,3,36,1,2,Atletico-MG,16,Internacional,10,Atletico-MG,17,27
1838,6477,Santos,2,0,Botafogo-RJ,2,0,2,2,4,0,4,36,1,1,-,16,Santos,19,Botafogo-RJ,16,35
1839,6478,Athletico-PR,2,0,Corinthians,4,0,2,4,6,0,6,36,1,0,Athletico-PR,16,Athletico-PR,18,Corinthians,14,32
1840,6479,Palmeiras,0,0,America-MG,6,0,0,6,6,0,6,36,4,0,Palmeiras,16,Palmeiras,13,America-MG,20,33
1841,6480,Flamengo,2,0,Gremio,3,0,2,3,5,0,5,36,2,0,Flamengo,16,Flamengo,17,Gremio,14,31
1842,6481,Cruzeiro,2,0,Vitoria,1,0,2,1,3,0,3,36,3,0,Cruzeiro,16,Cruzeiro,18,Vitoria,15,33
1843,6482,Vasco,2,0,Sao Paulo,4,0,2,4,6,0,6,36,2,0,Vasco,16,Vasco,19,Sao Paulo,22,41
1844,6483,Ceara,2,0,Parana,1,0,2,1,3,0,3,36,1,0,Ceara,16,Ceara,17,Parana,12,29
1845,6484,Bahia,2,0,Fluminense,1,0,2,1,3,0,3,36,2,0,Bahia,16,Bahia,23,Fluminense,9,32
1846,6485,Chapecoense,2,0,Sport,1,0,2,1,3,0,3,36,2,1,Chapecoense,16,Chapecoense,22,Sport,13,35
1847,6486,Santos,4,1,Atletico-MG,1,0,5,1,5,1,6,37,3,2,Santos,16,Santos,19,Atletico-MG,15,34
1848,6487,Athletico-PR,3,0,Ceara,4,0,3,4,7,0,7,37,2,2,-,16,Athletico-PR,19,Ceara,18,37
1849,6488,Cruzeiro,6,0,Flamengo,3,0,6,3,9,0,9,37,0,2,Flamengo,16,Cruzeiro,10,Flamengo,9,19
1850,6489,Vitoria,2,0,Gremio,4,0,2,4,6,0,6,37,0,0,-,16,Vitoria,15,Gremio,20,35
1851,6490,Vasco,4,1,Palmeiras,5,0,5,5,9,1,10,37,0,1,Palmeiras,16,Vasco,17,Palmeiras,18,35
1852,6491,Internacional,3,0,Fluminense,2,1,3,3,5,1,6,37,2,0,Internacional,16,Internacional,12,Fluminense,17,29
1853,6492,America-MG,2,0,Bahia,2,1,2,3,4,1,5,37,1,0,America-MG,16,America-MG,19,Bahia,21,40
1854,6493,Corinthians,2,0,Chapecoense,1,0,2,1,3,0,3,37,0,0,-,16,Corinthians,13,Chapecoense,13,26
1855,6494,Botafogo-RJ,1,0,Parana,3,0,1,3,4,0,4,37,2,1,Botafogo-RJ,16,Botafogo-RJ,13,Parana,16,29
1856,6495,Sao Paulo,2,0,Sport,3,1,2,4,5,1,6,37,0,0,-,16,Sao Paulo,14,Sport,21,35
1857,6496,Flamengo,4,1,Athletico-PR,1,1,5,2,5,2,7,38,1,2,Athletico-PR,16,Flamengo,17,Athletico-PR,17,34
1858,6497,Atletico-MG,4,0,Botafogo-RJ,3,0,4,3,7,0,7,38,1,0,Atletico-MG,16,Atletico-MG,15,Botafogo-RJ,17,32
1859,6498,Ceara,3,1,Vasco,2,0,4,2,5,1,6,38,0,0,-,16,Ceara,17,Vasco,11,28
1860,6499,Gremio,2,0,Corinthians,4,0,2,4,6,0,6,38,1,0,Gremio,16,Gremio,11,Corinthians,15,26
1861,6500,Bahia,4,0,Cruzeiro,1,0,4,1,5,0,5,38,0,0,-,16,Bahia,18,Cruzeiro,15,33
1862,6501,Sport,3,0,Santos,1,0,3,1,4,0,4,38,2,1,Sport,16,Sport,21,Santos,21,42
1863,6502,Parana,1,1,Internacional,2,0,2,2,3,1,4,38,1,1,-,16,Parana,14,Internacional,15,29
1864,6503,Fluminense,5,0,America-MG,2,0,5,2,7,0,7,38,1,0,Fluminense,16,Fluminense,15,America-MG,19,34
1865,6504,Chapecoense,0,0,Sao Paulo,3,0,0,3,3,0,3,38,1,0,Chapecoense,16,Chapecoense,11,Sao Paulo,23,34
1866,6505,Palmeiras,2,0,Vitoria,2,0,2,2,4,0,4,38,3,2,Palmeiras,16,Palmeiras,11,Vitoria,6,17
1867,6506,Sao Paulo,0,0,Botafogo-RJ,4,0,0,4,4,0,4,1,2,0,Sao Paulo,17,Sao Paulo,23,Botafogo-RJ,7,30
1868,6507,Atletico-MG,0,0,Avai,1,0,0,1,1,0,1,1,2,1,Atletico-MG,17,Atletico-MG,12,Avai,18,30
1869,6508,Chapecoense,1,0,Internacional,1,0,1,1,2,0,2,1,2,0,Chapecoense,17,Chapecoense,15,Internacional,11,26
1870,6509,Flamengo,4,0,Cruzeiro,5,1,4,6,9,1,10,1,3,1,Flamengo,17,Flamengo,13,Cruzeiro,17,30
1871,6510,Gremio,3,0,Santos,4,1,3,5,7,1,8,1,1,2,Santos,17,Gremio,12,Santos,18,30
1872,6511,Bahia,1,0,Corinthians,4,0,1,4,5,0,5,1,3,2,Bahia,17,Bahia,17,Corinthians,5,22
1873,6512,Athletico-PR,1,0,Vasco,1,0,1,1,2,0,2,1,4,1,Athletico-PR,17,Athletico-PR,15,Vasco,19,34
1874,6513,Ceara,0,0,CSA,0,1,0,1,0,1,1,1,4,0,Ceara,17,Ceara,15,CSA,4,19
1875,6514,Palmeiras,1,0,Fortaleza,2,0,1,2,3,0,3,1,4,0,Palmeiras,17,Palmeiras,12,Fortaleza,16,28
1876,6515,Fluminense,4,0,Goias,1,0,4,1,5,0,5,1,0,1,Goias,17,Fluminense,14,Goias,9,23
1877,6516,Internacional,3,0,Flamengo,2,0,3,2,5,0,5,2,2,1,Internacional,17,Internacional,8,Flamengo,9,17
1878,6518,Corinthians,2,0,Chapecoense,1,0,2,1,3,0,3,2,1,0,Corinthians,17,Corinthians,14,Chapecoense,10,24
1879,6519,Cruzeiro,1,0,Ceara,0,0,1,0,1,0,1,2,1,0,Cruzeiro,17,Cruzeiro,10,Ceara,12,22
1880,6520,Avai,4,0,Gremio,3,0,4,3,7,0,7,2,1,1,-,17,Avai,15,Gremio,17,32
1881,6521,Goias,3,0,Sao Paulo,2,1,3,3,5,1,6,2,1,2,Sao Paulo,17,Goias,15,Sao Paulo,12,27
1882,6523,Fortaleza,3,0,Athletico-PR,3,0,3,3,6,0,6,2,2,1,Fortaleza,17,Fortaleza,12,Athletico-PR,19,31
1883,6524,Santos,3,0,Fluminense,2,0,3,2,5,0,5,2,2,1,Santos,17,Santos,25,Fluminense,14,39
1884,6525,Botafogo-RJ,3,0,Bahia,0,0,3,0,3,0,3,2,3,2,Botafogo-RJ,17,Botafogo-RJ,11,Bahia,15,26
1885,6526,Vasco,2,0,Corinthians,1,0,2,1,3,0,3,3,1,1,-,17,Vasco,21,Corinthians,8,29
1886,6527,Palmeiras,2,0,Internacional,5,0,2,5,7,0,7,3,1,0,Palmeiras,17,Palmeiras,15,Internacional,18,33
1887,6528,Ceara,0,0,Atletico-MG,1,0,0,1,1,0,1,3,1,2,Atletico-MG,17,Ceara,12,Atletico-MG,7,19
1888,6529,Chapecoense,1,0,Athletico-PR,3,0,1,3,4,0,4,3,1,1,-,17,Chapecoense,16,Athletico-PR,17,33
1889,6530,Sao Paulo,1,0,Flamengo,7,0,1,7,8,0,8,3,1,1,-,17,Sao Paulo,16,Flamengo,15,31
1890,6531,Botafogo-RJ,0,0,Fortaleza,2,0,0,2,2,0,2,3,1,0,Botafogo-RJ,17,Botafogo-RJ,10,Fortaleza,16,26
1891,6532,CSA,1,0,Santos,4,0,1,4,5,0,5,3,0,0,-,17,CSA,11,Santos,13,24
