,Unnamed: 0,ID,campeonato,rodata,data,clube_mandante,clube_visitante,qtd_cartao_amarelo_mandante,qtd_cartao_amarelo_visitante,qtd_cartao_vermelho_mandante,qtd_cartao_vermelho_visitante,total_cartoes_mandante,total_cartoes_visitante,total_cartoes_vermelhos,total_cartoes_amarelos,total_cartoes_partida,faltas_mandante,faltas_visitante,total_faltas_partida,chave_classico,classico_regional
524,524,5521,2016,16,24/7/2016,Gremio,Sao Paulo,0,3,0,1,0,4,1,3,4,16,12,28,GremioSao Paulo,0
525,525,5522,2016,16,24/7/2016,Athletico-PR,Fluminense,3,5,0,0,3,5,0,8,8,13,20,33,Athletico-PRFluminense,0
526,526,5523,2016,16,24/7/2016,Cruzeiro,Sport,1,4,0,0,1,4,0,5,5,15,18,33,CruzeiroSport,0
527,527,5524,2016,16,24/7/2016,Chapecoense,Botafogo-RJ,1,2,0,0,1,2,0,3,3,14,16,30,ChapecoenseBotafogo-RJ,0
528,528,5525,2016,16,24/7/2016,Vitoria,Santos,3,2,0,0,3,2,0,5,5,15,11,26,VitoriaSantos,0
529,529,5526,2016,16,25/7/2016,Flamengo,America-MG,1,0,0,0,1,0,0,1,1,11,13,24,FlamengoAmerica-MG,0
530,530,5527,2016,17,30/7/2016,Figueirense,Vitoria,3,4,1,1,4,5,2,7,9,19,26,45,FigueirenseVitoria,0
531,531,5528,2016,17,30/7/2016,Sport,Athletico-PR,2,1,0,0,2,1,0,3,3,23,9,32,SportAthletico-PR,0
532,532,5529,2016,17,30/7/2016,Atletico-MG,Santa Cruz,1,3,0,0,1,3,0,4,4,13,12,25,Atletico-MGSanta Cruz,0
533,533,5530,2016,17,31/7/2016,Sao Paulo,Chapecoense,4,1,0,0,4,1,0,5,5,13,11,24,Sao PauloChapecoense,0
534,534,5531,2016,17,31/7/2016,Fluminense,Ponte Preta,4,6,0,0,4,6,0,10,10,21,21,42,FluminensePonte Preta,0
535,535,5532,2016,17,31/7/2016,Coritiba,Flamengo,1,2,0,0,1,2,0,3,3,9,13,22,CoritibaFlamengo,0
536,536,5533,2016,17,31/7/2016,Internacional,Corinthians,2,2,0,0,2,2,0,4,4,19,19,38,InternacionalCorinthians,0
537,537,5534,2016,17,31/7/2016,Santos,Cruzeiro,1,1,0,0,1,1,0,2,2,12,10,22,SantosCruzeiro,0
538,538,5535,2016,17,31/7/2016,Botafogo-RJ,Palmeiras,4,3,0,0,4,3,0,7,7,20,23,43,Botafogo-RJPalmeiras,0
539,539,5536,2016,17,31/7/2016,America-MG,Gremio,2,2,0,1,2,3,1,4,5,15,8,23,America-MGGremio,0
540,540,5537,2016,18,3/8/2016,Vitoria,Coritiba,2,1,0,0,2,1,0,3,3,9,19,28,VitoriaCoritiba,0
541,541,5538,2016,18,3/8/2016,Sport,America-MG,1,3,0,0,1,3,0,4,4,8,22,30,SportAmerica-MG,0
542,542,5539,2016,18,3/8/2016,Santos,Flamengo,2,2,0,0,2,2,0,4,4,10,9,19,SantosFlamengo,0
543,543,5540,2016,18,3/8/2016,Athletico-PR,Corinthians,3,0,0,0,3,0,0,3,3,11,12,23,Athletico-PRCorinthians,0
544,544,5541,2016,18,4/8/2016,Ponte Preta,Botafogo-RJ,2,2,0,0,2,2,0,4,4,16,12,28,Ponte PretaBotafogo-RJ,0
545,545,5542,2016,18,4/8/2016,Gremio,Santa Cruz,1,3,0,0,1,3,0,4,4,18,18,36,GremioSanta Cruz,0
546,546,5543,2016,18,4/8/2016,Sao Paulo,Atletico-MG,2,2,0,0,2,2,0,4,4,9,17,26,Sao PauloAtletico-MG,0
547,547,5544,2016,18,4/8/2016,Cruzeiro,Internacional,1,1,0,0,1,1,0,2,2,10,14,24,CruzeiroInternacional,0
548,548,5545,2016,18,4/8/2016,Chapecoense,Palmeiras,1,0,0,0,1,0,0,1,1,18,15,33,ChapecoensePalmeiras,0
549,549,5546,2016,18,3/9/2016,Fluminense,Figueirense,3,3,0,0,3,3,0,6,6,21,15,36,FluminenseFigueirense,0
550,550,5547,2016,19,6/8/2016,Flamengo,Athletico-PR,2,4,0,0,2,4,0,6,6,11,11,22,FlamengoAthletico-PR,0
551,551,5548,2016,19,7/8/2016,America-MG,Santos,2,1,0,1,2,2,1,3,4,11,7,18,America-MGSantos,0
552,552,5549,2016,19,7/8/2016,Coritiba,Ponte Preta,4,3,0,0,4,3,0,7,7,20,18,38,CoritibaPonte Preta,0
553,553,5550,2016,19,7/8/2016,Palmeiras,Vitoria,2,4,0,0,2,4,0,6,6,13,20,33,PalmeirasVitoria,0
554,554,5551,2016,19,7/8/2016,Santa Cruz,Sao Paulo,1,3,0,0,1,3,0,4,4,15,24,39,Santa CruzSao Paulo,0
555,555,5552,2016,19,7/8/2016,Internacional,Fluminense,4,4,0,0,4,4,0,8,8,22,14,36,InternacionalFluminense,0
556,556,5553,2016,19,7/8/2016,Figueirense,Sport,5,3,0,0,5,3,0,8,8,18,16,34,FigueirenseSport,0
557,557,5554,2016,19,8/8/2016,Atletico-MG,Chapecoense,0,1,0,0,0,1,0,1,1,15,12,27,Atletico-MGChapecoense,0
558,558,5555,2016,19,8/8/2016,Corinthians,Cruzeiro,4,3,0,0,4,3,0,7,7,15,8,23,CorinthiansCruzeiro,0
559,559,5556,2016,19,4/9/2016,Botafogo-RJ,Gremio,3,4,0,0,3,4,0,7,7,16,25,41,Botafogo-RJGremio,0
560,560,5557,2016,20,13/8/2016,Sport,Flamengo,2,3,0,0,2,3,0,5,5,24,15,39,SportFlamengo,0
561,561,5558,2016,20,13/8/2016,Ponte Preta,Figueirense,2,2,0,0,2,2,0,4,4,21,25,46,Ponte PretaFigueirense,0
562,562,5559,2016,20,14/8/2016,Fluminense,America-MG,2,5,0,0,2,5,0,7,7,12,28,40,FluminenseAmerica-MG,0
563,563,5560,2016,20,14/8/2016,Gremio,Corinthians,4,1,0,0,4,1,0,5,5,15,14,29,GremioCorinthians,0
564,564,5561,2016,20,14/8/2016,Cruzeiro,Coritiba,2,4,0,0,2,4,0,6,6,15,20,35,CruzeiroCoritiba,0
565,565,5562,2016,20,14/8/2016,Santos,Atletico-MG,4,4,0,0,4,4,0,8,8,24,9,33,SantosAtletico-MG,0
566,566,5563,2016,20,14/8/2016,Vitoria,Santa Cruz,1,2,0,0,1,2,0,3,3,15,20,35,VitoriaSanta Cruz,0
567,567,5564,2016,20,14/8/2016,Sao Paulo,Botafogo-RJ,2,2,0,0,2,2,0,4,4,11,14,25,Sao PauloBotafogo-RJ,0
568,568,5565,2016,20,14/8/2016,Athletico-PR,Palmeiras,3,3,0,0,3,3,0,6,6,12,15,27,Athletico-PRPalmeiras,0
569,569,5566,2016,20,15/8/2016,Chapecoense,Internacional,1,2,0,0,1,2,0,3,3,15,18,33,ChapecoenseInternacional,0
570,570,5567,2016,21,19/8/2016,America-MG,Chapecoense,1,1,0,0,1,1,0,2,2,13,10,23,America-MGChapecoense,0
571,571,5568,2016,21,20/8/2016,Botafogo-RJ,Sport,1,2,0,0,1,2,0,3,3,19,12,31,Botafogo-RJSport,0
572,572,5569,2016,21,21/8/2016,Flamengo,Gremio,2,1,0,0,2,1,0,3,3,14,16,30,FlamengoGremio,0
573,573,5570,2016,21,21/8/2016,Atletico-MG,Athletico-PR,0,2,0,0,0,2,0,2,2,15,15,30,Atletico-MGAthletico-PR,0
574,574,5571,2016,21,21/8/2016,Internacional,Sao Paulo,1,2,0,0,1,2,0,3,3,9,22,31,InternacionalSao Paulo,0
575,575,5572,2016,21,21/8/2016,Santa Cruz,Fluminense,0,2,0,0,0,2,0,2,2,16,16,32,Santa CruzFluminense,0
576,576,5573,2016,21,21/8/2016,Palmeiras,Ponte Preta,3,6,0,0,3,6,0,9,9,12,22,34,PalmeirasPonte Preta,1
577,577,5574,2016,21,21/8/2016,Coritiba,Santos,1,3,0,0,1,3,0,4,4,13,16,29,CoritibaSantos,0
578,578,5575,2016,21,21/8/2016,Figueirense,Cruzeiro,4,5,1,0,5,5,1,9,10,20,24,44,FigueirenseCruzeiro,0
579,579,5576,2016,21,22/8/2016,Corinthians,Vitoria,2,4,0,0,2,4,0,6,6,15,20,35,CorinthiansVitoria,0
580,580,5577,2016,22,27/8/2016,Ponte Preta,Corinthians,2,1,0,1,2,2,1,3,4,15,8,23,Ponte PretaCorinthians,1
581,581,5578,2016,22,28/8/2016,Cruzeiro,Santa Cruz,3,3,0,0,3,3,0,6,6,17,13,30,CruzeiroSanta Cruz,0
582,582,5579,2016,22,28/8/2016,Santos,Figueirense,3,2,0,0,3,2,0,5,5,13,12,25,SantosFigueirense,0
583,583,5580,2016,22,28/8/2016,Gremio,Atletico-MG,4,4,0,0,4,4,0,8,8,18,17,35,GremioAtletico-MG,0
584,584,5581,2016,22,28/8/2016,Fluminense,Palmeiras,7,5,0,0,7,5,0,12,12,17,20,37,FluminensePalmeiras,0
585,585,5582,2016,22,28/8/2016,Chapecoense,Flamengo,4,0,0,0,4,0,0,4,4,15,13,28,ChapecoenseFlamengo,0
586,586,5583,2016,22,28/8/2016,Sao Paulo,Coritiba,2,1,0,0,2,1,0,3,3,18,16,34,Sao PauloCoritiba,0
587,587,5584,2016,22,28/8/2016,Sport,Internacional,4,5,0,0,4,5,0,9,9,18,19,37,SportInternacional,0
588,588,5585,2016,22,28/8/2016,Vitoria,America-MG,3,5,0,0,3,5,0,8,8,20,19,39,VitoriaAmerica-MG,0
589,589,5586,2016,22,29/8/2016,Athletico-PR,Botafogo-RJ,3,2,0,0,3,2,0,5,5,12,14,26,Athletico-PRBotafogo-RJ,0
590,590,5587,2016,23,7/9/2016,Santa Cruz,Chapecoense,3,3,1,0,4,3,1,6,7,9,18,27,Santa CruzChapecoense,0
591,591,5588,2016,23,7/9/2016,Figueirense,Athletico-PR,1,2,0,0,1,2,0,3,3,16,20,36,FigueirenseAthletico-PR,0
592,592,5589,2016,23,7/9/2016,Botafogo-RJ,Fluminense,5,2,0,0,5,2,0,7,7,22,15,37,Botafogo-RJFluminense,1
593,593,5590,2016,23,7/9/2016,Atletico-MG,Vitoria,2,5,0,0,2,5,0,7,7,17,17,34,Atletico-MGVitoria,0
594,594,5591,2016,23,7/9/2016,Palmeiras,Sao Paulo,3,3,0,0,3,3,0,6,6,20,19,39,PalmeirasSao Paulo,1
595,595,5592,2016,23,7/9/2016,Flamengo,Ponte Preta,1,3,0,0,1,3,0,4,4,15,19,34,FlamengoPonte Preta,0
596,596,5593,2016,23,7/9/2016,Coritiba,Gremio,3,0,0,0,3,0,0,3,3,15,9,24,CoritibaGremio,0
597,597,5594,2016,23,8/9/2016,Corinthians,Sport,2,2,0,0,2,2,0,4,4,15,17,32,CorinthiansSport,0
598,598,5595,2016,23,8/9/2016,America-MG,Cruzeiro,1,2,0,0,1,2,0,3,3,19,13,32,America-MGCruzeiro,1
599,599,5596,2016,23,8/9/2016,Internacional,Santos,4,4,0,1,4,5,1,8,9,19,8,27,InternacionalSantos,0
600,600,5597,2016,24,10/9/2016,Vitoria,Flamengo,2,1,1,0,3,1,1,3,4,14,8,22,VitoriaFlamengo,0
601,601,5598,2016,24,11/9/2016,Chapecoense,Coritiba,2,3,0,0,2,3,0,5,5,20,16,36,ChapecoenseCoritiba,0
602,602,5599,2016,24,11/9/2016,Sao Paulo,Figueirense,2,2,0,0,2,2,0,4,4,25,17,42,Sao PauloFigueirense,0
603,603,5600,2016,24,11/9/2016,Cruzeiro,Botafogo-RJ,4,2,0,0,4,2,0,6,6,16,16,32,CruzeiroBotafogo-RJ,0
604,604,5601,2016,24,11/9/2016,Sport,Santa Cruz,2,1,1,1,3,2,2,3,5,14,18,32,SportSanta Cruz,1
605,605,5602,2016,24,11/9/2016,Athletico-PR,Internacional,0,2,0,0,0,2,0,2,2,11,12,23,Athletico-PRInternacional,0
606,606,5603,2016,24,11/9/2016,Santos,Corinthians,2,1,0,0,2,1,0,3,3,18,17,35,SantosCorinthians,1
607,607,5604,2016,24,11/9/2016,Ponte Preta,America-MG,2,1,0,0,2,1,0,3,3,10,12,22,Ponte PretaAmerica-MG,0
608,608,5605,2016,24,11/9/2016,Gremio,Palmeiras,4,3,0,0,4,3,0,7,7,23,16,39,GremioPalmeiras,0
609,609,5606,2016,24,12/9/2016,Fluminense,Atletico-MG,1,4,0,0,1,4,0,5,5,14,16,30,FluminenseAtletico-MG,0
610,610,5607,2016,25,14/9/2016,Botafogo-RJ,Santos,2,1,0,0,2,1,0,3,3,10,10,20,Botafogo-RJSantos,0
611,611,5608,2016,25,14/9/2016,Figueirense,America-MG,0,2,0,1,0,3,1,2,3,17,13,30,FigueirenseAmerica-MG,0
612,612,5609,2016,25,14/9/2016,Ponte Preta,Gremio,2,1,0,0,2,1,0,3,3,16,18,34,Ponte PretaGremio,0
613,613,5610,2016,25,14/9/2016,Santa Cruz,Athletico-PR,3,4,0,0,3,4,0,7,7,12,13,25,Santa CruzAthletico-PR,0
614,614,5611,2016,25,14/9/2016,Coritiba,Corinthians,3,1,1,0,4,1,1,4,5,15,12,27,CoritibaCorinthians,0
615,615,5612,2016,25,14/9/2016,Palmeiras,Flamengo,2,1,0,1,2,2,1,3,4,13,13,26,PalmeirasFlamengo,0
616,616,5613,2016,25,15/9/2016,Atletico-MG,Sport,0,1,0,1,0,2,1,1,2,13,15,28,Atletico-MGSport,0
617,617,5614,2016,25,15/9/2016,Fluminense,Chapecoense,3,4,0,0,3,4,0,7,7,19,18,37,FluminenseChapecoense,0
618,618,5615,2016,25,15/9/2016,Sao Paulo,Cruzeiro,0,0,0,1,0,1,1,0,1,14,8,22,Sao PauloCruzeiro,0
619,619,5616,2016,25,15/9/2016,Internacional,Vitoria,3,5,0,0,3,5,0,8,8,18,24,42,InternacionalVitoria,0
620,620,5617,2016,26,17/9/2016,Corinthians,Palmeiras,2,4,1,0,3,4,1,6,7,16,16,32,CorinthiansPalmeiras,1
621,621,5618,2016,26,18/9/2016,Flamengo,Figueirense,2,3,0,1,2,4,1,5,6,16,17,33,FlamengoFigueirense,0
622,622,5619,2016,26,18/9/2016,Cruzeiro,Atletico-MG,1,2,1,0,2,2,1,3,4,12,23,35,CruzeiroAtletico-MG,1
623,623,5620,2016,26,18/9/2016,Sport,Coritiba,0,1,0,0,0,1,0,1,1,20,21,41,SportCoritiba,0
624,624,5621,2016,26,18/9/2016,Gremio,Fluminense,4,3,0,0,4,3,0,7,7,17,11,28,GremioFluminense,0
625,625,5622,2016,26,18/9/2016,Chapecoense,Ponte Preta,2,0,0,0,2,0,0,2,2,16,12,28,ChapecoensePonte Preta,0
626,626,5623,2016,26,18/9/2016,Athletico-PR,Sao Paulo,1,1,0,0,1,1,0,2,2,12,12,24,Athletico-PRSao Paulo,0
627,627,5624,2016,26,18/9/2016,Santos,Santa Cruz,1,1,0,0,1,1,0,2,2,13,11,24,SantosSanta Cruz,0
628,628,5625,2016,26,18/9/2016,Vitoria,Botafogo-RJ,2,5,0,0,2,5,0,7,7,15,24,39,VitoriaBotafogo-RJ,0
629,629,5626,2016,26,19/9/2016,America-MG,Internacional,1,2,0,0,1,2,0,3,3,12,14,26,America-MGInternacional,0
630,630,5627,2016,27,24/9/2016,Palmeiras,Coritiba,2,3,0,0,2,3,0,5,5,13,24,37,PalmeirasCoritiba,0
631,631,5628,2016,27,24/9/2016,Sport,Santos,3,2,0,1,3,3,1,5,6,20,11,31,SportSantos,0
632,632,5629,2016,27,24/9/2016,America-MG,Botafogo-RJ,2,3,0,0,2,3,0,5,5,16,12,28,America-MGBotafogo-RJ,0
633,633,5630,2016,27,25/9/2016,Athletico-PR,Ponte Preta,2,5,0,1,2,6,1,7,8,11,20,31,Athletico-PRPonte Preta,0
634,634,5631,2016,27,25/9/2016,Figueirense,Santa Cruz,1,5,0,0,1,5,0,6,6,19,12,31,FigueirenseSanta Cruz,0
635,635,5632,2016,27,25/9/2016,Vitoria,Sao Paulo,4,3,0,0,4,3,0,7,7,21,19,40,VitoriaSao Paulo,0
636,636,5633,2016,27,25/9/2016,Corinthians,Fluminense,4,3,0,0,4,3,0,7,7,19,15,34,CorinthiansFluminense,0
637,637,5634,2016,27,25/9/2016,Flamengo,Cruzeiro,1,2,0,0,1,2,0,3,3,13,12,25,FlamengoCruzeiro,0
638,638,5635,2016,27,25/9/2016,Gremio,Chapecoense,2,2,0,0,2,2,0,4,4,13,12,25,GremioChapecoense,0
639,639,5636,2016,27,25/9/2016,Atletico-MG,Internacional,2,2,0,0,2,2,0,4,4,11,17,28,Atletico-MGInternacional,0
640,640,5637,2016,28,1/10/2016,Fluminense,Sport,1,3,0,0,1,3,0,4,4,11,30,41,FluminenseSport,0
641,641,5638,2016,28,1/10/2016,Sao Paulo,Flamengo,4,3,0,0,4,3,0,7,7,18,9,27,Sao PauloFlamengo,0
642,642,5639,2016,28,1/10/2016,Chapecoense,Vitoria,1,2,0,0,1,2,0,3,3,18,18,36,ChapecoenseVitoria,0
643,643,5640,2016,28,1/10/2016,Santos,Athletico-PR,2,1,0,0,2,1,0,3,3,10,13,23,SantosAthletico-PR,0
644,644,5641,2016,28,1/10/2016,Botafogo-RJ,Corinthians,4,4,0,0,4,4,0,8,8,23,16,39,Botafogo-RJCorinthians,0
645,645,5642,2016,28,1/10/2016,Ponte Preta,Atletico-MG,2,2,0,0,2,2,0,4,4,25,16,41,Ponte PretaAtletico-MG,0
646,646,5643,2016,28,1/10/2016,Cruzeiro,Gremio,3,3,0,0,3,3,0,6,6,19,20,39,CruzeiroGremio,0
647,647,5644,2016,28,1/10/2016,Internacional,Figueirense,2,2,0,0,2,2,0,4,4,32,19,51,InternacionalFigueirense,0
648,648,5645,2016,28,3/10/2016,Santa Cruz,Palmeiras,6,3,0,0,6,3,0,9,9,20,12,32,Santa CruzPalmeiras,0
649,649,5646,2016,28,3/10/2016,Coritiba,America-MG,2,2,0,0,2,2,0,4,4,17,15,32,CoritibaAmerica-MG,0
650,650,5647,2016,29,5/10/2016,Athletico-PR,Chapecoense,2,3,0,0,2,3,0,5,5,9,14,23,Athletico-PRChapecoense,0
651,651,5648,2016,29,5/10/2016,Vitoria,Gremio,3,3,0,0,3,3,0,6,6,16,19,35,VitoriaGremio,0
652,652,5649,2016,29,5/10/2016,Corinthians,Atletico-MG,0,2,0,1,0,3,1,2,3,16,16,32,CorinthiansAtletico-MG,0
2997,2997,5650,2016,29,5/10/2016,Santos,Fluminense,0,0,0,0,0,0,0,0,0,16,10,26,SantosFluminense,0
653,653,5651,2016,29,5/10/2016,Sport,Sao Paulo,0,2,0,0,0,2,0,2,2,19,17,36,SportSao Paulo,0
654,654,5652,2016,29,6/10/2016,Internacional,Coritiba,2,4,0,0,2,4,0,6,6,15,14,29,InternacionalCoritiba,0
655,655,5653,2016,29,8/10/2016,Cruzeiro,Ponte Preta,2,2,0,0,2,2,0,4,4,15,25,40,CruzeiroPonte Preta,0
656,656,5654,2016,29,9/10/2016,Flamengo,Santa Cruz,1,1,0,1,1,2,1,2,3,11,12,23,FlamengoSanta Cruz,0
657,657,5655,2016,29,9/10/2016,America-MG,Palmeiras,2,1,1,0,3,1,1,3,4,17,10,27,America-MGPalmeiras,0
658,658,5656,2016,29,9/10/2016,Figueirense,Botafogo-RJ,2,2,0,0,2,2,0,4,4,14,13,27,FigueirenseBotafogo-RJ,0
659,659,5657,2016,30,12/10/2016,Chapecoense,Sport,1,2,0,1,1,3,1,3,4,16,19,35,ChapecoenseSport,0
660,660,5658,2016,30,12/10/2016,Coritiba,Figueirense,4,3,0,0,4,3,0,7,7,13,22,35,CoritibaFigueirense,0
661,661,5659,2016,30,12/10/2016,Santa Cruz,Corinthians,2,2,0,0,2,2,0,4,4,8,7,15,Santa CruzCorinthians,0
662,662,5660,2016,30,12/10/2016,Botafogo-RJ,Internacional,3,2,0,0,3,2,0,5,5,17,15,32,Botafogo-RJInternacional,0
663,663,5661,2016,30,13/10/2016,Palmeiras,Cruzeiro,1,4,0,0,1,4,0,5,5,16,16,32,PalmeirasCruzeiro,0
664,664,5662,2016,30,13/10/2016,Ponte Preta,Vitoria,4,2,0,0,4,2,0,6,6,23,12,35,Ponte PretaVitoria,0
2998,2998,5663,2016,30,13/10/2016,Atletico-MG,America-MG,0,0,0,0,0,0,0,0,0,8,11,19,Atletico-MGAmerica-MG,1
665,665,5664,2016,30,13/10/2016,Fluminense,Flamengo,3,3,0,0,3,3,0,6,6,14,21,35,FluminenseFlamengo,1
666,666,5665,2016,30,13/10/2016,Sao Paulo,Santos,2,3,0,0,2,3,0,5,5,16,18,34,Sao PauloSantos,1
667,667,5666,2016,30,13/10/2016,Gremio,Athletico-PR,2,3,0,0,2,3,0,5,5,16,13,29,GremioAthletico-PR,0
668,668,5667,2016,31,16/10/2016,Botafogo-RJ,Atletico-MG,2,4,0,0,2,4,0,6,6,16,13,29,Botafogo-RJAtletico-MG,0
669,669,5668,2016,31,16/10/2016,Cruzeiro,Chapecoense,1,2,0,0,1,2,0,3,3,15,17,32,CruzeiroChapecoense,0
670,670,5669,2016,31,16/10/2016,Athletico-PR,Coritiba,0,3,0,0,0,3,0,3,3,18,14,32,Athletico-PRCoritiba,1
671,671,5670,2016,31,16/10/2016,Internacional,Flamengo,3,1,0,0,3,1,0,4,4,22,13,35,InternacionalFlamengo,0
672,672,5671,2016,31,16/10/2016,Figueirense,Palmeiras,4,3,0,0,4,3,0,7,7,18,29,47,FigueirensePalmeiras,0
673,673,5672,2016,31,16/10/2016,Corinthians,America-MG,2,1,0,0,2,1,0,3,3,11,10,21,CorinthiansAmerica-MG,0
674,674,5673,2016,31,16/10/2016,Ponte Preta,Santa Cruz,0,2,0,0,0,2,0,2,2,19,17,36,Ponte PretaSanta Cruz,0
675,675,5674,2016,31,16/10/2016,Santos,Gremio,1,7,0,0,1,7,0,8,8,13,20,33,SantosGremio,0
676,676,5675,2016,31,16/10/2016,Sport,Vitoria,1,4,0,1,1,5,1,5,6,9,20,29,SportVitoria,0
677,677,5676,2016,31,17/10/2016,Fluminense,Sao Paulo,1,4,0,0,1,4,0,5,5,8,18,26,FluminenseSao Paulo,0
678,678,5677,2016,32,19/10/2016,Santa Cruz,Botafogo-RJ,0,2,0,0,0,2,0,2,2,12,15,27,Santa CruzBotafogo-RJ,0
679,679,5678,2016,32,22/10/2016,Sao Paulo,Ponte Preta,0,1,0,0,0,1,0,1,1,16,15,31,Sao PauloPonte Preta,1
680,680,5679,2016,32,23/10/2016,Flamengo,Corinthians,2,4,0,1,2,5,1,6,7,13,19,32,FlamengoCorinthians,0
681,681,5680,2016,32,23/10/2016,Vitoria,Cruzeiro,2,3,0,1,2,4,1,5,6,20,16,36,VitoriaCruzeiro,0
682,682,5681,2016,32,23/10/2016,Palmeiras,Sport,3,2,0,0,3,2,0,5,5,26,23,49,PalmeirasSport,0
683,683,5682,2016,32,23/10/2016,Gremio,Internacional,0,2,1,1,1,3,2,2,4,12,25,37,GremioInternacional,1
684,684,5683,2016,32,23/10/2016,Coritiba,Fluminense,0,4,1,0,1,4,1,4,5,12,17,29,CoritibaFluminense,0
685,685,5684,2016,32,23/10/2016,Atletico-MG,Figueirense,2,4,0,2,2,6,2,6,8,16,15,31,Atletico-MGFigueirense,0
686,686,5685,2016,32,23/10/2016,Chapecoense,Santos,2,3,0,0,2,3,0,5,5,13,16,29,ChapecoenseSantos,0
2999,2999,5686,2016,32,24/10/2016,America-MG,Athletico-PR,0,0,0,0,0,0,0,0,0,8,9,17,America-MGAthletico-PR,0
687,687,5687,2016,33,27/10/2016,Sport,Ponte Preta,2,3,0,0,2,3,0,5,5,12,23,35,SportPonte Preta,0
688,688,5688,2016,33,28/10/2016,Fluminense,Vitoria,3,2,0,0,3,2,0,5,5,20,22,42,FluminenseVitoria,0
689,689,5689,2016,33,29/10/2016,Atletico-MG,Flamengo,0,1,0,0,0,1,0,1,1,12,14,26,Atletico-MGFlamengo,0
690,690,5690,2016,33,29/10/2016,Athletico-PR,Cruzeiro,1,1,0,0,1,1,0,2,2,17,13,30,Athletico-PRCruzeiro,0
691,691,5691,2016,33,29/10/2016,Corinthians,Chapecoense,1,2,0,0,1,2,0,3,3,11,18,29,CorinthiansChapecoense,0
692,692,5692,2016,33,29/10/2016,Botafogo-RJ,Coritiba,5,3,0,0,5,3,0,8,8,13,20,33,Botafogo-RJCoritiba,0
693,693,5693,2016,33,29/10/2016,Internacional,Santa Cruz,3,2,1,0,4,2,1,5,6,15,11,26,InternacionalSanta Cruz,0
694,694,5694,2016,33,29/10/2016,Figueirense,Gremio,2,2,0,0,2,2,0,4,4,22,18,40,FigueirenseGremio,0
695,695,5695,2016,33,29/10/2016,Santos,Palmeiras,4,3,0,0,4,3,0,7,7,20,22,42,SantosPalmeiras,1
696,696,5696,2016,33,31/10/2016,America-MG,Sao Paulo,0,1,0,0,0,1,0,1,1,17,8,25,America-MGSao Paulo,0
697,697,5697,2016,34,5/11/2016,Flamengo,Botafogo-RJ,3,3,0,0,3,3,0,6,6,14,26,40,FlamengoBotafogo-RJ,1
698,698,5698,2016,34,5/11/2016,Sao Paulo,Corinthians,3,4,0,0,3,4,0,7,7,21,19,40,Sao PauloCorinthians,1
699,699,5699,2016,34,6/11/2016,Ponte Preta,Santos,1,1,0,0,1,1,0,2,2,20,19,39,Ponte PretaSantos,1
700,700,5700,2016,34,6/11/2016,Santa Cruz,America-MG,1,1,0,0,1,1,0,2,2,10,9,19,Santa CruzAmerica-MG,0
701,701,5701,2016,34,6/11/2016,Cruzeiro,Fluminense,2,1,0,0,2,1,0,3,3,14,7,21,CruzeiroFluminense,0
3000,3000,5702,2016,34,6/11/2016,Palmeiras,Internacional,0,0,0,0,0,0,0,0,0,10,19,29,PalmeirasInternacional,0
702,702,5703,2016,34,6/11/2016,Vitoria,Athletico-PR,2,2,0,0,2,2,0,4,4,13,18,31,VitoriaAthletico-PR,0
703,703,5704,2016,34,6/11/2016,Coritiba,Atletico-MG,1,3,0,0,1,3,0,4,4,12,11,23,CoritibaAtletico-MG,0
704,704,5705,2016,34,6/11/2016,Chapecoense,Figueirense,1,3,0,1,1,4,1,4,5,16,20,36,ChapecoenseFigueirense,1
705,705,5706,2016,34,7/11/2016,Gremio,Sport,4,3,0,0,4,3,0,7,7,11,10,21,GremioSport,0
706,706,5707,2016,35,15/11/2016,Fluminense,Athletico-PR,3,3,0,0,3,3,0,6,6,14,16,30,FluminenseAthletico-PR,0
707,707,5708,2016,35,16/11/2016,Botafogo-RJ,Chapecoense,3,1,0,0,3,1,0,4,4,15,18,33,Botafogo-RJChapecoense,0
708,708,5709,2016,35,16/11/2016,Coritiba,Santa Cruz,3,2,0,0,3,2,0,5,5,18,13,31,CoritibaSanta Cruz,0
709,709,5710,2016,35,16/11/2016,Sport,Cruzeiro,2,2,0,0,2,2,0,4,4,10,11,21,SportCruzeiro,0
710,710,5711,2016,35,16/11/2016,America-MG,Flamengo,1,0,0,0,1,0,0,1,1,13,11,24,America-MGFlamengo,0
711,711,5712,2016,35,16/11/2016,Figueirense,Corinthians,3,2,0,1,3,3,1,5,6,26,15,41,FigueirenseCorinthians,0
712,712,5713,2016,35,17/11/2016,Santos,Vitoria,3,1,0,0,3,1,0,4,4,16,14,30,SantosVitoria,0
713,713,5714,2016,35,17/11/2016,Sao Paulo,Gremio,3,2,0,0,3,2,0,5,5,15,17,32,Sao PauloGremio,0
714,714,5715,2016,35,17/11/2016,Internacional,Ponte Preta,1,3,0,0,1,3,0,4,4,15,19,34,InternacionalPonte Preta,0
715,715,5716,2016,35,17/11/2016,Atletico-MG,Palmeiras,2,4,0,0,2,4,0,6,6,18,27,45,Atletico-MGPalmeiras,0
716,716,5717,2016,36,20/11/2016,Vitoria,Figueirense,4,2,0,0,4,2,0,6,6,20,16,36,VitoriaFigueirense,0
