,Unnamed: 0,ID,campeonato,rodata,data,clube_mandante,clube_visitante,qtd_cartao_amarelo_mandante,qtd_cartao_amarelo_visitante,qtd_cartao_vermelho_mandante,qtd_cartao_vermelho_visitante,total_cartoes_mandante,total_cartoes_visitante,total_cartoes_vermelhos,total_cartoes_amarelos,total_cartoes_partida,faltas_mandante,faltas_visitante,total_faltas_partida,chave_classico,classico_regional
1304,1304,6313,2018,18,12/8/2018,Gremio,Vitoria,1,3,0,0,1,3,0,4,4,20,17,37,GremioVitoria,0
1305,1305,6314,2018,18,12/8/2018,Palmeiras,Vasco,1,2,0,0,1,2,0,3,3,17,16,33,PalmeirasVasco,0
1306,1306,6315,2018,18,13/8/2018,Fluminense,Internacional,3,3,0,0,3,3,0,6,6,8,17,25,FluminenseInternacional,0
1307,1307,6316,2018,19,18/8/2018,Santos,Sport,3,3,0,1,3,4,1,6,7,20,21,41,SantosSport,0
1308,1308,6317,2018,19,18/8/2018,Corinthians,Gremio,1,1,0,0,1,1,0,2,2,8,8,16,CorinthiansGremio,0
1309,1309,6318,2018,19,19/8/2018,Athletico-PR,Flamengo,3,1,0,0,3,1,0,4,4,15,10,25,Athletico-PRFlamengo,0
1310,1310,6319,2018,19,19/8/2018,Internacional,Parana,3,5,0,0,3,5,0,8,8,16,16,32,InternacionalParana,0
1311,1311,6320,2018,19,19/8/2018,Vitoria,Palmeiras,2,1,0,0,2,1,0,3,3,25,18,43,VitoriaPalmeiras,0
1312,1312,6321,2018,19,19/8/2018,Botafogo-RJ,Atletico-MG,2,4,0,0,2,4,0,6,6,13,12,25,Botafogo-RJAtletico-MG,0
1313,1313,6322,2018,19,19/8/2018,Cruzeiro,Bahia,2,2,0,0,2,2,0,4,4,14,13,27,CruzeiroBahia,0
1314,1314,6323,2018,19,19/8/2018,America-MG,Fluminense,2,0,1,0,3,0,1,2,3,13,8,21,America-MGFluminense,0
1315,1315,6324,2018,19,19/8/2018,Sao Paulo,Chapecoense,2,1,0,0,2,1,0,3,3,17,20,37,Sao PauloChapecoense,0
1316,1316,6325,2018,19,20/8/2018,Vasco,Ceara,1,1,0,1,1,2,1,2,3,16,21,37,VascoCeara,0
1317,1317,6326,2018,21,25/8/2018,Santos,Bahia,1,2,0,0,1,2,0,3,3,25,17,42,SantosBahia,0
1318,1318,6327,2018,21,25/8/2018,Corinthians,Parana,3,4,0,1,3,5,1,7,8,18,20,38,CorinthiansParana,0
1319,1319,6328,2018,21,25/8/2018,Athletico-PR,Gremio,2,2,0,0,2,2,0,4,4,18,17,35,Athletico-PRGremio,0
1320,1320,6329,2018,21,25/8/2018,Cruzeiro,Fluminense,4,3,0,0,4,3,0,7,7,17,14,31,CruzeiroFluminense,0
1321,1321,6330,2018,21,25/8/2018,Botafogo-RJ,Sport,2,2,0,0,2,2,0,4,4,21,13,34,Botafogo-RJSport,0
1322,1322,6331,2018,21,26/8/2018,Sao Paulo,Ceara,3,6,0,1,3,7,1,9,10,13,21,34,Sao PauloCeara,0
1323,1323,6332,2018,21,26/8/2018,America-MG,Flamengo,3,2,0,1,3,3,1,5,6,12,9,21,America-MGFlamengo,0
1324,1324,6333,2018,21,26/8/2018,Internacional,Palmeiras,2,3,0,0,2,3,0,5,5,14,24,38,InternacionalPalmeiras,0
1325,1325,6334,2018,21,26/8/2018,Vitoria,Atletico-MG,2,3,0,0,2,3,0,5,5,17,12,29,VitoriaAtletico-MG,0
1326,1326,6335,2018,21,26/8/2018,Vasco,Chapecoense,3,2,0,0,3,2,0,5,5,18,20,38,VascoChapecoense,0
1327,1327,6336,2018,22,1/9/2018,Vitoria,America-MG,5,1,0,1,5,2,1,6,7,21,10,31,VitoriaAmerica-MG,0
1328,1328,6337,2018,22,1/9/2018,Gremio,Botafogo-RJ,2,3,0,0,2,3,0,5,5,12,19,31,GremioBotafogo-RJ,0
1329,1329,6338,2018,22,1/9/2018,Vasco,Santos,1,1,0,0,1,1,0,2,2,12,11,23,VascoSantos,0
1330,1330,6339,2018,22,1/9/2018,Corinthians,Atletico-MG,1,3,0,0,1,3,0,4,4,16,21,37,CorinthiansAtletico-MG,0
1331,1331,6340,2018,22,2/9/2018,Flamengo,Ceara,2,2,0,0,2,2,0,4,4,16,14,30,FlamengoCeara,0
1332,1332,6341,2018,22,2/9/2018,Athletico-PR,Bahia,2,2,0,0,2,2,0,4,4,14,9,23,Athletico-PRBahia,0
1333,1333,6342,2018,22,2/9/2018,Sport,Parana,3,2,0,0,3,2,0,5,5,19,12,31,SportParana,0
1334,1334,6343,2018,22,2/9/2018,Sao Paulo,Fluminense,2,2,1,0,3,2,1,4,5,14,16,30,Sao PauloFluminense,0
1335,1335,6344,2018,22,2/9/2018,Cruzeiro,Internacional,3,2,0,0,3,2,0,5,5,16,14,30,CruzeiroInternacional,0
1336,1336,6345,2018,22,2/9/2018,Chapecoense,Palmeiras,4,4,0,0,4,4,0,8,8,14,23,37,ChapecoensePalmeiras,0
1337,1337,6346,2018,23,5/9/2018,Bahia,Sport,1,1,0,0,1,1,0,2,2,19,19,38,BahiaSport,0
1338,1338,6347,2018,23,5/9/2018,Botafogo-RJ,Cruzeiro,3,3,0,0,3,3,0,6,6,13,17,30,Botafogo-RJCruzeiro,0
1339,1339,6348,2018,23,5/9/2018,Ceara,Corinthians,6,2,0,0,6,2,0,8,8,19,19,38,CearaCorinthians,0
1340,1340,6349,2018,23,5/9/2018,Palmeiras,Athletico-PR,2,3,0,0,2,3,0,5,5,16,18,34,PalmeirasAthletico-PR,0
1341,1341,6350,2018,23,5/9/2018,Parana,Chapecoense,2,2,0,0,2,2,0,4,4,24,19,43,ParanaChapecoense,0
1342,1342,6351,2018,23,5/9/2018,Atletico-MG,Sao Paulo,3,1,0,0,3,1,0,4,4,17,18,35,Atletico-MGSao Paulo,0
1343,1343,6352,2018,23,5/9/2018,Internacional,Flamengo,4,1,0,0,4,1,0,5,5,13,13,26,InternacionalFlamengo,0
1344,1344,6353,2018,23,6/9/2018,Santos,Gremio,2,1,0,0,2,1,0,3,3,14,8,22,SantosGremio,0
1345,1345,6354,2018,23,6/9/2018,Fluminense,Vitoria,1,1,0,0,1,1,0,2,2,11,8,19,FluminenseVitoria,0
1346,1346,6355,2018,23,6/9/2018,America-MG,Vasco,1,1,0,0,1,1,0,2,2,19,12,31,America-MGVasco,0
1347,1347,6356,2018,24,8/9/2018,Sport,Cruzeiro,3,1,0,0,3,1,0,4,4,22,19,41,SportCruzeiro,0
1348,1348,6357,2018,24,8/9/2018,Sao Paulo,Bahia,3,2,0,0,3,2,0,5,5,16,19,35,Sao PauloBahia,0
1349,1349,6358,2018,24,8/9/2018,Flamengo,Chapecoense,2,2,0,0,2,2,0,4,4,17,13,30,FlamengoChapecoense,0
1350,1350,6359,2018,24,9/9/2018,America-MG,Ceara,1,1,0,0,1,1,0,2,2,16,10,26,America-MGCeara,0
1351,1351,6360,2018,24,9/9/2018,Palmeiras,Corinthians,2,3,0,0,2,3,0,5,5,14,16,30,PalmeirasCorinthians,1
1352,1352,6361,2018,24,9/9/2018,Fluminense,Botafogo-RJ,3,4,0,0,3,4,0,7,7,21,14,35,FluminenseBotafogo-RJ,1
1353,1353,6362,2018,24,9/9/2018,Internacional,Gremio,5,5,0,0,5,5,0,10,10,17,15,32,InternacionalGremio,1
1354,1354,6363,2018,24,9/9/2018,Parana,Santos,4,3,0,0,4,3,0,7,7,15,18,33,ParanaSantos,0
1355,1355,6364,2018,24,9/9/2018,Vitoria,Vasco,4,1,1,1,5,2,2,5,7,19,19,38,VitoriaVasco,0
1356,1356,6365,2018,24,10/9/2018,Atletico-MG,Athletico-PR,4,5,0,1,4,6,1,9,10,13,14,27,Atletico-MGAthletico-PR,0
1357,1357,6366,2018,25,15/9/2018,Ceara,Vitoria,2,4,0,0,2,4,0,6,6,23,21,44,CearaVitoria,0
1358,1358,6367,2018,25,15/9/2018,Gremio,Parana,1,1,0,0,1,1,0,2,2,11,13,24,GremioParana,0
1359,1359,6368,2018,25,15/9/2018,Vasco,Flamengo,3,2,0,1,3,3,1,5,6,19,13,32,VascoFlamengo,1
1360,1360,6369,2018,25,16/9/2018,Botafogo-RJ,America-MG,1,1,1,1,2,2,2,2,4,13,18,31,Botafogo-RJAmerica-MG,0
1361,1361,6370,2018,25,16/9/2018,Cruzeiro,Atletico-MG,3,1,0,0,3,1,0,4,4,19,16,35,CruzeiroAtletico-MG,1
1362,1362,6371,2018,25,16/9/2018,Bahia,Palmeiras,1,2,0,0,1,2,0,3,3,14,11,25,BahiaPalmeiras,0
1363,1363,6372,2018,25,16/9/2018,Athletico-PR,Fluminense,3,2,0,0,3,2,0,5,5,15,14,29,Athletico-PRFluminense,0
1364,1364,6373,2018,25,16/9/2018,Santos,Sao Paulo,7,4,0,0,7,4,0,11,11,15,15,30,SantosSao Paulo,1
1365,1365,6374,2018,25,16/9/2018,Corinthians,Sport,2,1,0,0,2,1,0,3,3,16,19,35,CorinthiansSport,0
1366,1366,6375,2018,25,17/9/2018,Chapecoense,Internacional,4,3,0,1,4,4,1,7,8,14,15,29,ChapecoenseInternacional,0
1367,1367,6376,2018,26,22/9/2018,Sao Paulo,America-MG,1,1,0,0,1,1,0,2,2,14,12,26,Sao PauloAmerica-MG,0
1368,1368,6377,2018,26,23/9/2018,Gremio,Ceara,3,1,0,0,3,1,0,4,4,12,9,21,GremioCeara,0
1369,1369,6378,2018,26,23/9/2018,Athletico-PR,Parana,0,4,0,0,0,4,0,4,4,15,11,26,Athletico-PRParana,1
1370,1370,6379,2018,26,23/9/2018,Flamengo,Atletico-MG,2,2,0,0,2,2,0,4,4,26,15,41,FlamengoAtletico-MG,0
1371,1371,6380,2018,26,23/9/2018,Corinthians,Internacional,0,2,0,0,0,2,0,2,2,13,11,24,CorinthiansInternacional,0
1372,1372,6381,2018,26,23/9/2018,Sport,Palmeiras,2,2,0,0,2,2,0,4,4,16,16,32,SportPalmeiras,0
1373,1373,6382,2018,26,23/9/2018,Vitoria,Botafogo-RJ,1,4,0,0,1,4,0,5,5,15,17,32,VitoriaBotafogo-RJ,0
1374,1374,6383,2018,26,23/9/2018,Cruzeiro,Santos,2,2,0,0,2,2,0,4,4,17,12,29,CruzeiroSantos,0
1375,1375,6384,2018,26,24/9/2018,Chapecoense,Fluminense,3,3,1,0,4,3,1,6,7,19,19,38,ChapecoenseFluminense,0
1376,1376,6385,2018,26,24/9/2018,Vasco,Bahia,5,2,0,1,5,3,1,7,8,12,15,27,VascoBahia,0
1377,1377,6386,2018,27,29/9/2018,Fluminense,Gremio,1,2,0,0,1,2,0,3,3,10,13,23,FluminenseGremio,0
1378,1378,6387,2018,27,29/9/2018,America-MG,Corinthians,0,1,0,0,0,1,0,1,1,8,4,12,America-MGCorinthians,0
1379,1379,6388,2018,27,29/9/2018,Bahia,Flamengo,2,1,0,0,2,1,0,3,3,16,17,33,BahiaFlamengo,0
1380,1380,6389,2018,27,30/9/2018,Palmeiras,Cruzeiro,5,6,0,0,5,6,0,11,11,15,19,34,PalmeirasCruzeiro,0
1381,1381,6390,2018,27,30/9/2018,Atletico-MG,Sport,1,4,0,1,1,5,1,5,6,18,16,34,Atletico-MGSport,0
1382,1382,6391,2018,27,30/9/2018,Santos,Athletico-PR,2,6,0,0,2,6,0,8,8,8,17,25,SantosAthletico-PR,0
1383,1383,6392,2018,27,30/9/2018,Botafogo-RJ,Sao Paulo,1,2,0,0,1,2,0,3,3,20,18,38,Botafogo-RJSao Paulo,0
1384,1384,6393,2018,27,30/9/2018,Internacional,Vitoria,3,6,0,1,3,7,1,9,10,19,18,37,InternacionalVitoria,0
1385,1385,6394,2018,27,30/9/2018,Ceara,Chapecoense,4,5,0,0,4,5,0,9,9,15,20,35,CearaChapecoense,0
1386,1386,6395,2018,27,1/10/2018,Parana,Vasco,1,0,0,1,1,1,1,1,2,15,11,26,ParanaVasco,0
1387,1387,6396,2018,28,5/10/2018,Sport,Internacional,4,1,0,0,4,1,0,5,5,10,10,20,SportInternacional,0
1388,1388,6397,2018,28,5/10/2018,Corinthians,Flamengo,2,1,0,0,2,1,0,3,3,9,18,27,CorinthiansFlamengo,0
1389,1389,6398,2018,28,5/10/2018,Vitoria,Santos,3,2,1,0,4,2,1,5,6,17,24,41,VitoriaSantos,0
1390,1390,6399,2018,28,6/10/2018,Athletico-PR,America-MG,3,3,0,0,3,3,0,6,6,10,13,23,Athletico-PRAmerica-MG,0
1391,1391,6400,2018,28,6/10/2018,Chapecoense,Atletico-MG,3,3,0,0,3,3,0,6,6,20,15,35,ChapecoenseAtletico-MG,0
1392,1392,6401,2018,28,6/10/2018,Sao Paulo,Palmeiras,2,3,0,0,2,3,0,5,5,21,17,38,Sao PauloPalmeiras,1
1393,1393,6402,2018,28,6/10/2018,Gremio,Bahia,2,4,0,1,2,5,1,6,7,13,25,38,GremioBahia,0
1394,1394,6403,2018,28,8/10/2018,Fluminense,Parana,1,2,0,0,1,2,0,3,3,8,18,26,FluminenseParana,0
1395,1395,6404,2018,28,9/10/2018,Botafogo-RJ,Vasco,3,2,0,0,3,2,0,5,5,13,13,26,Botafogo-RJVasco,1
1396,1396,6405,2018,28,24/10/2018,Cruzeiro,Ceara,1,3,0,0,1,3,0,4,4,7,18,25,CruzeiroCeara,0
1397,1397,6406,2018,29,13/10/2018,Flamengo,Fluminense,2,3,0,0,2,3,0,5,5,16,15,31,FlamengoFluminense,0
1398,1398,6407,2018,29,13/10/2018,Santos,Corinthians,3,3,0,0,3,3,0,6,6,19,19,38,SantosCorinthians,1
1399,1399,6408,2018,29,13/10/2018,Bahia,Parana,3,3,0,0,3,3,0,6,6,5,10,15,BahiaParana,0
1400,1400,6409,2018,29,14/10/2018,Chapecoense,Vitoria,3,2,0,0,3,2,0,5,5,14,20,34,ChapecoenseVitoria,0
1401,1401,6410,2018,29,14/10/2018,Vasco,Cruzeiro,6,2,0,1,6,3,1,8,9,14,17,31,VascoCruzeiro,0
1402,1402,6411,2018,29,14/10/2018,Internacional,Sao Paulo,0,4,0,1,0,5,1,4,5,16,23,39,InternacionalSao Paulo,0
1403,1403,6412,2018,29,14/10/2018,Palmeiras,Gremio,4,2,0,0,4,2,0,6,6,16,16,32,PalmeirasGremio,0
1404,1404,6413,2018,29,14/10/2018,Atletico-MG,America-MG,1,0,0,0,1,0,0,1,1,16,15,31,Atletico-MGAmerica-MG,1
1405,1405,6414,2018,29,14/10/2018,Athletico-PR,Sport,0,3,0,0,0,3,0,3,3,13,12,25,Athletico-PRSport,0
1406,1406,6415,2018,29,15/10/2018,Ceara,Botafogo-RJ,1,3,0,0,1,3,0,4,4,13,10,23,CearaBotafogo-RJ,0
3009,3009,6416,2018,30,20/10/2018,America-MG,Gremio,0,0,0,0,0,0,0,0,0,17,8,25,America-MGGremio,0
1407,1407,6417,2018,30,20/10/2018,Botafogo-RJ,Bahia,2,1,0,0,2,1,0,3,3,10,21,31,Botafogo-RJBahia,0
1408,1408,6418,2018,30,20/10/2018,Sao Paulo,Athletico-PR,3,2,0,0,3,2,0,5,5,20,15,35,Sao PauloAthletico-PR,0
1409,1409,6419,2018,30,20/10/2018,Sport,Vasco,0,3,0,0,0,3,0,3,3,16,18,34,SportVasco,0
1410,1410,6420,2018,30,21/10/2018,Vitoria,Corinthians,1,4,0,0,1,4,0,5,5,18,23,41,VitoriaCorinthians,0
1411,1411,6421,2018,30,21/10/2018,Fluminense,Atletico-MG,2,2,1,0,3,2,1,4,5,14,19,33,FluminenseAtletico-MG,0
1412,1412,6422,2018,30,21/10/2018,Palmeiras,Ceara,5,2,1,0,6,2,1,7,8,14,13,27,PalmeirasCeara,0
1413,1413,6423,2018,30,21/10/2018,Cruzeiro,Chapecoense,2,1,0,0,2,1,0,3,3,9,15,24,CruzeiroChapecoense,0
1414,1414,6424,2018,30,21/10/2018,Parana,Flamengo,1,0,1,0,2,0,1,1,2,17,13,30,ParanaFlamengo,0
1415,1415,6425,2018,30,22/10/2018,Internacional,Santos,1,3,0,0,1,3,0,4,4,14,15,29,InternacionalSantos,0
1416,1416,6426,2018,31,26/10/2018,Vitoria,Sao Paulo,1,2,0,1,1,3,1,3,4,8,24,32,VitoriaSao Paulo,0
1417,1417,6427,2018,31,26/10/2018,Vasco,Internacional,3,5,0,1,3,6,1,8,9,17,20,37,VascoInternacional,0
1418,1418,6428,2018,31,27/10/2018,Santos,Fluminense,2,3,0,0,2,3,0,5,5,15,17,32,SantosFluminense,0
1419,1419,6429,2018,31,27/10/2018,Gremio,Sport,2,2,0,0,2,2,0,4,4,10,16,26,GremioSport,0
1420,1420,6430,2018,31,27/10/2018,Corinthians,Bahia,3,3,0,0,3,3,0,6,6,11,15,26,CorinthiansBahia,0
1421,1421,6431,2018,31,27/10/2018,Chapecoense,America-MG,3,4,0,0,3,4,0,7,7,12,24,36,ChapecoenseAmerica-MG,0
1422,1422,6432,2018,31,27/10/2018,Flamengo,Palmeiras,2,5,0,0,2,5,0,7,7,19,17,36,FlamengoPalmeiras,0
1423,1423,6433,2018,31,27/10/2018,Cruzeiro,Parana,0,2,0,0,0,2,0,2,2,13,18,31,CruzeiroParana,0
1424,1424,6434,2018,31,27/10/2018,Athletico-PR,Botafogo-RJ,2,5,0,0,2,5,0,7,7,19,30,49,Athletico-PRBotafogo-RJ,0
1425,1425,6435,2018,31,29/10/2018,Ceara,Atletico-MG,2,4,0,0,2,4,0,6,6,13,21,34,CearaAtletico-MG,0
1426,1426,6436,2018,32,3/11/2018,Fluminense,Vasco,2,3,1,0,3,3,1,5,6,14,12,26,FluminenseVasco,1
1427,1427,6437,2018,32,3/11/2018,Atletico-MG,Gremio,4,1,0,0,4,1,0,5,5,12,12,24,Atletico-MGGremio,0
1428,1428,6438,2018,32,3/11/2018,Palmeiras,Santos,3,5,0,1,3,6,1,8,9,26,23,49,PalmeirasSantos,1
1429,1429,6439,2018,32,4/11/2018,America-MG,Cruzeiro,3,1,0,0,3,1,0,4,4,18,8,26,America-MGCruzeiro,1
1430,1430,6440,2018,32,4/11/2018,Parana,Vitoria,3,4,0,1,3,5,1,7,8,19,19,38,ParanaVitoria,0
1431,1431,6441,2018,32,4/11/2018,Sao Paulo,Flamengo,2,1,0,0,2,1,0,3,3,17,13,30,Sao PauloFlamengo,0
1432,1432,6442,2018,32,4/11/2018,Botafogo-RJ,Corinthians,1,2,0,0,1,2,0,3,3,25,19,44,Botafogo-RJCorinthians,0
1433,1433,6443,2018,32,4/11/2018,Internacional,Athletico-PR,2,3,0,0,2,3,0,5,5,9,20,29,InternacionalAthletico-PR,0
1434,1434,6444,2018,32,4/11/2018,Bahia,Chapecoense,1,1,0,0,1,1,0,2,2,15,22,37,BahiaChapecoense,0
1435,1435,6445,2018,32,5/11/2018,Sport,Ceara,3,3,0,0,3,3,0,6,6,13,16,29,SportCeara,0
1436,1436,6446,2018,33,10/11/2018,America-MG,Parana,3,1,1,1,4,2,2,4,6,10,10,20,America-MGParana,0
1437,1437,6447,2018,33,10/11/2018,Corinthians,Sao Paulo,1,3,1,0,2,3,1,4,5,10,18,28,CorinthiansSao Paulo,1
1438,1438,6448,2018,33,10/11/2018,Botafogo-RJ,Flamengo,4,6,0,0,4,6,0,10,10,30,16,46,Botafogo-RJFlamengo,1
1439,1439,6449,2018,33,10/11/2018,Athletico-PR,Cruzeiro,4,7,0,0,4,7,0,11,11,17,14,31,Athletico-PRCruzeiro,0
1440,1440,6450,2018,33,11/11/2018,Vitoria,Bahia,3,4,0,0,3,4,0,7,7,18,25,43,VitoriaBahia,1
1441,1441,6451,2018,33,11/11/2018,Ceara,Internacional,2,5,0,0,2,5,0,7,7,11,15,26,CearaInternacional,0
1442,1442,6452,2018,33,11/11/2018,Atletico-MG,Palmeiras,3,2,0,0,3,2,0,5,5,22,14,36,Atletico-MGPalmeiras,0
1443,1443,6453,2018,33,11/11/2018,Gremio,Vasco,2,4,0,0,2,4,0,6,6,12,17,29,GremioVasco,0
1444,1444,6454,2018,33,11/11/2018,Fluminense,Sport,0,2,0,0,0,2,0,2,2,18,16,34,FluminenseSport,0
1445,1445,6455,2018,33,12/11/2018,Santos,Chapecoense,2,1,0,0,2,1,0,3,3,15,24,39,SantosChapecoense,0
1446,1446,6456,2018,34,14/11/2018,Vasco,Athletico-PR,1,0,0,0,1,0,0,1,1,13,9,22,VascoAthletico-PR,0
1447,1447,6457,2018,34,14/11/2018,Bahia,Ceara,2,3,0,0,2,3,0,5,5,11,15,26,BahiaCeara,0
1448,1448,6458,2018,34,14/11/2018,Parana,Atletico-MG,4,3,2,0,6,3,2,7,9,19,14,33,ParanaAtletico-MG,0
1449,1449,6459,2018,34,14/11/2018,Sport,Vitoria,4,4,0,0,4,4,0,8,8,21,17,38,SportVitoria,0
1450,1450,6460,2018,34,14/11/2018,Palmeiras,Fluminense,6,5,0,1,6,6,1,11,12,20,24,44,PalmeirasFluminense,0
1451,1451,6461,2018,34,14/11/2018,Cruzeiro,Corinthians,2,2,0,1,2,3,1,4,5,13,6,19,CruzeiroCorinthians,0
1452,1452,6462,2018,34,15/11/2018,Chapecoense,Botafogo-RJ,1,2,0,0,1,2,0,3,3,12,14,26,ChapecoenseBotafogo-RJ,0
1453,1453,6463,2018,34,15/11/2018,Flamengo,Santos,3,5,0,0,3,5,0,8,8,22,18,40,FlamengoSantos,0
1454,1454,6464,2018,34,15/11/2018,Sao Paulo,Gremio,1,2,0,0,1,2,0,3,3,14,13,27,Sao PauloGremio,0
1455,1455,6465,2018,34,15/11/2018,Internacional,America-MG,1,2,0,0,1,2,0,3,3,19,20,39,InternacionalAmerica-MG,0
1456,1456,6466,2018,35,17/11/2018,Corinthians,Vasco,2,2,0,0,2,2,0,4,4,22,14,36,CorinthiansVasco,0
1457,1457,6467,2018,35,17/11/2018,Vitoria,Athletico-PR,3,3,1,0,4,3,1,6,7,15,23,38,VitoriaAthletico-PR,0
1458,1458,6468,2018,35,17/11/2018,Atletico-MG,Bahia,3,3,1,0,4,3,1,6,7,16,24,40,Atletico-MGBahia,0
1459,1459,6469,2018,35,18/11/2018,Parana,Palmeiras,4,2,0,0,4,2,0,6,6,22,8,30,ParanaPalmeiras,0
1460,1460,6470,2018,35,18/11/2018,America-MG,Santos,6,1,0,0,6,1,0,7,7,20,14,34,America-MGSantos,0
1461,1461,6471,2018,35,18/11/2018,Sport,Flamengo,1,1,0,1,1,2,1,2,3,9,13,22,SportFlamengo,0
1462,1462,6472,2018,35,18/11/2018,Botafogo-RJ,Internacional,2,4,0,2,2,6,2,6,8,13,18,31,Botafogo-RJInternacional,0
1463,1463,6473,2018,35,18/11/2018,Sao Paulo,Cruzeiro,2,2,0,0,2,2,0,4,4,14,17,31,Sao PauloCruzeiro,0
1464,1464,6474,2018,35,18/11/2018,Gremio,Chapecoense,2,2,0,0,2,2,0,4,4,12,21,33,GremioChapecoense,0
1465,1465,6475,2018,35,19/11/2018,Fluminense,Ceara,4,3,0,0,4,3,0,7,7,16,24,40,FluminenseCeara,0
1466,1466,6476,2018,36,21/11/2018,Internacional,Atletico-MG,1,2,0,0,1,2,0,3,3,10,17,27,InternacionalAtletico-MG,0
1467,1467,6477,2018,36,21/11/2018,Santos,Botafogo-RJ,2,2,0,0,2,2,0,4,4,19,16,35,SantosBotafogo-RJ,0
1468,1468,6478,2018,36,21/11/2018,Athletico-PR,Corinthians,2,4,0,0,2,4,0,6,6,18,14,32,Athletico-PRCorinthians,0
1469,1469,6479,2018,36,21/11/2018,Palmeiras,America-MG,0,6,0,0,0,6,0,6,6,13,20,33,PalmeirasAmerica-MG,0
1470,1470,6480,2018,36,21/11/2018,Flamengo,Gremio,2,3,0,0,2,3,0,5,5,17,14,31,FlamengoGremio,0
1471,1471,6481,2018,36,21/11/2018,Cruzeiro,Vitoria,2,1,0,0,2,1,0,3,3,18,15,33,CruzeiroVitoria,0
1472,1472,6482,2018,36,22/11/2018,Vasco,Sao Paulo,2,4,0,0,2,4,0,6,6,19,22,41,VascoSao Paulo,0
1473,1473,6483,2018,36,22/11/2018,Ceara,Parana,2,1,0,0,2,1,0,3,3,17,12,29,CearaParana,0
1474,1474,6484,2018,36,22/11/2018,Bahia,Fluminense,2,1,0,0,2,1,0,3,3,23,9,32,BahiaFluminense,0
1475,1475,6485,2018,36,22/11/2018,Chapecoense,Sport,2,1,0,0,2,1,0,3,3,22,13,35,ChapecoenseSport,0
1476,1476,6486,2018,37,24/11/2018,Santos,Atletico-MG,4,1,1,0,5,1,1,5,6,19,15,34,SantosAtletico-MG,0
1477,1477,6487,2018,37,25/11/2018,Athletico-PR,Ceara,3,4,0,0,3,4,0,7,7,19,18,37,Athletico-PRCeara,0
1478,1478,6488,2018,37,25/11/2018,Cruzeiro,Flamengo,6,3,0,0,6,3,0,9,9,10,9,19,CruzeiroFlamengo,0
1479,1479,6489,2018,37,25/11/2018,Vitoria,Gremio,2,4,0,0,2,4,0,6,6,15,20,35,VitoriaGremio,0
1480,1480,6490,2018,37,25/11/2018,Vasco,Palmeiras,4,5,1,0,5,5,1,9,10,17,18,35,VascoPalmeiras,0
1481,1481,6491,2018,37,25/11/2018,Internacional,Fluminense,3,2,0,1,3,3,1,5,6,12,17,29,InternacionalFluminense,0
1482,1482,6492,2018,37,25/11/2018,America-MG,Bahia,2,2,0,1,2,3,1,4,5,19,21,40,America-MGBahia,0
1483,1483,6493,2018,37,25/11/2018,Corinthians,Chapecoense,2,1,0,0,2,1,0,3,3,13,13,26,CorinthiansChapecoense,0
1484,1484,6494,2018,37,26/11/2018,Botafogo-RJ,Parana,1,3,0,0,1,3,0,4,4,13,16,29,Botafogo-RJParana,0
1485,1485,6495,2018,37,26/11/2018,Sao Paulo,Sport,2,3,0,1,2,4,1,5,6,14,21,35,Sao PauloSport,0
1486,1486,6496,2018,38,1/12/2018,Flamengo,Athletico-PR,4,1,1,1,5,2,2,5,7,17,17,34,FlamengoAthletico-PR,0
1487,1487,6497,2018,38,1/12/2018,Atletico-MG,Botafogo-RJ,4,3,0,0,4,3,0,7,7,15,17,32,Atletico-MGBotafogo-RJ,0
1488,1488,6498,2018,38,2/12/2018,Ceara,Vasco,3,2,1,0,4,2,1,5,6,17,11,28,CearaVasco,0
1489,1489,6499,2018,38,2/12/2018,Gremio,Corinthians,2,4,0,0,2,4,0,6,6,11,15,26,GremioCorinthians,0
1490,1490,6500,2018,38,2/12/2018,Bahia,Cruzeiro,4,1,0,0,4,1,0,5,5,18,15,33,BahiaCruzeiro,0
1491,1491,6501,2018,38,2/12/2018,Sport,Santos,3,1,0,0,3,1,0,4,4,21,21,42,SportSantos,0
1492,1492,6502,2018,38,2/12/2018,Parana,Internacional,1,2,1,0,2,2,1,3,4,14,15,29,ParanaInternacional,0
1493,1493,6503,2018,38,2/12/2018,Fluminense,America-MG,5,2,0,0,5,2,0,7,7,15,19,34,FluminenseAmerica-MG,0
1494,1494,6504,2018,38,2/12/2018,Chapecoense,Sao Paulo,0,3,0,0,0,3,0,3,3,11,23,34,ChapecoenseSao Paulo,0
1495,1495,6505,2018,38,2/12/2018,Palmeiras,Vitoria,2,2,0,0,2,2,0,4,4,11,6,17,PalmeirasVitoria,0
1496,1496,6506,2019,1,27/4/2019,Sao Paulo,Botafogo-RJ,0,4,0,0,0,4,0,4,4,23,7,30,Sao PauloBotafogo-RJ,0
1497,1497,6507,2019,1,27/4/2019,Atletico-MG,Avai,0,1,0,0,0,1,0,1,1,12,18,30,Atletico-MGAvai,0
1498,1498,6508,2019,1,27/4/2019,Chapecoense,Internacional,1,1,0,0,1,1,0,2,2,15,11,26,ChapecoenseInternacional,0
1499,1499,6509,2019,1,27/4/2019,Flamengo,Cruzeiro,4,5,0,1,4,6,1,9,10,13,17,30,FlamengoCruzeiro,0
