,campeonato,rodata,qtd_cartao_amarelo_mandante,qtd_cartao_vermelho_mandante,qtd_cartao_amarelo_visitante,qtd_cartao_vermelho_visitante,faltas_mandante,faltas_visitante,classico_regional,MedAma5_mandante,MedAma5_visitante,MedVer5_mandante,MedVer5_visitante,MedAmaTemp_mandante,MedAmaTemp_visitante,MedVerTemp_mandante,MedVerTemp_visitante,MedAmaH_mandante,MedAmaH_visitante,MedVerH_mandante,MedVerH_visitante,MaxAmaTemp_mandante,MinAmaTemp_mandante,MaxAmaTemp_visitante,MinAmaTemp_visitante,MaxVerTemp_mandante,MinVerTemp_mandante,MaxVerTemp_visitante,MinVerTemp_visitante,mandante_America-MG,mandante_Athletico-PR,mandante_Atletico-GO,mandante_Atletico-MG,mandante_Avai,mandante_Bahia,mandante_Botafogo-RJ,mandante_Bragantino,mandante_CSA,mandante_Ceara,mandante_Chapecoense,mandante_Corinthians,mandante_Coritiba,mandante_Cruzeiro,mandante_Cuiaba,mandante_Figueirense,mandante_Flamengo,mandante_Fluminense,mandante_Fortaleza,mandante_Goias,mandante_Gremio,mandante_Internacional,mandante_Joinville,mandante_Juventude,mandante_Palmeiras,mandante_Parana,mandante_Ponte Preta,mandante_Santa Cruz,mandante_Santos,mandante_Sao Paulo,mandante_Sport,mandante_Vasco,mandante_Vitoria,visitante_America-MG,visitante_Athletico-PR,visitante_Atletico-GO,visitante_Atletico-MG,visitante_Avai,visitante_Bahia,visitante_Botafogo-RJ,visitante_Bragantino,visitante_CSA,visitante_Ceara,visitante_Chapecoense,visitante_Corinthians,visitante_Coritiba,visitante_Cruzeiro,visitante_Cuiaba,visitante_Figueirense,visitante_Flamengo,visitante_Fluminense,visitante_Fortaleza,visitante_Goias,visitante_Gremio,visitante_Internacional,visitante_Joinville,visitante_Juventude,visitante_Palmeiras,visitante_Parana,visitante_Ponte Preta,visitante_Santa Cruz,visitante_Santos,visitante_Sao Paulo,visitante_Sport,visitante_Vasco,visitante_Vitoria
10,2015,2,2.0,0.0,1.0,1.0,14,18,0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2015,2,2.0,0.0,3.0,0.0,22,13,0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,2015,2,2.0,0.0,4.0,0.0,16,13,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2015,2,2.0,0.0,6.0,0.0,18,13,0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,3.0,3.0,1.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14,2015,2,2.0,0.0,1.0,0.0,17,9,0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2015,2,2.0,0.0,3.0,0.0,10,7,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16,2015,2,1.0,0.0,4.0,0.0,18,13,0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2015,2,3.0,0.0,1.0,0.0,17,12,0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18,2015,2,1.0,0.0,3.0,0.0,15,14,1,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,5.0,2.0,1.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19,2015,2,3.0,0.0,7.0,0.0,17,26,0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2015,3,2.0,0.0,0.0,0.0,12,11,0,0.0,0.0,0.0,0.0,2.5,2.0,0.0,0.5,2.5,2.0,0.0,0.5,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,2015,3,6.0,0.0,3.0,1.0,15,16,0,0.0,0.0,0.0,0.0,4.5,2.5,0.0,0.0,4.5,2.5,0.0,0.0,6.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22,2015,3,6.0,0.0,5.0,0.0,16,24,0,0.0,0.0,0.0,0.0,3.0,2.5,0.0,0.5,3.0,2.5,0.0,0.5,3.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2015,3,6.0,1.0,5.0,1.0,13,24,0,0.0,0.0,0.0,0.0,1.5,3.5,0.0,0.0,1.5,3.5,0.0,0.0,2.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2015,3,5.0,0.0,6.0,0.0,13,20,0,0.0,0.0,0.0,0.0,3.0,1.5,0.0,0.5,3.0,1.5,0.0,0.5,4.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25,2015,3,4.0,1.0,0.0,0.0,7,8,0,0.0,0.0,0.0,0.0,1.0,3.0,0.5,0.0,1.0,3.0,0.5,0.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2015,3,2.0,0.0,2.0,0.0,19,6,0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,1.5,1.5,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2015,3,5.0,0.0,6.0,0.0,15,17,0,0.0,0.0,0.0,0.0,4.5,1.5,0.0,0.0,4.5,1.5,0.0,0.0,7.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2015,3,2.0,0.0,2.0,0.0,17,11,0,0.0,0.0,0.0,0.0,3.5,3.0,0.0,0.5,3.5,3.0,0.0,0.5,4.0,3.0,5.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29,2015,3,1.0,0.0,4.0,0.0,13,17,0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2015,4,4.0,0.0,2.0,1.0,20,15,0,0.0,0.0,0.0,0.0,2.67,3.67,0.33,0.0,2.67,3.67,0.33,0.0,5.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2015,4,4.0,0.0,4.0,0.0,17,21,0,0.0,0.0,0.0,0.0,2.67,4.67,0.0,0.0,2.67,4.67,0.0,0.0,4.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2015,4,0.0,0.0,4.0,0.0,12,13,0,0.0,0.0,0.0,0.0,1.33,2.0,0.33,0.67,1.33,2.0,0.33,0.67,3.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2015,4,1.0,0.0,2.0,0.0,9,11,0,0.0,0.0,0.0,0.0,3.0,1.67,0.33,0.0,3.0,1.67,0.33,0.0,6.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34,2015,4,1.0,0.0,1.0,0.0,14,14,0,0.0,0.0,0.0,0.0,4.0,4.0,0.33,0.0,4.0,4.0,0.33,0.0,5.0,2.0,6.0,3.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35,2015,4,0.0,0.0,3.0,0.0,16,12,0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,5.0,0.0,0.0,4.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36,2015,4,5.0,0.0,5.0,0.0,21,21,1,0.0,0.0,0.0,0.0,1.67,3.0,0.0,0.33,1.67,3.0,0.0,0.33,2.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37,2015,4,3.0,0.0,1.0,1.0,19,17,0,0.0,0.0,0.0,0.0,2.67,2.33,0.33,0.0,2.67,2.33,0.33,0.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38,2015,4,6.0,1.0,3.0,1.0,24,23,0,0.0,0.0,0.0,0.0,3.0,1.67,0.0,0.0,3.0,1.67,0.0,0.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2015,4,3.0,0.0,6.0,1.0,17,11,0,0.0,0.0,0.0,0.0,3.33,3.0,0.33,0.0,3.33,3.0,0.33,0.0,5.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2015,5,1.0,0.0,4.0,0.0,12,8,0,0.0,0.0,0.0,0.0,2.5,3.25,0.5,0.25,2.5,3.25,0.5,0.25,4.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2015,5,2.0,2.0,3.0,0.0,15,18,0,0.0,0.0,0.0,0.0,4.5,3.0,0.0,0.25,4.5,3.0,0.0,0.25,6.0,3.0,5.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,2015,5,3.0,0.0,5.0,0.0,16,12,1,0.0,0.0,0.0,0.0,3.25,1.0,0.25,0.25,3.25,1.0,0.25,0.25,5.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
43,2015,5,5.0,0.0,3.0,1.0,14,15,1,0.0,0.0,0.0,0.0,2.0,2.5,0.25,0.25,2.0,2.5,0.25,0.25,3.0,1.0,6.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
44,2015,5,2.0,0.0,3.0,0.0,16,17,0,0.0,0.0,0.0,0.0,3.75,3.75,0.25,0.25,3.75,3.75,0.25,0.25,6.0,2.0,6.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2015,5,3.0,0.0,3.0,0.0,12,15,0,0.0,0.0,0.0,0.0,4.5,1.5,0.0,0.0,4.5,1.5,0.0,0.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2015,5,2.0,0.0,3.0,0.0,22,10,0,0.0,0.0,0.0,0.0,3.25,2.5,0.0,0.0,3.25,2.5,0.0,0.0,6.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2015,5,1.0,0.0,4.0,0.0,13,24,0,0.0,0.0,0.0,0.0,2.0,3.0,0.25,0.0,2.0,3.0,0.25,0.0,3.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,2015,5,2.0,0.0,4.0,0.0,11,13,0,0.0,0.0,0.0,0.0,1.75,3.25,0.0,0.25,1.75,3.25,0.0,0.25,3.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
