,ID,Unnamed: 0,campeonato,clube_mandante,clube_visitante,data,qtd_cartao_amarelo_mandante,qtd_cartao_amarelo_visitante,qtd_cartao_vermelho_mandante,qtd_cartao_vermelho_visitante,total_cartoes_amarelos,total_cartoes_mandante,total_cartoes_partida,total_cartoes_vermelhos,total_cartoes_visitante
856,5481,856.0,14,Chapecoense,Cruzeiro,29/6/2016,4,6,0,0,10,4,10,0,6
857,5482,857.0,14,Sao Paulo,Fluminense,29/6/2016,4,3,0,0,7,4,7,0,3
858,5483,858.0,14,America-MG,Corinthians,29/6/2016,2,1,0,0,3,2,3,0,1
859,5484,859.0,14,Santa Cruz,Ponte Preta,30/6/2016,2,1,0,0,3,2,3,0,1
860,5485,860.0,14,Palmeiras,Figueirense,30/6/2016,1,1,0,0,2,1,2,0,1
861,5487,861.0,14,Fluminense,Coritiba,2/7/2016,1,2,0,0,3,1,3,0,2
862,5488,862.0,14,Athletico-PR,America-MG,2/7/2016,2,2,0,0,4,2,4,0,2
863,5489,863.0,14,Cruzeiro,Vitoria,3/7/2016,3,3,0,1,6,3,7,1,4
864,5490,864.0,14,Internacional,Gremio,3/7/2016,4,5,0,0,9,4,9,0,5
865,5491,865.0,14,Santos,Chapecoense,3/7/2016,1,1,0,0,2,1,2,0,1
866,5492,866.0,14,Ponte Preta,Sao Paulo,3/7/2016,3,2,0,1,5,3,6,1,3
867,5493,867.0,14,Corinthians,Flamengo,3/7/2016,2,3,0,0,5,2,5,0,3
868,5494,868.0,14,Botafogo-RJ,Santa Cruz,3/7/2016,1,3,0,0,4,1,4,0,3
869,5495,869.0,14,Figueirense,Atletico-MG,3/7/2016,2,4,1,1,6,3,8,2,5
870,5496,870.0,14,Sport,Palmeiras,4/7/2016,4,5,0,0,9,4,9,0,5
871,5497,871.0,14,Chapecoense,Corinthians,9/7/2016,1,1,1,0,2,2,3,1,1
872,5498,872.0,14,Coritiba,Botafogo-RJ,9/7/2016,1,3,0,0,4,1,4,0,3
873,5499,873.0,14,Ponte Preta,Sport,9/7/2016,2,2,0,0,4,2,4,0,2
874,5500,874.0,14,Gremio,Figueirense,10/7/2016,1,1,0,0,2,1,2,0,1
875,5501,875.0,14,Flamengo,Atletico-MG,10/7/2016,1,4,0,0,5,1,5,0,4
876,5502,876.0,14,Santa Cruz,Internacional,10/7/2016,0,2,0,0,2,0,2,0,2
877,5503,877.0,14,Sao Paulo,America-MG,10/7/2016,1,4,0,0,5,1,5,0,4
878,5504,878.0,14,Vitoria,Fluminense,10/7/2016,3,4,0,0,7,3,7,0,4
879,5505,879.0,14,Cruzeiro,Athletico-PR,11/7/2016,1,4,0,0,5,1,5,0,4
880,5506,880.0,14,Palmeiras,Santos,12/7/2016,3,2,0,0,5,3,5,0,2
881,5507,881.0,14,Botafogo-RJ,Flamengo,16/7/2016,2,4,0,0,6,2,6,0,4
882,5508,882.0,14,Santos,Ponte Preta,16/7/2016,3,2,0,0,5,3,5,0,2
883,5509,883.0,14,America-MG,Santa Cruz,17/7/2016,2,2,0,0,4,2,4,0,2
884,5510,884.0,14,Internacional,Palmeiras,17/7/2016,4,2,0,0,6,4,6,0,2
885,5511,885.0,14,Figueirense,Chapecoense,17/7/2016,1,4,0,0,5,1,5,0,4
886,5512,886.0,14,Fluminense,Cruzeiro,17/7/2016,0,6,0,0,6,0,6,0,6
887,5513,887.0,14,Athletico-PR,Vitoria,17/7/2016,3,3,0,0,6,3,6,0,3
888,5514,888.0,14,Corinthians,Sao Paulo,17/7/2016,3,3,0,0,6,3,6,0,3
889,5515,889.0,14,Sport,Gremio,17/7/2016,0,3,0,0,3,0,3,0,3
890,5516,890.0,14,Atletico-MG,Coritiba,18/7/2016,2,2,0,0,4,2,4,0,2
891,5517,891.0,14,Corinthians,Figueirense,23/7/2016,2,6,0,0,8,2,8,0,6
892,5518,892.0,14,Santa Cruz,Coritiba,23/7/2016,2,1,0,0,3,2,3,0,1
893,5519,893.0,14,Palmeiras,Atletico-MG,24/7/2016,1,2,0,0,3,1,3,0,2
894,5520,894.0,14,Ponte Preta,Internacional,24/7/2016,3,3,0,1,6,3,7,1,4
895,5521,895.0,14,Gremio,Sao Paulo,24/7/2016,0,3,0,1,3,0,4,1,4
896,5522,896.0,14,Athletico-PR,Fluminense,24/7/2016,3,5,0,0,8,3,8,0,5
897,5523,897.0,14,Cruzeiro,Sport,24/7/2016,1,4,0,0,5,1,5,0,4
898,5524,898.0,14,Chapecoense,Botafogo-RJ,24/7/2016,1,2,0,0,3,1,3,0,2
899,5525,899.0,14,Vitoria,Santos,24/7/2016,3,2,0,0,5,3,5,0,2
900,5526,900.0,14,Flamengo,America-MG,25/7/2016,1,0,0,0,1,1,1,0,0
901,5527,901.0,14,Figueirense,Vitoria,30/7/2016,3,4,1,1,7,4,9,2,5
902,5528,902.0,14,Sport,Athletico-PR,30/7/2016,2,1,0,0,3,2,3,0,1
903,5529,903.0,14,Atletico-MG,Santa Cruz,30/7/2016,1,3,0,0,4,1,4,0,3
904,5530,904.0,14,Sao Paulo,Chapecoense,31/7/2016,4,1,0,0,5,4,5,0,1
905,5531,905.0,14,Fluminense,Ponte Preta,31/7/2016,4,6,0,0,10,4,10,0,6
906,5532,906.0,14,Coritiba,Flamengo,31/7/2016,1,2,0,0,3,1,3,0,2
907,5533,907.0,14,Internacional,Corinthians,31/7/2016,2,2,0,0,4,2,4,0,2
908,5534,908.0,14,Santos,Cruzeiro,31/7/2016,1,1,0,0,2,1,2,0,1
909,5535,909.0,14,Botafogo-RJ,Palmeiras,31/7/2016,4,3,0,0,7,4,7,0,3
910,5536,910.0,14,America-MG,Gremio,31/7/2016,2,2,0,1,4,2,5,1,3
911,5537,911.0,14,Vitoria,Coritiba,3/8/2016,2,1,0,0,3,2,3,0,1
912,5538,912.0,14,Sport,America-MG,3/8/2016,1,3,0,0,4,1,4,0,3
913,5539,913.0,14,Santos,Flamengo,3/8/2016,2,2,0,0,4,2,4,0,2
914,5540,914.0,14,Athletico-PR,Corinthians,3/8/2016,3,0,0,0,3,3,3,0,0
915,5541,915.0,14,Ponte Preta,Botafogo-RJ,4/8/2016,2,2,0,0,4,2,4,0,2
916,5542,916.0,14,Gremio,Santa Cruz,4/8/2016,1,3,0,0,4,1,4,0,3
917,5543,917.0,14,Sao Paulo,Atletico-MG,4/8/2016,2,2,0,0,4,2,4,0,2
918,5544,918.0,14,Cruzeiro,Internacional,4/8/2016,1,1,0,0,2,1,2,0,1
919,5545,919.0,14,Chapecoense,Palmeiras,4/8/2016,1,0,0,0,1,1,1,0,0
920,5546,920.0,14,Fluminense,Figueirense,3/9/2016,3,3,0,0,6,3,6,0,3
921,5547,921.0,14,Flamengo,Athletico-PR,6/8/2016,2,4,0,0,6,2,6,0,4
922,5548,922.0,14,America-MG,Santos,7/8/2016,2,1,0,1,3,2,4,1,2
923,5549,923.0,14,Coritiba,Ponte Preta,7/8/2016,4,3,0,0,7,4,7,0,3
924,5550,924.0,14,Palmeiras,Vitoria,7/8/2016,2,4,0,0,6,2,6,0,4
925,5551,925.0,14,Santa Cruz,Sao Paulo,7/8/2016,1,3,0,0,4,1,4,0,3
926,5552,926.0,14,Internacional,Fluminense,7/8/2016,4,4,0,0,8,4,8,0,4
927,5553,927.0,14,Figueirense,Sport,7/8/2016,5,3,0,0,8,5,8,0,3
928,5554,928.0,14,Atletico-MG,Chapecoense,8/8/2016,0,1,0,0,1,0,1,0,1
929,5555,929.0,14,Corinthians,Cruzeiro,8/8/2016,4,3,0,0,7,4,7,0,3
930,5556,930.0,14,Botafogo-RJ,Gremio,4/9/2016,3,4,0,0,7,3,7,0,4
931,5557,931.0,14,Sport,Flamengo,13/8/2016,2,3,0,0,5,2,5,0,3
932,5558,932.0,14,Ponte Preta,Figueirense,13/8/2016,2,2,0,0,4,2,4,0,2
933,5559,933.0,14,Fluminense,America-MG,14/8/2016,2,5,0,0,7,2,7,0,5
934,5560,934.0,14,Gremio,Corinthians,14/8/2016,4,1,0,0,5,4,5,0,1
935,5561,935.0,14,Cruzeiro,Coritiba,14/8/2016,2,4,0,0,6,2,6,0,4
936,5562,936.0,14,Santos,Atletico-MG,14/8/2016,4,4,0,0,8,4,8,0,4
937,5563,937.0,14,Vitoria,Santa Cruz,14/8/2016,1,2,0,0,3,1,3,0,2
938,5564,938.0,14,Sao Paulo,Botafogo-RJ,14/8/2016,2,2,0,0,4,2,4,0,2
939,5565,939.0,14,Athletico-PR,Palmeiras,14/8/2016,3,3,0,0,6,3,6,0,3
940,5566,940.0,14,Chapecoense,Internacional,15/8/2016,1,2,0,0,3,1,3,0,2
941,5567,941.0,14,America-MG,Chapecoense,19/8/2016,1,1,0,0,2,1,2,0,1
942,5568,942.0,14,Botafogo-RJ,Sport,20/8/2016,1,2,0,0,3,1,3,0,2
943,5569,943.0,14,Flamengo,Gremio,21/8/2016,2,1,0,0,3,2,3,0,1
944,5570,944.0,14,Atletico-MG,Athletico-PR,21/8/2016,0,2,0,0,2,0,2,0,2
945,5571,945.0,14,Internacional,Sao Paulo,21/8/2016,1,2,0,0,3,1,3,0,2
946,5572,946.0,14,Santa Cruz,Fluminense,21/8/2016,0,2,0,0,2,0,2,0,2
947,5573,947.0,14,Palmeiras,Ponte Preta,21/8/2016,3,6,0,0,9,3,9,0,6
948,5574,948.0,14,Coritiba,Santos,21/8/2016,1,3,0,0,4,1,4,0,3
949,5575,949.0,14,Figueirense,Cruzeiro,21/8/2016,4,5,1,0,9,5,10,1,5
950,5576,950.0,14,Corinthians,Vitoria,22/8/2016,2,4,0,0,6,2,6,0,4
951,5577,951.0,14,Ponte Preta,Corinthians,27/8/2016,2,1,0,1,3,2,4,1,2
952,5578,952.0,14,Cruzeiro,Santa Cruz,28/8/2016,3,3,0,0,6,3,6,0,3
953,5579,953.0,14,Santos,Figueirense,28/8/2016,3,2,0,0,5,3,5,0,2
954,5580,954.0,14,Gremio,Atletico-MG,28/8/2016,4,4,0,0,8,4,8,0,4
955,5581,955.0,14,Fluminense,Palmeiras,28/8/2016,7,5,0,0,12,7,12,0,5
956,5582,956.0,14,Chapecoense,Flamengo,28/8/2016,4,0,0,0,4,4,4,0,0
957,5583,957.0,14,Sao Paulo,Coritiba,28/8/2016,2,1,0,0,3,2,3,0,1
958,5584,958.0,14,Sport,Internacional,28/8/2016,4,5,0,0,9,4,9,0,5
959,5585,959.0,14,Vitoria,America-MG,28/8/2016,3,5,0,0,8,3,8,0,5
960,5586,960.0,14,Athletico-PR,Botafogo-RJ,29/8/2016,3,2,0,0,5,3,5,0,2
961,5587,961.0,14,Santa Cruz,Chapecoense,7/9/2016,3,3,1,0,6,4,7,1,3
962,5588,962.0,14,Figueirense,Athletico-PR,7/9/2016,1,2,0,0,3,1,3,0,2
963,5589,963.0,14,Botafogo-RJ,Fluminense,7/9/2016,5,2,0,0,7,5,7,0,2
964,5590,964.0,14,Atletico-MG,Vitoria,7/9/2016,2,5,0,0,7,2,7,0,5
965,5591,965.0,14,Palmeiras,Sao Paulo,7/9/2016,3,3,0,0,6,3,6,0,3
966,5592,966.0,14,Flamengo,Ponte Preta,7/9/2016,1,3,0,0,4,1,4,0,3
967,5593,967.0,14,Coritiba,Gremio,7/9/2016,3,0,0,0,3,3,3,0,0
968,5594,968.0,14,Corinthians,Sport,8/9/2016,2,2,0,0,4,2,4,0,2
969,5595,969.0,14,America-MG,Cruzeiro,8/9/2016,1,2,0,0,3,1,3,0,2
970,5596,970.0,14,Internacional,Santos,8/9/2016,4,4,0,1,8,4,9,1,5
971,5597,971.0,14,Vitoria,Flamengo,10/9/2016,2,1,1,0,3,3,4,1,1
972,5598,972.0,14,Chapecoense,Coritiba,11/9/2016,2,3,0,0,5,2,5,0,3
973,5599,973.0,14,Sao Paulo,Figueirense,11/9/2016,2,2,0,0,4,2,4,0,2
974,5600,974.0,14,Cruzeiro,Botafogo-RJ,11/9/2016,4,2,0,0,6,4,6,0,2
975,5601,975.0,14,Sport,Santa Cruz,11/9/2016,2,1,1,1,3,3,5,2,2
976,5602,976.0,14,Athletico-PR,Internacional,11/9/2016,0,2,0,0,2,0,2,0,2
977,5603,977.0,14,Santos,Corinthians,11/9/2016,2,1,0,0,3,2,3,0,1
978,5604,978.0,14,Ponte Preta,America-MG,11/9/2016,2,1,0,0,3,2,3,0,1
979,5605,979.0,14,Gremio,Palmeiras,11/9/2016,4,3,0,0,7,4,7,0,3
980,5606,980.0,14,Fluminense,Atletico-MG,12/9/2016,1,4,0,0,5,1,5,0,4
981,5607,981.0,14,Botafogo-RJ,Santos,14/9/2016,2,1,0,0,3,2,3,0,1
982,5608,982.0,14,Figueirense,America-MG,14/9/2016,0,2,0,1,2,0,3,1,3
983,5609,983.0,14,Ponte Preta,Gremio,14/9/2016,2,1,0,0,3,2,3,0,1
984,5610,984.0,14,Santa Cruz,Athletico-PR,14/9/2016,3,4,0,0,7,3,7,0,4
985,5611,985.0,14,Coritiba,Corinthians,14/9/2016,3,1,1,0,4,4,5,1,1
986,5612,986.0,14,Palmeiras,Flamengo,14/9/2016,2,1,0,1,3,2,4,1,2
987,5613,987.0,14,Atletico-MG,Sport,15/9/2016,0,1,0,1,1,0,2,1,2
988,5614,988.0,14,Fluminense,Chapecoense,15/9/2016,3,4,0,0,7,3,7,0,4
989,5615,989.0,14,Sao Paulo,Cruzeiro,15/9/2016,0,0,0,1,0,0,1,1,1
990,5616,990.0,14,Internacional,Vitoria,15/9/2016,3,5,0,0,8,3,8,0,5
991,5617,991.0,14,Corinthians,Palmeiras,17/9/2016,2,4,1,0,6,3,7,1,4
992,5618,992.0,14,Flamengo,Figueirense,18/9/2016,2,3,0,1,5,2,6,1,4
993,5619,993.0,14,Cruzeiro,Atletico-MG,18/9/2016,1,2,1,0,3,2,4,1,2
994,5620,994.0,14,Sport,Coritiba,18/9/2016,0,1,0,0,1,0,1,0,1
995,5621,995.0,14,Gremio,Fluminense,18/9/2016,4,3,0,0,7,4,7,0,3
996,5622,996.0,14,Chapecoense,Ponte Preta,18/9/2016,2,0,0,0,2,2,2,0,0
997,5623,997.0,14,Athletico-PR,Sao Paulo,18/9/2016,1,1,0,0,2,1,2,0,1
998,5624,998.0,14,Santos,Santa Cruz,18/9/2016,1,1,0,0,2,1,2,0,1
999,5625,999.0,14,Vitoria,Botafogo-RJ,18/9/2016,2,5,0,0,7,2,7,0,5
1000,5626,1000.0,14,America-MG,Internacional,19/9/2016,1,2,0,0,3,1,3,0,2
1001,5627,1001.0,14,Palmeiras,Coritiba,24/9/2016,2,3,0,0,5,2,5,0,3
1002,5628,1002.0,14,Sport,Santos,24/9/2016,3,2,0,1,5,3,6,1,3
1003,5629,1003.0,14,America-MG,Botafogo-RJ,24/9/2016,2,3,0,0,5,2,5,0,3
1004,5630,1004.0,14,Athletico-PR,Ponte Preta,25/9/2016,2,5,0,1,7,2,8,1,6
1005,5631,1005.0,14,Figueirense,Santa Cruz,25/9/2016,1,5,0,0,6,1,6,0,5
1006,5632,1006.0,14,Vitoria,Sao Paulo,25/9/2016,4,3,0,0,7,4,7,0,3
1007,5633,1007.0,14,Corinthians,Fluminense,25/9/2016,4,3,0,0,7,4,7,0,3
1008,5634,1008.0,14,Flamengo,Cruzeiro,25/9/2016,1,2,0,0,3,1,3,0,2
1009,5635,1009.0,14,Gremio,Chapecoense,25/9/2016,2,2,0,0,4,2,4,0,2
1010,5636,1010.0,14,Atletico-MG,Internacional,25/9/2016,2,2,0,0,4,2,4,0,2
1011,5637,1011.0,14,Fluminense,Sport,1/10/2016,1,3,0,0,4,1,4,0,3
1012,5638,1012.0,14,Sao Paulo,Flamengo,1/10/2016,4,3,0,0,7,4,7,0,3
1013,5639,1013.0,14,Chapecoense,Vitoria,1/10/2016,1,2,0,0,3,1,3,0,2
1014,5640,1014.0,14,Santos,Athletico-PR,1/10/2016,2,1,0,0,3,2,3,0,1
1015,5641,1015.0,14,Botafogo-RJ,Corinthians,1/10/2016,4,4,0,0,8,4,8,0,4
1016,5642,1016.0,14,Ponte Preta,Atletico-MG,1/10/2016,2,2,0,0,4,2,4,0,2
1017,5643,1017.0,14,Cruzeiro,Gremio,1/10/2016,3,3,0,0,6,3,6,0,3
1018,5644,1018.0,14,Internacional,Figueirense,1/10/2016,2,2,0,0,4,2,4,0,2
1019,5645,1019.0,14,Santa Cruz,Palmeiras,3/10/2016,6,3,0,0,9,6,9,0,3
1020,5646,1020.0,14,Coritiba,America-MG,3/10/2016,2,2,0,0,4,2,4,0,2
1021,5647,1021.0,14,Athletico-PR,Chapecoense,5/10/2016,2,3,0,0,5,2,5,0,3
1022,5648,1022.0,14,Vitoria,Gremio,5/10/2016,3,3,0,0,6,3,6,0,3
1023,5649,1023.0,14,Corinthians,Atletico-MG,5/10/2016,0,2,0,1,2,0,3,1,3
1024,5651,1024.0,14,Sport,Sao Paulo,5/10/2016,0,2,0,0,2,0,2,0,2
1025,5652,1025.0,14,Internacional,Coritiba,6/10/2016,2,4,0,0,6,2,6,0,4
1026,5653,1026.0,14,Cruzeiro,Ponte Preta,8/10/2016,2,2,0,0,4,2,4,0,2
1027,5654,1027.0,14,Flamengo,Santa Cruz,9/10/2016,1,1,0,1,2,1,3,1,2
1028,5655,1028.0,14,America-MG,Palmeiras,9/10/2016,2,1,1,0,3,3,4,1,1
1029,5656,1029.0,14,Figueirense,Botafogo-RJ,9/10/2016,2,2,0,0,4,2,4,0,2
1030,5657,1030.0,14,Chapecoense,Sport,12/10/2016,1,2,0,1,3,1,4,1,3
1031,5658,1031.0,14,Coritiba,Figueirense,12/10/2016,4,3,0,0,7,4,7,0,3
1032,5659,1032.0,14,Santa Cruz,Corinthians,12/10/2016,2,2,0,0,4,2,4,0,2
1033,5660,1033.0,14,Botafogo-RJ,Internacional,12/10/2016,3,2,0,0,5,3,5,0,2
1034,5661,1034.0,14,Palmeiras,Cruzeiro,13/10/2016,1,4,0,0,5,1,5,0,4
1035,5662,1035.0,14,Ponte Preta,Vitoria,13/10/2016,4,2,0,0,6,4,6,0,2
1036,5664,1036.0,14,Fluminense,Flamengo,13/10/2016,3,3,0,0,6,3,6,0,3
1037,5665,1037.0,14,Sao Paulo,Santos,13/10/2016,2,3,0,0,5,2,5,0,3
1038,5666,1038.0,14,Gremio,Athletico-PR,13/10/2016,2,3,0,0,5,2,5,0,3
1039,5667,1039.0,14,Botafogo-RJ,Atletico-MG,16/10/2016,2,4,0,0,6,2,6,0,4
1040,5668,1040.0,14,Cruzeiro,Chapecoense,16/10/2016,1,2,0,0,3,1,3,0,2
1041,5669,1041.0,14,Athletico-PR,Coritiba,16/10/2016,0,3,0,0,3,0,3,0,3
1042,5670,1042.0,14,Internacional,Flamengo,16/10/2016,3,1,0,0,4,3,4,0,1
1043,5671,1043.0,14,Figueirense,Palmeiras,16/10/2016,4,3,0,0,7,4,7,0,3
1044,5672,1044.0,14,Corinthians,America-MG,16/10/2016,2,1,0,0,3,2,3,0,1
1045,5673,1045.0,14,Ponte Preta,Santa Cruz,16/10/2016,0,2,0,0,2,0,2,0,2
1046,5674,1046.0,14,Santos,Gremio,16/10/2016,1,7,0,0,8,1,8,0,7
1047,5675,1047.0,14,Sport,Vitoria,16/10/2016,1,4,0,1,5,1,6,1,5
1048,5676,1048.0,14,Fluminense,Sao Paulo,17/10/2016,1,4,0,0,5,1,5,0,4
1049,5677,1049.0,14,Santa Cruz,Botafogo-RJ,19/10/2016,0,2,0,0,2,0,2,0,2
1050,5678,1050.0,14,Sao Paulo,Ponte Preta,22/10/2016,0,1,0,0,1,0,1,0,1
1051,5679,1051.0,14,Flamengo,Corinthians,23/10/2016,2,4,0,1,6,2,7,1,5
1052,5680,1052.0,14,Vitoria,Cruzeiro,23/10/2016,2,3,0,1,5,2,6,1,4
1053,5681,1053.0,14,Palmeiras,Sport,23/10/2016,3,2,0,0,5,3,5,0,2
1054,5682,1054.0,14,Gremio,Internacional,23/10/2016,0,2,1,1,2,1,4,2,3
1055,5683,1055.0,14,Coritiba,Fluminense,23/10/2016,0,4,1,0,4,1,5,1,4
1056,5684,1056.0,14,Atletico-MG,Figueirense,23/10/2016,2,4,0,2,6,2,8,2,6
1057,5685,1057.0,14,Chapecoense,Santos,23/10/2016,2,3,0,0,5,2,5,0,3
1058,5687,1058.0,14,Sport,Ponte Preta,27/10/2016,2,3,0,0,5,2,5,0,3
1059,5688,1059.0,14,Fluminense,Vitoria,28/10/2016,3,2,0,0,5,3,5,0,2
1060,5689,1060.0,14,Atletico-MG,Flamengo,29/10/2016,0,1,0,0,1,0,1,0,1
1061,5690,1061.0,14,Athletico-PR,Cruzeiro,29/10/2016,1,1,0,0,2,1,2,0,1
1062,5691,1062.0,14,Corinthians,Chapecoense,29/10/2016,1,2,0,0,3,1,3,0,2
1063,5692,1063.0,14,Botafogo-RJ,Coritiba,29/10/2016,5,3,0,0,8,5,8,0,3
1064,5693,1064.0,14,Internacional,Santa Cruz,29/10/2016,3,2,1,0,5,4,6,1,2
1065,5694,1065.0,14,Figueirense,Gremio,29/10/2016,2,2,0,0,4,2,4,0,2
1066,5695,1066.0,14,Santos,Palmeiras,29/10/2016,4,3,0,0,7,4,7,0,3
1067,5696,1067.0,14,America-MG,Sao Paulo,31/10/2016,0,1,0,0,1,0,1,0,1
1068,5697,1068.0,14,Flamengo,Botafogo-RJ,5/11/2016,3,3,0,0,6,3,6,0,3
1069,5698,1069.0,14,Sao Paulo,Corinthians,5/11/2016,3,4,0,0,7,3,7,0,4
1070,5699,1070.0,14,Ponte Preta,Santos,6/11/2016,1,1,0,0,2,1,2,0,1
1071,5700,1071.0,14,Santa Cruz,America-MG,6/11/2016,1,1,0,0,2,1,2,0,1
1072,5701,1072.0,14,Cruzeiro,Fluminense,6/11/2016,2,1,0,0,3,2,3,0,1
1073,5703,1073.0,14,Vitoria,Athletico-PR,6/11/2016,2,2,0,0,4,2,4,0,2
1074,5704,1074.0,14,Coritiba,Atletico-MG,6/11/2016,1,3,0,0,4,1,4,0,3
1075,5705,1075.0,14,Chapecoense,Figueirense,6/11/2016,1,3,0,1,4,1,5,1,4
1076,5706,1076.0,14,Gremio,Sport,7/11/2016,4,3,0,0,7,4,7,0,3
1077,5707,1077.0,14,Fluminense,Athletico-PR,15/11/2016,3,3,0,0,6,3,6,0,3
1078,5708,1078.0,14,Botafogo-RJ,Chapecoense,16/11/2016,3,1,0,0,4,3,4,0,1
1079,5709,1079.0,14,Coritiba,Santa Cruz,16/11/2016,3,2,0,0,5,3,5,0,2
1080,5710,1080.0,14,Sport,Cruzeiro,16/11/2016,2,2,0,0,4,2,4,0,2
1081,5711,1081.0,14,America-MG,Flamengo,16/11/2016,1,0,0,0,1,1,1,0,0
1082,5712,1082.0,14,Figueirense,Corinthians,16/11/2016,3,2,0,1,5,3,6,1,3
1083,5713,1083.0,14,Santos,Vitoria,17/11/2016,3,1,0,0,4,3,4,0,1
1084,5714,1084.0,14,Sao Paulo,Gremio,17/11/2016,3,2,0,0,5,3,5,0,2
1085,5715,1085.0,14,Internacional,Ponte Preta,17/11/2016,1,3,0,0,4,1,4,0,3
1086,5716,1086.0,14,Atletico-MG,Palmeiras,17/11/2016,2,4,0,0,6,2,6,0,4
1087,5717,1087.0,14,Vitoria,Figueirense,20/11/2016,4,2,0,0,6,4,6,0,2
1088,5718,1088.0,14,Cruzeiro,Santos,20/11/2016,3,3,1,0,6,4,7,1,3
1089,5719,1089.0,14,Palmeiras,Botafogo-RJ,20/11/2016,0,4,0,1,4,0,5,1,5
1090,5720,1090.0,14,Athletico-PR,Sport,20/11/2016,0,2,0,0,2,0,2,0,2
1091,5721,1091.0,14,Gremio,America-MG,20/11/2016,0,2,0,0,2,0,2,0,2
1092,5722,1092.0,14,Ponte Preta,Fluminense,20/11/2016,3,3,0,1,6,3,7,1,4
1093,5723,1093.0,14,Flamengo,Coritiba,20/11/2016,1,2,0,0,3,1,3,0,2
1094,5724,1094.0,14,Chapecoense,Sao Paulo,20/11/2016,1,1,0,0,2,1,2,0,1
1095,5725,1095.0,14,Santa Cruz,Atletico-MG,20/11/2016,3,0,1,1,3,4,5,2,1
1096,5726,1096.0,14,Corinthians,Internacional,21/11/2016,2,2,0,0,4,2,4,0,2
1097,5727,1097.0,14,America-MG,Sport,26/11/2016,1,3,1,0,4,2,5,1,3
1098,5728,1098.0,14,Botafogo-RJ,Ponte Preta,26/11/2016,5,4,0,1,9,5,10,1,5
1099,5729,1099.0,14,Corinthians,Athletico-PR,26/11/2016,3,2,0,0,5,3,5,0,2
1100,5730,1100.0,14,Atletico-MG,Sao Paulo,27/11/2016,1,6,0,0,7,1,7,0,6
1101,5731,1101.0,14,Palmeiras,Chapecoense,27/11/2016,1,2,0,0,3,1,3,0,2
1102,5732,1102.0,14,Flamengo,Santos,27/11/2016,1,0,0,0,1,1,1,0,0
1103,5733,1103.0,14,Internacional,Cruzeiro,27/11/2016,3,4,0,0,7,3,7,0,4
1104,5734,1104.0,14,Figueirense,Fluminense,27/11/2016,3,3,0,0,6,3,6,0,3
1105,5735,1105.0,14,Santa Cruz,Gremio,27/11/2016,3,4,0,0,7,3,7,0,4
1106,5736,1106.0,14,Coritiba,Vitoria,28/11/2016,5,6,0,0,11,5,11,0,6
1107,5737,1107.0,14,Santos,America-MG,11/12/2016,0,1,0,0,1,0,1,0,1
1108,5738,1108.0,14,Fluminense,Internacional,11/12/2016,1,1,0,0,2,1,2,0,1
1109,5739,1109.0,14,Gremio,Botafogo-RJ,11/12/2016,2,4,0,1,6,2,7,1,5
1110,5740,1110.0,14,Sao Paulo,Santa Cruz,11/12/2016,2,1,1,0,3,3,4,1,1
1111,5741,1111.0,14,Cruzeiro,Corinthians,11/12/2016,2,4,0,0,6,2,6,0,4
1112,5742,1112.0,14,Sport,Figueirense,11/12/2016,5,2,0,0,7,5,7,0,2
1113,5743,1113.0,14,Athletico-PR,Flamengo,11/12/2016,2,6,0,1,8,2,9,1,7
1114,5744,1114.0,14,Vitoria,Palmeiras,11/12/2016,1,6,0,0,7,1,7,0,6
1115,5745,1115.0,14,Ponte Preta,Coritiba,11/12/2016,0,1,0,0,1,0,1,0,1
1116,5746,1116.0,15,Flamengo,Atletico-MG,13/5/2017,2,3,0,0,5,2,5,0,3
1117,5747,1117.0,15,Corinthians,Chapecoense,13/5/2017,2,2,0,0,4,2,4,0,2
1118,5748,1118.0,15,Fluminense,Santos,14/5/2017,1,5,0,0,6,1,6,0,5
1119,5749,1119.0,15,Cruzeiro,Sao Paulo,14/5/2017,0,1,0,0,1,0,1,0,1
1120,5750,1120.0,15,Bahia,Athletico-PR,14/5/2017,0,1,0,1,1,0,2,1,2
1121,5751,1121.0,15,Ponte Preta,Sport,14/5/2017,0,2,0,0,2,0,2,0,2
1122,5752,1122.0,15,Avai,Vitoria,14/5/2017,0,2,0,0,2,0,2,0,2
1123,5753,1123.0,15,Palmeiras,Vasco,14/5/2017,0,2,0,0,2,0,2,0,2
1124,5754,1124.0,15,Gremio,Botafogo-RJ,14/5/2017,2,5,0,0,7,2,7,0,5
1125,5755,1125.0,15,Coritiba,Atletico-GO,15/5/2017,1,2,0,0,3,1,3,0,2
1126,5756,1126.0,15,Santos,Coritiba,20/5/2017,6,4,0,0,10,6,10,0,4
1127,5757,1127.0,15,Atletico-GO,Flamengo,20/5/2017,2,1,0,0,3,2,3,0,1
1128,5758,1128.0,15,Chapecoense,Palmeiras,20/5/2017,1,1,0,0,2,1,2,0,1
1129,5759,1129.0,15,Vasco,Bahia,21/5/2017,4,2,0,1,6,4,7,1,3
1130,5760,1130.0,15,Athletico-PR,Gremio,21/5/2017,2,4,0,1,6,2,7,1,5
1131,5761,1131.0,15,Vitoria,Corinthians,21/5/2017,0,1,0,0,1,0,1,0,1
