,ID,Unnamed: 0,campeonato,clube_mandante,clube_visitante,data,qtd_cartao_amarelo_mandante,qtd_cartao_amarelo_visitante,qtd_cartao_vermelho_mandante,qtd_cartao_vermelho_visitante,total_cartoes_amarelos,total_cartoes_mandante,total_cartoes_partida,total_cartoes_vermelhos,total_cartoes_visitante
1721,6359,1721.0,16,America-MG,Ceara,9/9/2018,1,1,0,0,2,1,2,0,1
1722,6360,1722.0,16,Palmeiras,Corinthians,9/9/2018,2,3,0,0,5,2,5,0,3
1723,6361,1723.0,16,Fluminense,Botafogo-RJ,9/9/2018,3,4,0,0,7,3,7,0,4
1724,6362,1724.0,16,Internacional,Gremio,9/9/2018,5,5,0,0,10,5,10,0,5
1725,6363,1725.0,16,Parana,Santos,9/9/2018,4,3,0,0,7,4,7,0,3
1726,6364,1726.0,16,Vitoria,Vasco,9/9/2018,4,1,1,1,5,5,7,2,2
1727,6365,1727.0,16,Atletico-MG,Athletico-PR,10/9/2018,4,5,0,1,9,4,10,1,6
1728,6366,1728.0,16,Ceara,Vitoria,15/9/2018,2,4,0,0,6,2,6,0,4
1729,6367,1729.0,16,Gremio,Parana,15/9/2018,1,1,0,0,2,1,2,0,1
1730,6368,1730.0,16,Vasco,Flamengo,15/9/2018,3,2,0,1,5,3,6,1,3
1731,6369,1731.0,16,Botafogo-RJ,America-MG,16/9/2018,1,1,1,1,2,2,4,2,2
1732,6370,1732.0,16,Cruzeiro,Atletico-MG,16/9/2018,3,1,0,0,4,3,4,0,1
1733,6371,1733.0,16,Bahia,Palmeiras,16/9/2018,1,2,0,0,3,1,3,0,2
1734,6372,1734.0,16,Athletico-PR,Fluminense,16/9/2018,3,2,0,0,5,3,5,0,2
1735,6373,1735.0,16,Santos,Sao Paulo,16/9/2018,7,4,0,0,11,7,11,0,4
1736,6374,1736.0,16,Corinthians,Sport,16/9/2018,2,1,0,0,3,2,3,0,1
1737,6375,1737.0,16,Chapecoense,Internacional,17/9/2018,4,3,0,1,7,4,8,1,4
1738,6376,1738.0,16,Sao Paulo,America-MG,22/9/2018,1,1,0,0,2,1,2,0,1
1739,6377,1739.0,16,Gremio,Ceara,23/9/2018,3,1,0,0,4,3,4,0,1
1740,6378,1740.0,16,Athletico-PR,Parana,23/9/2018,0,4,0,0,4,0,4,0,4
1741,6379,1741.0,16,Flamengo,Atletico-MG,23/9/2018,2,2,0,0,4,2,4,0,2
1742,6380,1742.0,16,Corinthians,Internacional,23/9/2018,0,2,0,0,2,0,2,0,2
1743,6381,1743.0,16,Sport,Palmeiras,23/9/2018,2,2,0,0,4,2,4,0,2
1744,6382,1744.0,16,Vitoria,Botafogo-RJ,23/9/2018,1,4,0,0,5,1,5,0,4
1745,6383,1745.0,16,Cruzeiro,Santos,23/9/2018,2,2,0,0,4,2,4,0,2
1746,6384,1746.0,16,Chapecoense,Fluminense,24/9/2018,3,3,1,0,6,4,7,1,3
1747,6385,1747.0,16,Vasco,Bahia,24/9/2018,5,2,0,1,7,5,8,1,3
1748,6386,1748.0,16,Fluminense,Gremio,29/9/2018,1,2,0,0,3,1,3,0,2
1749,6387,1749.0,16,America-MG,Corinthians,29/9/2018,0,1,0,0,1,0,1,0,1
1750,6388,1750.0,16,Bahia,Flamengo,29/9/2018,2,1,0,0,3,2,3,0,1
1751,6389,1751.0,16,Palmeiras,Cruzeiro,30/9/2018,5,6,0,0,11,5,11,0,6
1752,6390,1752.0,16,Atletico-MG,Sport,30/9/2018,1,4,0,1,5,1,6,1,5
1753,6391,1753.0,16,Santos,Athletico-PR,30/9/2018,2,6,0,0,8,2,8,0,6
1754,6392,1754.0,16,Botafogo-RJ,Sao Paulo,30/9/2018,1,2,0,0,3,1,3,0,2
1755,6393,1755.0,16,Internacional,Vitoria,30/9/2018,3,6,0,1,9,3,10,1,7
1756,6394,1756.0,16,Ceara,Chapecoense,30/9/2018,4,5,0,0,9,4,9,0,5
1757,6395,1757.0,16,Parana,Vasco,1/10/2018,1,0,0,1,1,1,2,1,1
1758,6396,1758.0,16,Sport,Internacional,5/10/2018,4,1,0,0,5,4,5,0,1
1759,6397,1759.0,16,Corinthians,Flamengo,5/10/2018,2,1,0,0,3,2,3,0,1
1760,6398,1760.0,16,Vitoria,Santos,5/10/2018,3,2,1,0,5,4,6,1,2
1761,6399,1761.0,16,Athletico-PR,America-MG,6/10/2018,3,3,0,0,6,3,6,0,3
1762,6400,1762.0,16,Chapecoense,Atletico-MG,6/10/2018,3,3,0,0,6,3,6,0,3
1763,6401,1763.0,16,Sao Paulo,Palmeiras,6/10/2018,2,3,0,0,5,2,5,0,3
1764,6402,1764.0,16,Gremio,Bahia,6/10/2018,2,4,0,1,6,2,7,1,5
1765,6403,1765.0,16,Fluminense,Parana,8/10/2018,1,2,0,0,3,1,3,0,2
1766,6404,1766.0,16,Botafogo-RJ,Vasco,9/10/2018,3,2,0,0,5,3,5,0,2
1767,6405,1767.0,16,Cruzeiro,Ceara,24/10/2018,1,3,0,0,4,1,4,0,3
1768,6406,1768.0,16,Flamengo,Fluminense,13/10/2018,2,3,0,0,5,2,5,0,3
1769,6407,1769.0,16,Santos,Corinthians,13/10/2018,3,3,0,0,6,3,6,0,3
1770,6408,1770.0,16,Bahia,Parana,13/10/2018,3,3,0,0,6,3,6,0,3
1771,6409,1771.0,16,Chapecoense,Vitoria,14/10/2018,3,2,0,0,5,3,5,0,2
1772,6410,1772.0,16,Vasco,Cruzeiro,14/10/2018,6,2,0,1,8,6,9,1,3
1773,6411,1773.0,16,Internacional,Sao Paulo,14/10/2018,0,4,0,1,4,0,5,1,5
1774,6412,1774.0,16,Palmeiras,Gremio,14/10/2018,4,2,0,0,6,4,6,0,2
1775,6413,1775.0,16,Atletico-MG,America-MG,14/10/2018,1,0,0,0,1,1,1,0,0
1776,6414,1776.0,16,Athletico-PR,Sport,14/10/2018,0,3,0,0,3,0,3,0,3
1777,6415,1777.0,16,Ceara,Botafogo-RJ,15/10/2018,1,3,0,0,4,1,4,0,3
1778,6417,1778.0,16,Botafogo-RJ,Bahia,20/10/2018,2,1,0,0,3,2,3,0,1
1779,6418,1779.0,16,Sao Paulo,Athletico-PR,20/10/2018,3,2,0,0,5,3,5,0,2
1780,6419,1780.0,16,Sport,Vasco,20/10/2018,0,3,0,0,3,0,3,0,3
1781,6420,1781.0,16,Vitoria,Corinthians,21/10/2018,1,4,0,0,5,1,5,0,4
1782,6421,1782.0,16,Fluminense,Atletico-MG,21/10/2018,2,2,1,0,4,3,5,1,2
1783,6422,1783.0,16,Palmeiras,Ceara,21/10/2018,5,2,1,0,7,6,8,1,2
1784,6423,1784.0,16,Cruzeiro,Chapecoense,21/10/2018,2,1,0,0,3,2,3,0,1
1785,6424,1785.0,16,Parana,Flamengo,21/10/2018,1,0,1,0,1,2,2,1,0
1786,6425,1786.0,16,Internacional,Santos,22/10/2018,1,3,0,0,4,1,4,0,3
1787,6426,1787.0,16,Vitoria,Sao Paulo,26/10/2018,1,2,0,1,3,1,4,1,3
1788,6427,1788.0,16,Vasco,Internacional,26/10/2018,3,5,0,1,8,3,9,1,6
1789,6428,1789.0,16,Santos,Fluminense,27/10/2018,2,3,0,0,5,2,5,0,3
1790,6429,1790.0,16,Gremio,Sport,27/10/2018,2,2,0,0,4,2,4,0,2
1791,6430,1791.0,16,Corinthians,Bahia,27/10/2018,3,3,0,0,6,3,6,0,3
1792,6431,1792.0,16,Chapecoense,America-MG,27/10/2018,3,4,0,0,7,3,7,0,4
1793,6432,1793.0,16,Flamengo,Palmeiras,27/10/2018,2,5,0,0,7,2,7,0,5
1794,6433,1794.0,16,Cruzeiro,Parana,27/10/2018,0,2,0,0,2,0,2,0,2
1795,6434,1795.0,16,Athletico-PR,Botafogo-RJ,27/10/2018,2,5,0,0,7,2,7,0,5
1796,6435,1796.0,16,Ceara,Atletico-MG,29/10/2018,2,4,0,0,6,2,6,0,4
1797,6436,1797.0,16,Fluminense,Vasco,3/11/2018,2,3,1,0,5,3,6,1,3
1798,6437,1798.0,16,Atletico-MG,Gremio,3/11/2018,4,1,0,0,5,4,5,0,1
1799,6438,1799.0,16,Palmeiras,Santos,3/11/2018,3,5,0,1,8,3,9,1,6
1800,6439,1800.0,16,America-MG,Cruzeiro,4/11/2018,3,1,0,0,4,3,4,0,1
1801,6440,1801.0,16,Parana,Vitoria,4/11/2018,3,4,0,1,7,3,8,1,5
1802,6441,1802.0,16,Sao Paulo,Flamengo,4/11/2018,2,1,0,0,3,2,3,0,1
1803,6442,1803.0,16,Botafogo-RJ,Corinthians,4/11/2018,1,2,0,0,3,1,3,0,2
1804,6443,1804.0,16,Internacional,Athletico-PR,4/11/2018,2,3,0,0,5,2,5,0,3
1805,6444,1805.0,16,Bahia,Chapecoense,4/11/2018,1,1,0,0,2,1,2,0,1
1806,6445,1806.0,16,Sport,Ceara,5/11/2018,3,3,0,0,6,3,6,0,3
1807,6446,1807.0,16,America-MG,Parana,10/11/2018,3,1,1,1,4,4,6,2,2
1808,6447,1808.0,16,Corinthians,Sao Paulo,10/11/2018,1,3,1,0,4,2,5,1,3
1809,6448,1809.0,16,Botafogo-RJ,Flamengo,10/11/2018,4,6,0,0,10,4,10,0,6
1810,6449,1810.0,16,Athletico-PR,Cruzeiro,10/11/2018,4,7,0,0,11,4,11,0,7
1811,6450,1811.0,16,Vitoria,Bahia,11/11/2018,3,4,0,0,7,3,7,0,4
1812,6451,1812.0,16,Ceara,Internacional,11/11/2018,2,5,0,0,7,2,7,0,5
1813,6452,1813.0,16,Atletico-MG,Palmeiras,11/11/2018,3,2,0,0,5,3,5,0,2
1814,6453,1814.0,16,Gremio,Vasco,11/11/2018,2,4,0,0,6,2,6,0,4
1815,6454,1815.0,16,Fluminense,Sport,11/11/2018,0,2,0,0,2,0,2,0,2
1816,6455,1816.0,16,Santos,Chapecoense,12/11/2018,2,1,0,0,3,2,3,0,1
1817,6456,1817.0,16,Vasco,Athletico-PR,14/11/2018,1,0,0,0,1,1,1,0,0
1818,6457,1818.0,16,Bahia,Ceara,14/11/2018,2,3,0,0,5,2,5,0,3
1819,6458,1819.0,16,Parana,Atletico-MG,14/11/2018,4,3,2,0,7,6,9,2,3
1820,6459,1820.0,16,Sport,Vitoria,14/11/2018,4,4,0,0,8,4,8,0,4
1821,6460,1821.0,16,Palmeiras,Fluminense,14/11/2018,6,5,0,1,11,6,12,1,6
1822,6461,1822.0,16,Cruzeiro,Corinthians,14/11/2018,2,2,0,1,4,2,5,1,3
1823,6462,1823.0,16,Chapecoense,Botafogo-RJ,15/11/2018,1,2,0,0,3,1,3,0,2
1824,6463,1824.0,16,Flamengo,Santos,15/11/2018,3,5,0,0,8,3,8,0,5
1825,6464,1825.0,16,Sao Paulo,Gremio,15/11/2018,1,2,0,0,3,1,3,0,2
1826,6465,1826.0,16,Internacional,America-MG,15/11/2018,1,2,0,0,3,1,3,0,2
1827,6466,1827.0,16,Corinthians,Vasco,17/11/2018,2,2,0,0,4,2,4,0,2
1828,6467,1828.0,16,Vitoria,Athletico-PR,17/11/2018,3,3,1,0,6,4,7,1,3
1829,6468,1829.0,16,Atletico-MG,Bahia,17/11/2018,3,3,1,0,6,4,7,1,3
1830,6469,1830.0,16,Parana,Palmeiras,18/11/2018,4,2,0,0,6,4,6,0,2
1831,6470,1831.0,16,America-MG,Santos,18/11/2018,6,1,0,0,7,6,7,0,1
1832,6471,1832.0,16,Sport,Flamengo,18/11/2018,1,1,0,1,2,1,3,1,2
1833,6472,1833.0,16,Botafogo-RJ,Internacional,18/11/2018,2,4,0,2,6,2,8,2,6
1834,6473,1834.0,16,Sao Paulo,Cruzeiro,18/11/2018,2,2,0,0,4,2,4,0,2
1835,6474,1835.0,16,Gremio,Chapecoense,18/11/2018,2,2,0,0,4,2,4,0,2
1836,6475,1836.0,16,Fluminense,Ceara,19/11/2018,4,3,0,0,7,4,7,0,3
1837,6476,1837.0,16,Internacional,Atletico-MG,21/11/2018,1,2,0,0,3,1,3,0,2
1838,6477,1838.0,16,Santos,Botafogo-RJ,21/11/2018,2,2,0,0,4,2,4,0,2
1839,6478,1839.0,16,Athletico-PR,Corinthians,21/11/2018,2,4,0,0,6,2,6,0,4
1840,6479,1840.0,16,Palmeiras,America-MG,21/11/2018,0,6,0,0,6,0,6,0,6
1841,6480,1841.0,16,Flamengo,Gremio,21/11/2018,2,3,0,0,5,2,5,0,3
1842,6481,1842.0,16,Cruzeiro,Vitoria,21/11/2018,2,1,0,0,3,2,3,0,1
1843,6482,1843.0,16,Vasco,Sao Paulo,22/11/2018,2,4,0,0,6,2,6,0,4
1844,6483,1844.0,16,Ceara,Parana,22/11/2018,2,1,0,0,3,2,3,0,1
1845,6484,1845.0,16,Bahia,Fluminense,22/11/2018,2,1,0,0,3,2,3,0,1
1846,6485,1846.0,16,Chapecoense,Sport,22/11/2018,2,1,0,0,3,2,3,0,1
1847,6486,1847.0,16,Santos,Atletico-MG,24/11/2018,4,1,1,0,5,5,6,1,1
1848,6487,1848.0,16,Athletico-PR,Ceara,25/11/2018,3,4,0,0,7,3,7,0,4
1849,6488,1849.0,16,Cruzeiro,Flamengo,25/11/2018,6,3,0,0,9,6,9,0,3
1850,6489,1850.0,16,Vitoria,Gremio,25/11/2018,2,4,0,0,6,2,6,0,4
1851,6490,1851.0,16,Vasco,Palmeiras,25/11/2018,4,5,1,0,9,5,10,1,5
1852,6491,1852.0,16,Internacional,Fluminense,25/11/2018,3,2,0,1,5,3,6,1,3
1853,6492,1853.0,16,America-MG,Bahia,25/11/2018,2,2,0,1,4,2,5,1,3
1854,6493,1854.0,16,Corinthians,Chapecoense,25/11/2018,2,1,0,0,3,2,3,0,1
1855,6494,1855.0,16,Botafogo-RJ,Parana,26/11/2018,1,3,0,0,4,1,4,0,3
1856,6495,1856.0,16,Sao Paulo,Sport,26/11/2018,2,3,0,1,5,2,6,1,4
1857,6496,1857.0,16,Flamengo,Athletico-PR,1/12/2018,4,1,1,1,5,5,7,2,2
1858,6497,1858.0,16,Atletico-MG,Botafogo-RJ,1/12/2018,4,3,0,0,7,4,7,0,3
1859,6498,1859.0,16,Ceara,Vasco,2/12/2018,3,2,1,0,5,4,6,1,2
1860,6499,1860.0,16,Gremio,Corinthians,2/12/2018,2,4,0,0,6,2,6,0,4
1861,6500,1861.0,16,Bahia,Cruzeiro,2/12/2018,4,1,0,0,5,4,5,0,1
1862,6501,1862.0,16,Sport,Santos,2/12/2018,3,1,0,0,4,3,4,0,1
1863,6502,1863.0,16,Parana,Internacional,2/12/2018,1,2,1,0,3,2,4,1,2
1864,6503,1864.0,16,Fluminense,America-MG,2/12/2018,5,2,0,0,7,5,7,0,2
1865,6504,1865.0,16,Chapecoense,Sao Paulo,2/12/2018,0,3,0,0,3,0,3,0,3
1866,6505,1866.0,16,Palmeiras,Vitoria,2/12/2018,2,2,0,0,4,2,4,0,2
1867,6506,1867.0,17,Sao Paulo,Botafogo-RJ,27/4/2019,0,4,0,0,4,0,4,0,4
1868,6507,1868.0,17,Atletico-MG,Avai,27/4/2019,0,1,0,0,1,0,1,0,1
1869,6508,1869.0,17,Chapecoense,Internacional,27/4/2019,1,1,0,0,2,1,2,0,1
1870,6509,1870.0,17,Flamengo,Cruzeiro,27/4/2019,4,5,0,1,9,4,10,1,6
1871,6510,1871.0,17,Gremio,Santos,28/4/2019,3,4,0,1,7,3,8,1,5
1872,6511,1872.0,17,Bahia,Corinthians,28/4/2019,1,4,0,0,5,1,5,0,4
1873,6512,1873.0,17,Athletico-PR,Vasco,28/4/2019,1,1,0,0,2,1,2,0,1
1874,6513,1874.0,17,Ceara,CSA,28/4/2019,0,0,0,1,0,0,1,1,1
1875,6514,1875.0,17,Palmeiras,Fortaleza,28/4/2019,1,2,0,0,3,1,3,0,2
1876,6515,1876.0,17,Fluminense,Goias,28/4/2019,4,1,0,0,5,4,5,0,1
1877,6516,1877.0,17,Internacional,Flamengo,1/5/2019,3,2,0,0,5,3,5,0,2
1878,6518,1878.0,17,Corinthians,Chapecoense,1/5/2019,2,1,0,0,3,2,3,0,1
1879,6519,1879.0,17,Cruzeiro,Ceara,1/5/2019,1,0,0,0,1,1,1,0,0
1880,6520,1880.0,17,Avai,Gremio,1/5/2019,4,3,0,0,7,4,7,0,3
1881,6521,1881.0,17,Goias,Sao Paulo,1/5/2019,3,2,0,1,5,3,6,1,3
1882,6523,1882.0,17,Fortaleza,Athletico-PR,1/5/2019,3,3,0,0,6,3,6,0,3
1883,6524,1883.0,17,Santos,Fluminense,2/5/2019,3,2,0,0,5,3,5,0,2
1884,6525,1884.0,17,Botafogo-RJ,Bahia,2/5/2019,3,0,0,0,3,3,3,0,0
1885,6526,1885.0,17,Vasco,Corinthians,4/5/2019,2,1,0,0,3,2,3,0,1
1886,6527,1886.0,17,Palmeiras,Internacional,4/5/2019,2,5,0,0,7,2,7,0,5
1887,6528,1887.0,17,Ceara,Atletico-MG,4/5/2019,0,1,0,0,1,0,1,0,1
1888,6529,1888.0,17,Chapecoense,Athletico-PR,5/5/2019,1,3,0,0,4,1,4,0,3
1889,6530,1889.0,17,Sao Paulo,Flamengo,5/5/2019,1,7,0,0,8,1,8,0,7
1890,6531,1890.0,17,Botafogo-RJ,Fortaleza,5/5/2019,0,2,0,0,2,0,2,0,2
1891,6532,1891.0,17,CSA,Santos,5/5/2019,1,4,0,0,5,1,5,0,4
1892,6533,1892.0,17,Cruzeiro,Goias,5/5/2019,1,2,0,1,3,1,4,1,3
1893,6534,1893.0,17,Gremio,Fluminense,5/5/2019,2,1,0,0,3,2,3,0,1
1894,6535,1894.0,17,Bahia,Avai,5/5/2019,1,2,0,0,3,1,3,0,2
1895,6536,1895.0,17,Fluminense,Botafogo-RJ,11/5/2019,3,5,0,0,8,3,8,0,5
1896,6537,1896.0,17,Corinthians,Gremio,11/5/2019,2,4,0,0,6,2,6,0,4
1897,6538,1897.0,17,Goias,Ceara,11/5/2019,2,2,0,0,4,2,4,0,2
1898,6539,1898.0,17,Flamengo,Chapecoense,12/5/2019,2,3,0,0,5,2,5,0,3
1899,6540,1899.0,17,Santos,Vasco,12/5/2019,2,4,0,1,6,2,7,1,5
1900,6541,1900.0,17,Atletico-MG,Palmeiras,12/5/2019,1,3,0,0,4,1,4,0,3
1901,6542,1901.0,17,Internacional,Cruzeiro,12/5/2019,0,0,0,1,0,0,1,1,1
1902,6543,1902.0,17,Avai,CSA,12/5/2019,1,2,0,0,3,1,3,0,2
1903,6544,1903.0,17,Athletico-PR,Bahia,12/5/2019,2,3,0,0,5,2,5,0,3
1904,6545,1904.0,17,Fortaleza,Sao Paulo,12/5/2019,2,2,0,0,4,2,4,0,2
1905,6546,1905.0,17,Fluminense,Cruzeiro,18/5/2019,3,2,0,0,5,3,5,0,2
1906,6547,1906.0,17,Palmeiras,Santos,18/5/2019,2,4,0,0,6,2,6,0,4
1907,6548,1907.0,17,Atletico-MG,Flamengo,18/5/2019,3,1,1,0,4,4,5,1,1
1908,6549,1908.0,17,Sao Paulo,Bahia,19/5/2019,1,3,1,0,4,2,5,1,3
1909,6550,1909.0,17,Internacional,CSA,19/5/2019,2,3,0,0,5,2,5,0,3
1910,6551,1910.0,17,Athletico-PR,Corinthians,19/5/2019,1,4,0,0,5,1,5,0,4
1911,6552,1911.0,17,Goias,Botafogo-RJ,19/5/2019,1,3,0,0,4,1,4,0,3
1912,6553,1912.0,17,Chapecoense,Fortaleza,19/5/2019,1,1,0,0,2,1,2,0,1
1913,6554,1913.0,17,Vasco,Avai,19/5/2019,1,2,0,0,3,1,3,0,2
1914,6555,1914.0,17,Ceara,Gremio,19/5/2019,3,6,0,0,9,3,9,0,6
1915,6556,1915.0,17,Botafogo-RJ,Palmeiras,25/5/2019,10,0,0,0,10,10,10,0,0
1916,6557,1916.0,17,Gremio,Atletico-MG,25/5/2019,1,4,0,0,5,1,5,0,4
1917,6558,1917.0,17,Flamengo,Athletico-PR,26/5/2019,4,3,0,0,7,4,7,0,3
1918,6559,1918.0,17,Santos,Internacional,26/5/2019,5,5,0,0,10,5,10,0,5
1919,6560,1919.0,17,Fortaleza,Vasco,26/5/2019,1,2,0,0,3,1,3,0,2
1920,6561,1920.0,17,Cruzeiro,Chapecoense,26/5/2019,1,3,0,0,4,1,4,0,3
1921,6562,1921.0,17,Bahia,Fluminense,26/5/2019,2,3,0,1,5,2,6,1,4
1922,6563,1922.0,17,Corinthians,Sao Paulo,26/5/2019,3,4,0,0,7,3,7,0,4
1923,6564,1923.0,17,CSA,Goias,27/5/2019,3,1,0,0,4,3,4,0,1
1924,6565,1924.0,17,Avai,Ceara,27/5/2019,4,3,0,0,7,4,7,0,3
1925,6566,1925.0,17,Flamengo,Fortaleza,1/6/2019,1,0,0,0,1,1,1,0,0
1926,6567,1926.0,17,Bahia,Gremio,1/6/2019,1,2,0,0,3,1,3,0,2
1927,6568,1927.0,17,Botafogo-RJ,Vasco,2/6/2019,2,3,0,0,5,2,5,0,3
1928,6569,1928.0,17,Ceara,Santos,2/6/2019,2,1,0,0,3,2,3,0,1
1929,6570,1929.0,17,Athletico-PR,Fluminense,2/6/2019,1,3,0,1,4,1,5,1,4
1930,6571,1930.0,17,Sao Paulo,Cruzeiro,2/6/2019,2,3,1,0,5,3,6,1,3
1931,6572,1931.0,17,Atletico-MG,CSA,2/6/2019,0,3,0,0,3,0,3,0,3
1932,6573,1932.0,17,Chapecoense,Palmeiras,2/6/2019,2,5,0,0,7,2,7,0,5
1933,6575,1933.0,17,Corinthians,Goias,7/8/2019,1,2,0,1,3,1,4,1,3
1934,6576,1934.0,17,Vasco,Internacional,7/6/2019,0,2,0,0,2,0,2,0,2
1935,6577,1935.0,17,Palmeiras,Athletico-PR,8/6/2019,2,4,0,0,6,2,6,0,4
1936,6578,1936.0,17,Gremio,Fortaleza,8/6/2019,1,4,0,1,5,1,6,1,5
1937,6579,1937.0,17,Cruzeiro,Corinthians,8/6/2019,1,1,0,0,2,1,2,0,1
1938,6580,1938.0,17,Ceara,Bahia,8/6/2019,2,2,0,0,4,2,4,0,2
1939,6581,1939.0,17,Avai,Sao Paulo,8/6/2019,5,2,0,0,7,5,7,0,2
1940,6582,1940.0,17,CSA,Botafogo-RJ,9/6/2019,2,1,0,0,3,2,3,0,1
1941,6583,1941.0,17,Fluminense,Flamengo,9/6/2019,2,3,0,0,5,2,5,0,3
1942,6584,1942.0,17,Santos,Atletico-MG,9/6/2019,1,2,0,0,3,1,3,0,2
1943,6585,1943.0,17,Goias,Chapecoense,10/6/2019,2,0,0,1,2,2,3,1,1
1944,6586,1944.0,17,Botafogo-RJ,Gremio,12/6/2019,1,2,0,0,3,1,3,0,2
1945,6587,1945.0,17,Fortaleza,Cruzeiro,12/6/2019,1,6,1,0,7,2,8,1,6
1946,6588,1946.0,17,Internacional,Bahia,12/6/2019,1,1,0,0,2,1,2,0,1
1947,6589,1947.0,17,CSA,Flamengo,12/6/2019,3,1,0,0,4,3,4,0,1
1948,6590,1948.0,17,Santos,Corinthians,12/6/2019,4,4,0,0,8,4,8,0,4
1949,6591,1949.0,17,Vasco,Ceara,13/6/2019,0,2,0,0,2,0,2,0,2
1950,6592,1950.0,17,Chapecoense,Fluminense,13/6/2019,2,6,0,1,8,2,9,1,7
1951,6593,1951.0,17,Palmeiras,Avai,13/6/2019,1,1,0,0,2,1,2,0,1
1952,6594,1952.0,17,Atletico-MG,Sao Paulo,13/6/2019,2,4,0,0,6,2,6,0,4
1953,6595,1953.0,17,Goias,Athletico-PR,13/6/2019,1,3,0,0,4,1,4,0,3
1954,6596,1954.0,17,Gremio,Vasco,13/7/2019,2,4,0,0,6,2,6,0,4
1955,6597,1955.0,17,Fortaleza,Avai,13/7/2019,2,2,0,0,4,2,4,0,2
1956,6598,1956.0,17,Bahia,Santos,13/7/2019,2,3,0,0,5,2,5,0,3
1957,6599,1957.0,17,Sao Paulo,Palmeiras,13/7/2019,3,3,0,0,6,3,6,0,3
1958,6600,1958.0,17,Flamengo,Goias,14/7/2019,1,2,0,0,3,1,3,0,2
1959,6601,1959.0,17,Corinthians,CSA,14/7/2019,2,6,0,0,8,2,8,0,6
1960,6602,1960.0,17,Athletico-PR,Internacional,14/7/2019,3,3,0,0,6,3,6,0,3
1961,6604,1961.0,17,Chapecoense,Atletico-MG,14/7/2019,3,5,0,0,8,3,8,0,5
1962,6605,1962.0,17,Fluminense,Ceara,15/7/2019,2,2,0,0,4,2,4,0,2
1963,6606,1963.0,17,Vasco,Fluminense,20/7/2019,4,3,0,2,7,4,9,2,5
1964,6607,1964.0,17,Bahia,Cruzeiro,20/7/2019,2,1,1,0,3,3,4,1,1
1965,6608,1965.0,17,Ceara,Palmeiras,20/7/2019,3,2,0,0,5,3,5,0,2
1966,6609,1966.0,17,CSA,Athletico-PR,20/7/2019,2,1,0,0,3,2,3,0,1
1967,6610,1967.0,17,Internacional,Gremio,20/7/2019,3,2,0,0,5,3,5,0,2
1968,6611,1968.0,17,Botafogo-RJ,Santos,21/7/2019,2,3,1,1,5,3,7,2,4
1969,6612,1969.0,17,Atletico-MG,Fortaleza,21/7/2019,1,4,0,0,5,1,5,0,4
1970,6613,1970.0,17,Corinthians,Flamengo,21/7/2019,1,4,0,1,5,1,6,1,5
1971,6614,1971.0,17,Avai,Goias,21/7/2019,4,2,0,0,6,4,6,0,2
1972,6615,1972.0,17,Sao Paulo,Chapecoense,22/7/2019,1,3,0,0,4,1,4,0,3
1973,6616,1973.0,17,Palmeiras,Vasco,27/7/2019,1,4,0,0,5,1,5,0,4
1974,6617,1974.0,17,Cruzeiro,Athletico-PR,27/7/2019,1,0,0,0,1,1,1,0,0
1975,6618,1975.0,17,Fluminense,Sao Paulo,27/7/2019,1,3,0,0,4,1,4,0,3
1976,6619,1976.0,17,Internacional,Ceara,27/7/2019,3,3,0,0,6,3,6,0,3
1977,6620,1977.0,17,Chapecoense,Bahia,28/7/2019,1,1,0,0,2,1,2,0,1
1978,6621,1978.0,17,Flamengo,Botafogo-RJ,28/7/2019,5,2,0,0,7,5,7,0,2
1979,6622,1979.0,17,Santos,Avai,28/7/2019,2,2,0,0,4,2,4,0,2
1980,6623,1980.0,17,Goias,Atletico-MG,28/7/2019,1,0,0,0,1,1,1,0,0
1981,6624,1981.0,17,Fortaleza,Corinthians,28/7/2019,2,1,0,0,3,2,3,0,1
1982,6625,1982.0,17,CSA,Gremio,29/7/2019,4,2,0,0,6,4,6,0,2
1983,6626,1983.0,17,Ceara,Fortaleza,3/8/2019,3,1,0,1,4,3,5,1,2
1984,6627,1984.0,17,Fluminense,Internacional,3/8/2019,1,2,0,0,3,1,3,0,2
1985,6628,1985.0,17,Santos,Goias,4/8/2019,3,4,0,0,7,3,7,0,4
1986,6629,1986.0,17,Avai,Botafogo-RJ,4/8/2019,2,1,1,0,3,3,4,1,1
1987,6630,1987.0,17,Bahia,Flamengo,4/8/2019,1,1,1,0,2,2,3,1,1
1988,6631,1988.0,17,Corinthians,Palmeiras,4/8/2019,1,3,0,0,4,1,4,0,3
1989,6632,1989.0,17,Vasco,CSA,4/8/2019,4,1,0,0,5,4,5,0,1
1990,6633,1990.0,17,Atletico-MG,Cruzeiro,4/8/2019,2,3,0,0,5,2,5,0,3
1991,6634,1991.0,17,Gremio,Chapecoense,5/8/2019,4,3,0,0,7,4,7,0,3
1992,6635,1992.0,17,Athletico-PR,Sao Paulo,21/8/2019,3,3,0,0,6,3,6,0,3
1993,6636,1993.0,17,Ceara,Chapecoense,10/8/2019,3,2,0,0,5,3,5,0,2
1994,6637,1994.0,17,Sao Paulo,Santos,10/8/2019,6,1,0,0,7,6,7,0,1
1995,6638,1995.0,17,Flamengo,Gremio,10/8/2019,4,2,0,0,6,4,6,0,2
