,ID,campeonato,rodata,data,clube_mandante,clube_visitante,qtd_cartao_amarelo_mandante,qtd_cartao_amarelo_visitante,qtd_cartao_vermelho_mandante,qtd_cartao_vermelho_visitante,total_cartoes_mandante,total_cartoes_visitante,total_cartoes_vermelhos,total_cartoes_amarelos,total_cartoes_partida,faltas_mandante,faltas_visitante,total_faltas_partida
1464,6474,16,35,18/11/2018,Gremio,Chapecoense,2,2,0,0,2,2,0,4,4,12,21,33
1465,6475,16,35,19/11/2018,Fluminense,Ceara,4,3,0,0,4,3,0,7,7,16,24,40
1466,6476,16,36,21/11/2018,Internacional,Atletico-MG,1,2,0,0,1,2,0,3,3,10,17,27
1467,6477,16,36,21/11/2018,Santos,Botafogo-RJ,2,2,0,0,2,2,0,4,4,19,16,35
1468,6478,16,36,21/11/2018,Athletico-PR,Corinthians,2,4,0,0,2,4,0,6,6,18,14,32
1469,6479,16,36,21/11/2018,Palmeiras,America-MG,0,6,0,0,0,6,0,6,6,13,20,33
1470,6480,16,36,21/11/2018,Flamengo,Gremio,2,3,0,0,2,3,0,5,5,17,14,31
1471,6481,16,36,21/11/2018,Cruzeiro,Vitoria,2,1,0,0,2,1,0,3,3,18,15,33
1472,6482,16,36,22/11/2018,Vasco,Sao Paulo,2,4,0,0,2,4,0,6,6,19,22,41
1473,6483,16,36,22/11/2018,Ceara,Parana,2,1,0,0,2,1,0,3,3,17,12,29
1474,6484,16,36,22/11/2018,Bahia,Fluminense,2,1,0,0,2,1,0,3,3,23,9,32
1475,6485,16,36,22/11/2018,Chapecoense,Sport,2,1,0,0,2,1,0,3,3,22,13,35
1476,6486,16,37,24/11/2018,Santos,Atletico-MG,4,1,1,0,5,1,1,5,6,19,15,34
1477,6487,16,37,25/11/2018,Athletico-PR,Ceara,3,4,0,0,3,4,0,7,7,19,18,37
1478,6488,16,37,25/11/2018,Cruzeiro,Flamengo,6,3,0,0,6,3,0,9,9,10,9,19
1479,6489,16,37,25/11/2018,Vitoria,Gremio,2,4,0,0,2,4,0,6,6,15,20,35
1480,6490,16,37,25/11/2018,Vasco,Palmeiras,4,5,1,0,5,5,1,9,10,17,18,35
1481,6491,16,37,25/11/2018,Internacional,Fluminense,3,2,0,1,3,3,1,5,6,12,17,29
1482,6492,16,37,25/11/2018,America-MG,Bahia,2,2,0,1,2,3,1,4,5,19,21,40
1483,6493,16,37,25/11/2018,Corinthians,Chapecoense,2,1,0,0,2,1,0,3,3,13,13,26
1484,6494,16,37,26/11/2018,Botafogo-RJ,Parana,1,3,0,0,1,3,0,4,4,13,16,29
1485,6495,16,37,26/11/2018,Sao Paulo,Sport,2,3,0,1,2,4,1,5,6,14,21,35
1486,6496,16,38,1/12/2018,Flamengo,Athletico-PR,4,1,1,1,5,2,2,5,7,17,17,34
1487,6497,16,38,1/12/2018,Atletico-MG,Botafogo-RJ,4,3,0,0,4,3,0,7,7,15,17,32
1488,6498,16,38,2/12/2018,Ceara,Vasco,3,2,1,0,4,2,1,5,6,17,11,28
1489,6499,16,38,2/12/2018,Gremio,Corinthians,2,4,0,0,2,4,0,6,6,11,15,26
1490,6500,16,38,2/12/2018,Bahia,Cruzeiro,4,1,0,0,4,1,0,5,5,18,15,33
1491,6501,16,38,2/12/2018,Sport,Santos,3,1,0,0,3,1,0,4,4,21,21,42
1492,6502,16,38,2/12/2018,Parana,Internacional,1,2,1,0,2,2,1,3,4,14,15,29
1493,6503,16,38,2/12/2018,Fluminense,America-MG,5,2,0,0,5,2,0,7,7,15,19,34
1494,6504,16,38,2/12/2018,Chapecoense,Sao Paulo,0,3,0,0,0,3,0,3,3,11,23,34
1495,6505,16,38,2/12/2018,Palmeiras,Vitoria,2,2,0,0,2,2,0,4,4,11,6,17
1496,6506,17,1,27/4/2019,Sao Paulo,Botafogo-RJ,0,4,0,0,0,4,0,4,4,23,7,30
1497,6507,17,1,27/4/2019,Atletico-MG,Avai,0,1,0,0,0,1,0,1,1,12,18,30
1498,6508,17,1,27/4/2019,Chapecoense,Internacional,1,1,0,0,1,1,0,2,2,15,11,26
1499,6509,17,1,27/4/2019,Flamengo,Cruzeiro,4,5,0,1,4,6,1,9,10,13,17,30
1500,6510,17,1,28/4/2019,Gremio,Santos,3,4,0,1,3,5,1,7,8,12,18,30
1501,6511,17,1,28/4/2019,Bahia,Corinthians,1,4,0,0,1,4,0,5,5,17,5,22
1502,6512,17,1,28/4/2019,Athletico-PR,Vasco,1,1,0,0,1,1,0,2,2,15,19,34
1503,6513,17,1,28/4/2019,Ceara,CSA,0,0,0,1,0,1,1,0,1,15,4,19
1504,6514,17,1,28/4/2019,Palmeiras,Fortaleza,1,2,0,0,1,2,0,3,3,12,16,28
1505,6515,17,1,28/4/2019,Fluminense,Goias,4,1,0,0,4,1,0,5,5,14,9,23
1506,6516,17,2,1/5/2019,Internacional,Flamengo,3,2,0,0,3,2,0,5,5,8,9,17
1507,6518,17,2,1/5/2019,Corinthians,Chapecoense,2,1,0,0,2,1,0,3,3,14,10,24
1508,6519,17,2,1/5/2019,Cruzeiro,Ceara,1,0,0,0,1,0,0,1,1,10,12,22
1509,6520,17,2,1/5/2019,Avai,Gremio,4,3,0,0,4,3,0,7,7,15,17,32
1510,6521,17,2,1/5/2019,Goias,Sao Paulo,3,2,0,1,3,3,1,5,6,15,12,27
1511,6523,17,2,1/5/2019,Fortaleza,Athletico-PR,3,3,0,0,3,3,0,6,6,12,19,31
1512,6524,17,2,2/5/2019,Santos,Fluminense,3,2,0,0,3,2,0,5,5,25,14,39
1513,6525,17,2,2/5/2019,Botafogo-RJ,Bahia,3,0,0,0,3,0,0,3,3,11,15,26
1514,6526,17,3,4/5/2019,Vasco,Corinthians,2,1,0,0,2,1,0,3,3,21,8,29
1515,6527,17,3,4/5/2019,Palmeiras,Internacional,2,5,0,0,2,5,0,7,7,15,18,33
1516,6528,17,3,4/5/2019,Ceara,Atletico-MG,0,1,0,0,0,1,0,1,1,12,7,19
1517,6529,17,3,5/5/2019,Chapecoense,Athletico-PR,1,3,0,0,1,3,0,4,4,16,17,33
1518,6530,17,3,5/5/2019,Sao Paulo,Flamengo,1,7,0,0,1,7,0,8,8,16,15,31
1519,6531,17,3,5/5/2019,Botafogo-RJ,Fortaleza,0,2,0,0,0,2,0,2,2,10,16,26
1520,6532,17,3,5/5/2019,CSA,Santos,1,4,0,0,1,4,0,5,5,11,13,24
1521,6533,17,3,5/5/2019,Cruzeiro,Goias,1,2,0,1,1,3,1,3,4,14,10,24
1522,6534,17,3,5/5/2019,Gremio,Fluminense,2,1,0,0,2,1,0,3,3,8,10,18
1523,6535,17,3,5/5/2019,Bahia,Avai,1,2,0,0,1,2,0,3,3,27,15,42
1524,6536,17,4,11/5/2019,Fluminense,Botafogo-RJ,3,5,0,0,3,5,0,8,8,16,12,28
1525,6537,17,4,11/5/2019,Corinthians,Gremio,2,4,0,0,2,4,0,6,6,13,19,32
1526,6538,17,4,11/5/2019,Goias,Ceara,2,2,0,0,2,2,0,4,4,20,12,32
1527,6539,17,4,12/5/2019,Flamengo,Chapecoense,2,3,0,0,2,3,0,5,5,18,9,27
1528,6540,17,4,12/5/2019,Santos,Vasco,2,4,0,1,2,5,1,6,7,18,11,29
1529,6541,17,4,12/5/2019,Atletico-MG,Palmeiras,1,3,0,0,1,3,0,4,4,0,0,0
1530,6542,17,4,12/5/2019,Internacional,Cruzeiro,0,0,0,1,0,1,1,0,1,10,14,24
1531,6543,17,4,12/5/2019,Avai,CSA,1,2,0,0,1,2,0,3,3,14,18,32
1532,6544,17,4,12/5/2019,Athletico-PR,Bahia,2,3,0,0,2,3,0,5,5,13,14,27
1533,6545,17,4,12/5/2019,Fortaleza,Sao Paulo,2,2,0,0,2,2,0,4,4,12,14,26
1534,6546,17,5,18/5/2019,Fluminense,Cruzeiro,3,2,0,0,3,2,0,5,5,20,12,32
1535,6547,17,5,18/5/2019,Palmeiras,Santos,2,4,0,0,2,4,0,6,6,23,19,42
1536,6548,17,5,18/5/2019,Atletico-MG,Flamengo,3,1,1,0,4,1,1,4,5,11,8,19
1537,6549,17,5,19/5/2019,Sao Paulo,Bahia,1,3,1,0,2,3,1,4,5,9,19,28
1538,6550,17,5,19/5/2019,Internacional,CSA,2,3,0,0,2,3,0,5,5,11,9,20
1539,6551,17,5,19/5/2019,Athletico-PR,Corinthians,1,4,0,0,1,4,0,5,5,16,12,28
1540,6552,17,5,19/5/2019,Goias,Botafogo-RJ,1,3,0,0,1,3,0,4,4,18,14,32
1541,6553,17,5,19/5/2019,Chapecoense,Fortaleza,1,1,0,0,1,1,0,2,2,16,12,28
1542,6554,17,5,19/5/2019,Vasco,Avai,1,2,0,0,1,2,0,3,3,16,14,30
1543,6555,17,5,19/5/2019,Ceara,Gremio,3,6,0,0,3,6,0,9,9,14,16,30
1544,6556,17,6,25/5/2019,Botafogo-RJ,Palmeiras,10,0,0,0,10,0,0,10,10,13,19,32
1545,6557,17,6,25/5/2019,Gremio,Atletico-MG,1,4,0,0,1,4,0,5,5,10,14,24
1546,6558,17,6,26/5/2019,Flamengo,Athletico-PR,4,3,0,0,4,3,0,7,7,16,21,37
1547,6559,17,6,26/5/2019,Santos,Internacional,5,5,0,0,5,5,0,10,10,19,19,38
1548,6560,17,6,26/5/2019,Fortaleza,Vasco,1,2,0,0,1,2,0,3,3,9,12,21
1549,6561,17,6,26/5/2019,Cruzeiro,Chapecoense,1,3,0,0,1,3,0,4,4,13,11,24
1550,6562,17,6,26/5/2019,Bahia,Fluminense,2,3,0,1,2,4,1,5,6,9,10,19
1551,6563,17,6,26/5/2019,Corinthians,Sao Paulo,3,4,0,0,3,4,0,7,7,16,14,30
1552,6564,17,6,27/5/2019,CSA,Goias,3,1,0,0,3,1,0,4,4,19,10,29
1553,6565,17,6,27/5/2019,Avai,Ceara,4,3,0,0,4,3,0,7,7,21,15,36
1554,6566,17,7,1/6/2019,Flamengo,Fortaleza,1,0,0,0,1,0,0,1,1,16,6,22
1555,6567,17,7,1/6/2019,Bahia,Gremio,1,2,0,0,1,2,0,3,3,8,10,18
1556,6568,17,7,2/6/2019,Botafogo-RJ,Vasco,2,3,0,0,2,3,0,5,5,15,16,31
1557,6569,17,7,2/6/2019,Ceara,Santos,2,1,0,0,2,1,0,3,3,14,22,36
1558,6570,17,7,2/6/2019,Athletico-PR,Fluminense,1,3,0,1,1,4,1,4,5,20,17,37
1559,6571,17,7,2/6/2019,Sao Paulo,Cruzeiro,2,3,1,0,3,3,1,5,6,15,12,27
1560,6572,17,7,2/6/2019,Atletico-MG,CSA,0,3,0,0,0,3,0,3,3,2,11,13
1561,6573,17,7,2/6/2019,Chapecoense,Palmeiras,2,5,0,0,2,5,0,7,7,14,21,35
1562,6575,17,7,7/8/2019,Corinthians,Goias,1,2,0,1,1,3,1,3,4,13,11,24
1563,6576,17,8,7/6/2019,Vasco,Internacional,0,2,0,0,0,2,0,2,2,13,16,29
1564,6577,17,8,8/6/2019,Palmeiras,Athletico-PR,2,4,0,0,2,4,0,6,6,16,29,45
1565,6578,17,8,8/6/2019,Gremio,Fortaleza,1,4,0,1,1,5,1,5,6,7,7,14
1566,6579,17,8,8/6/2019,Cruzeiro,Corinthians,1,1,0,0,1,1,0,2,2,12,13,25
1567,6580,17,8,8/6/2019,Ceara,Bahia,2,2,0,0,2,2,0,4,4,12,10,22
1568,6581,17,8,8/6/2019,Avai,Sao Paulo,5,2,0,0,5,2,0,7,7,17,17,34
1569,6582,17,8,9/6/2019,CSA,Botafogo-RJ,2,1,0,0,2,1,0,3,3,20,10,30
1570,6583,17,8,9/6/2019,Fluminense,Flamengo,2,3,0,0,2,3,0,5,5,14,17,31
1571,6584,17,8,9/6/2019,Santos,Atletico-MG,1,2,0,0,1,2,0,3,3,12,14,26
1572,6585,17,8,10/6/2019,Goias,Chapecoense,2,0,0,1,2,1,1,2,3,14,17,31
1573,6586,17,9,12/6/2019,Botafogo-RJ,Gremio,1,2,0,0,1,2,0,3,3,9,11,20
1574,6587,17,9,12/6/2019,Fortaleza,Cruzeiro,1,6,1,0,2,6,1,7,8,10,15,25
1575,6588,17,9,12/6/2019,Internacional,Bahia,1,1,0,0,1,1,0,2,2,11,7,18
1576,6589,17,9,12/6/2019,CSA,Flamengo,3,1,0,0,3,1,0,4,4,13,10,23
1577,6590,17,9,12/6/2019,Santos,Corinthians,4,4,0,0,4,4,0,8,8,16,13,29
1578,6591,17,9,13/6/2019,Vasco,Ceara,0,2,0,0,0,2,0,2,2,14,15,29
1579,6592,17,9,13/6/2019,Chapecoense,Fluminense,2,6,0,1,2,7,1,8,9,12,21,33
1580,6593,17,9,13/6/2019,Palmeiras,Avai,1,1,0,0,1,1,0,2,2,13,18,31
1581,6594,17,9,13/6/2019,Atletico-MG,Sao Paulo,2,4,0,0,2,4,0,6,6,13,17,30
1582,6595,17,9,13/6/2019,Goias,Athletico-PR,1,3,0,0,1,3,0,4,4,0,0,0
1583,6596,17,10,13/7/2019,Gremio,Vasco,2,4,0,0,2,4,0,6,6,18,12,30
1584,6597,17,10,13/7/2019,Fortaleza,Avai,2,2,0,0,2,2,0,4,4,15,12,27
1585,6598,17,10,13/7/2019,Bahia,Santos,2,3,0,0,2,3,0,5,5,13,11,24
1586,6599,17,10,13/7/2019,Sao Paulo,Palmeiras,3,3,0,0,3,3,0,6,6,19,18,37
1587,6600,17,10,14/7/2019,Flamengo,Goias,1,2,0,0,1,2,0,3,3,8,9,17
1588,6601,17,10,14/7/2019,Corinthians,CSA,2,6,0,0,2,6,0,8,8,2,18,20
1589,6602,17,10,14/7/2019,Athletico-PR,Internacional,3,3,0,0,3,3,0,6,6,15,16,31
1590,6604,17,10,14/7/2019,Chapecoense,Atletico-MG,3,5,0,0,3,5,0,8,8,20,16,36
1591,6605,17,10,15/7/2019,Fluminense,Ceara,2,2,0,0,2,2,0,4,4,11,15,26
1592,6606,17,11,20/7/2019,Vasco,Fluminense,4,3,0,2,4,5,2,7,9,25,22,47
1593,6607,17,11,20/7/2019,Bahia,Cruzeiro,2,1,1,0,3,1,1,3,4,17,8,25
1594,6608,17,11,20/7/2019,Ceara,Palmeiras,3,2,0,0,3,2,0,5,5,26,13,39
1595,6609,17,11,20/7/2019,CSA,Athletico-PR,2,1,0,0,2,1,0,3,3,0,0,0
1596,6610,17,11,20/7/2019,Internacional,Gremio,3,2,0,0,3,2,0,5,5,13,14,27
1597,6611,17,11,21/7/2019,Botafogo-RJ,Santos,2,3,1,1,3,4,2,5,7,12,14,26
1598,6612,17,11,21/7/2019,Atletico-MG,Fortaleza,1,4,0,0,1,4,0,5,5,15,12,27
1599,6613,17,11,21/7/2019,Corinthians,Flamengo,1,4,0,1,1,5,1,5,6,20,17,37
1600,6614,17,11,21/7/2019,Avai,Goias,4,2,0,0,4,2,0,6,6,16,19,35
1601,6615,17,11,22/7/2019,Sao Paulo,Chapecoense,1,3,0,0,1,3,0,4,4,29,19,48
1602,6616,17,12,27/7/2019,Palmeiras,Vasco,1,4,0,0,1,4,0,5,5,22,22,44
1603,6617,17,12,27/7/2019,Cruzeiro,Athletico-PR,1,0,0,0,1,0,0,1,1,0,0,0
1604,6618,17,12,27/7/2019,Fluminense,Sao Paulo,1,3,0,0,1,3,0,4,4,20,14,34
1605,6619,17,12,27/7/2019,Internacional,Ceara,3,3,0,0,3,3,0,6,6,11,12,23
1606,6620,17,12,28/7/2019,Chapecoense,Bahia,1,1,0,0,1,1,0,2,2,16,15,31
1607,6621,17,12,28/7/2019,Flamengo,Botafogo-RJ,5,2,0,0,5,2,0,7,7,23,16,39
1608,6622,17,12,28/7/2019,Santos,Avai,2,2,0,0,2,2,0,4,4,9,13,22
1609,6623,17,12,28/7/2019,Goias,Atletico-MG,1,0,0,0,1,0,0,1,1,14,9,23
1610,6624,17,12,28/7/2019,Fortaleza,Corinthians,2,1,0,0,2,1,0,3,3,18,16,34
1611,6625,17,12,29/7/2019,CSA,Gremio,4,2,0,0,4,2,0,6,6,13,13,26
1612,6626,17,13,3/8/2019,Ceara,Fortaleza,3,1,0,1,3,2,1,4,5,14,16,30
1613,6627,17,13,3/8/2019,Fluminense,Internacional,1,2,0,0,1,2,0,3,3,8,12,20
1614,6628,17,13,4/8/2019,Santos,Goias,3,4,0,0,3,4,0,7,7,15,8,23
1615,6629,17,13,4/8/2019,Avai,Botafogo-RJ,2,1,1,0,3,1,1,3,4,12,11,23
1616,6630,17,13,4/8/2019,Bahia,Flamengo,1,1,1,0,2,1,1,2,3,18,14,32
1617,6631,17,13,4/8/2019,Corinthians,Palmeiras,1,3,0,0,1,3,0,4,4,11,24,35
1618,6632,17,13,4/8/2019,Vasco,CSA,4,1,0,0,4,1,0,5,5,13,14,27
1619,6633,17,13,4/8/2019,Atletico-MG,Cruzeiro,2,3,0,0,2,3,0,5,5,19,13,32
1620,6634,17,13,5/8/2019,Gremio,Chapecoense,4,3,0,0,4,3,0,7,7,17,16,33
1621,6635,17,13,21/8/2019,Athletico-PR,Sao Paulo,3,3,0,0,3,3,0,6,6,0,0,0
1622,6636,17,14,10/8/2019,Ceara,Chapecoense,3,2,0,0,3,2,0,5,5,20,11,31
1623,6637,17,14,10/8/2019,Sao Paulo,Santos,6,1,0,0,6,1,0,7,7,21,15,36
1624,6638,17,14,10/8/2019,Flamengo,Gremio,4,2,0,0,4,2,0,6,6,14,15,29
1625,6639,17,14,10/8/2019,Atletico-MG,Fluminense,4,3,0,1,4,4,1,7,8,14,13,27
1626,6640,17,14,11/8/2019,Internacional,Corinthians,3,2,0,0,3,2,0,5,5,16,8,24
1627,6641,17,14,11/8/2019,Palmeiras,Bahia,6,4,1,1,7,5,2,10,12,15,19,34
1628,6642,17,14,11/8/2019,Avai,Cruzeiro,4,2,1,1,5,3,2,6,8,15,15,30
1629,6643,17,14,11/8/2019,Botafogo-RJ,Athletico-PR,3,1,0,0,3,1,0,4,4,11,12,23
1630,6644,17,14,11/8/2019,Goias,Vasco,4,4,0,1,4,5,1,8,9,14,22,36
1631,6645,17,14,12/8/2019,CSA,Fortaleza,3,1,0,0,3,1,0,4,4,19,13,32
1632,6646,17,15,17/8/2019,Corinthians,Botafogo-RJ,2,3,0,0,2,3,0,5,5,17,13,30
1633,6647,17,15,17/8/2019,Fortaleza,Internacional,2,2,1,0,3,2,1,4,5,14,14,28
1634,6648,17,15,17/8/2019,Vasco,Flamengo,0,3,0,0,0,3,0,3,3,12,18,30
1635,6649,17,15,17/8/2019,Athletico-PR,Atletico-MG,3,1,0,0,3,1,0,4,4,0,0,0
1636,6651,17,15,18/8/2019,Fluminense,CSA,1,2,0,0,1,2,0,3,3,7,16,23
1637,6652,17,15,18/8/2019,Sao Paulo,Ceara,3,2,0,0,3,2,0,5,5,12,16,28
1638,6653,17,15,18/8/2019,Bahia,Goias,2,3,1,0,3,3,1,5,6,7,13,20
1639,6654,17,15,18/8/2019,Cruzeiro,Santos,2,0,0,1,2,1,1,2,3,16,7,23
1640,6655,17,15,18/8/2019,Chapecoense,Avai,1,0,0,0,1,0,0,1,1,25,15,40
1641,6656,17,16,24/8/2019,Atletico-MG,Bahia,0,2,0,0,0,2,0,2,2,17,16,33
1642,6657,17,16,24/8/2019,Gremio,Athletico-PR,3,1,0,0,3,1,0,4,4,0,0,0
1643,6658,17,16,25/8/2019,Goias,Internacional,2,2,1,0,3,2,1,4,5,9,14,23
1644,6659,17,16,25/8/2019,Vasco,Sao Paulo,4,3,0,1,4,4,1,7,8,19,16,35
1645,6660,17,16,25/8/2019,Santos,Fortaleza,3,3,0,0,3,3,0,6,6,14,22,36
1646,6661,17,16,25/8/2019,Ceara,Flamengo,3,0,0,0,3,0,0,3,3,11,14,25
1647,6662,17,16,25/8/2019,Avai,Corinthians,0,1,1,1,1,2,2,1,3,19,15,34
1648,6663,17,16,25/8/2019,CSA,Cruzeiro,3,3,0,0,3,3,0,6,6,17,14,31
1649,6664,17,16,26/8/2019,Botafogo-RJ,Chapecoense,2,1,0,0,2,1,0,3,3,13,16,29
1650,6665,17,16,10/9/2019,Palmeiras,Fluminense,0,2,0,0,0,2,0,2,2,12,11,23
1651,6666,17,17,31/8/2019,Sao Paulo,Gremio,1,1,1,0,2,1,1,2,3,10,9,19
1652,6667,17,17,31/8/2019,Bahia,CSA,1,1,0,0,1,1,0,2,2,15,17,32
1653,6668,17,17,31/8/2019,Chapecoense,Santos,2,4,0,0,2,4,0,6,6,17,19,36
1654,6669,17,17,31/8/2019,Athletico-PR,Ceara,1,3,0,0,1,3,0,4,4,14,15,29
1655,6670,17,17,31/8/2019,Internacional,Botafogo-RJ,4,4,0,0,4,4,0,8,8,10,6,16
1656,6671,17,17,1/9/2019,Flamengo,Palmeiras,2,2,0,1,2,3,1,4,5,15,16,31
1657,6672,17,17,1/9/2019,Fortaleza,Goias,3,2,0,1,3,3,1,5,6,21,14,35
1658,6673,17,17,1/9/2019,Cruzeiro,Vasco,3,4,0,0,3,4,0,7,7,14,15,29
1659,6674,17,17,1/9/2019,Corinthians,Atletico-MG,0,1,0,0,0,1,0,1,1,9,14,23
1660,6675,17,17,2/9/2019,Fluminense,Avai,3,1,0,0,3,1,0,4,4,14,15,29
1661,6676,17,18,7/9/2019,Vasco,Bahia,3,1,0,0,3,1,0,4,4,15,19,34
1662,6677,17,18,7/9/2019,Corinthians,Ceara,1,1,0,0,1,1,0,2,2,9,10,19
1663,6678,17,18,7/9/2019,Avai,Flamengo,1,2,1,0,2,2,1,3,4,15,9,24
1664,6679,17,18,7/9/2019,Fortaleza,Fluminense,1,2,0,0,1,2,0,3,3,13,15,28
1665,6680,17,18,7/9/2019,Internacional,Sao Paulo,1,5,0,0,1,5,0,6,6,14,16,30
1666,6681,17,18,7/9/2019,Goias,Palmeiras,5,1,0,1,5,2,1,6,7,11,21,32
1667,6682,17,18,8/9/2019,Cruzeiro,Gremio,2,1,0,0,2,1,0,3,3,11,10,21
1668,6683,17,18,8/9/2019,Santos,Athletico-PR,3,6,0,0,3,6,0,9,9,8,15,23
1669,6684,17,18,8/9/2019,Botafogo-RJ,Atletico-MG,4,3,0,1,4,4,1,7,8,14,14,28
1670,6685,17,18,8/9/2019,CSA,Chapecoense,3,2,0,2,3,4,2,5,7,22,14,36
1671,6686,17,19,14/9/2019,Flamengo,Santos,2,5,0,0,2,5,0,7,7,20,24,44
1672,6687,17,19,14/9/2019,Chapecoense,Vasco,2,5,0,0,2,5,0,7,7,14,22,36
1673,6688,17,19,14/9/2019,Palmeiras,Cruzeiro,2,3,0,0,2,3,0,5,5,20,19,39
1674,6689,17,19,14/9/2019,Ceara,Botafogo-RJ,1,1,0,0,1,1,0,2,2,11,5,16
1675,6690,17,19,15/9/2019,Athletico-PR,Avai,1,0,0,0,1,0,0,1,1,0,0,0
1676,6691,17,19,15/9/2019,Atletico-MG,Internacional,0,1,0,0,0,1,0,1,1,6,14,20
1677,6692,17,19,15/9/2019,Bahia,Fortaleza,1,1,0,0,1,1,0,2,2,16,11,27
1678,6693,17,19,15/9/2019,Gremio,Goias,0,1,0,0,0,1,0,1,1,10,10,20
1679,6694,17,19,15/9/2019,Fluminense,Corinthians,4,1,0,0,4,1,0,5,5,19,12,31
1680,6695,17,19,15/9/2019,Sao Paulo,CSA,1,3,0,0,1,3,0,4,4,14,16,30
1681,6696,17,20,21/9/2019,Botafogo-RJ,Sao Paulo,3,1,0,0,3,1,0,4,4,14,23,37
1682,6697,17,20,21/9/2019,Cruzeiro,Flamengo,2,2,0,0,2,2,0,4,4,9,14,23
1683,6698,17,20,21/9/2019,Corinthians,Bahia,2,4,0,0,2,4,0,6,6,12,15,27
1684,6699,17,20,21/9/2019,Santos,Gremio,1,4,0,0,1,4,0,5,5,13,15,28
1685,6700,17,20,22/9/2019,Internacional,Chapecoense,0,4,0,0,0,4,0,4,4,12,19,31
1686,6701,17,20,22/9/2019,Fortaleza,Palmeiras,4,1,0,0,4,1,0,5,5,16,11,27
1687,6702,17,20,22/9/2019,CSA,Ceara,1,2,0,0,1,2,0,3,3,20,9,29
1688,6703,17,20,22/9/2019,Vasco,Athletico-PR,3,3,0,0,3,3,0,6,6,0,0,0
1689,6704,17,20,22/9/2019,Goias,Fluminense,4,0,1,0,5,0,1,4,5,16,10,26
1690,6705,17,20,23/9/2019,Avai,Atletico-MG,3,1,0,0,3,1,0,4,4,11,14,25
1691,6706,17,21,25/9/2019,Ceara,Cruzeiro,2,3,0,0,2,3,0,5,5,18,17,35
1692,6707,17,21,25/9/2019,Bahia,Botafogo-RJ,1,0,0,1,1,1,1,1,2,17,9,26
1693,6708,17,21,25/9/2019,Flamengo,Internacional,1,1,0,2,1,3,2,2,4,16,6,22
1694,6709,17,21,25/9/2019,Sao Paulo,Goias,2,4,0,0,2,4,0,6,6,21,24,45
1695,6710,17,21,26/9/2019,Palmeiras,CSA,0,1,0,0,0,1,0,1,1,13,13,26
1696,6711,17,21,26/9/2019,Fluminense,Santos,2,3,2,1,4,4,3,5,8,12,15,27
1697,6712,17,21,26/9/2019,Gremio,Avai,1,1,0,0,1,1,0,2,2,18,9,27
1698,6713,17,21,26/9/2019,Athletico-PR,Fortaleza,3,0,0,0,3,0,0,3,3,11,8,19
1699,6714,17,21,2/10/2019,Atletico-MG,Vasco,3,2,0,0,3,2,0,5,5,18,22,40
1700,6715,17,21,2/10/2019,Chapecoense,Corinthians,3,2,0,0,3,2,0,5,5,19,15,34
1701,6716,17,22,28/9/2019,Flamengo,Sao Paulo,3,4,0,0,3,4,0,7,7,20,27,47
1702,6717,17,22,29/9/2019,Corinthians,Vasco,3,5,0,0,3,5,0,8,8,16,23,39
1703,6718,17,22,29/9/2019,Santos,CSA,1,2,1,0,2,2,1,3,4,13,12,25
1704,6719,17,22,29/9/2019,Internacional,Palmeiras,3,2,0,0,3,2,0,5,5,28,17,45
1705,6720,17,22,29/9/2019,Fluminense,Gremio,1,4,0,0,1,4,0,5,5,17,9,26
1706,6721,17,22,29/9/2019,Athletico-PR,Chapecoense,0,1,0,0,0,1,0,1,1,0,0,0
1707,6722,17,22,29/9/2019,Atletico-MG,Ceara,0,2,0,0,0,2,0,2,2,13,12,25
1708,6723,17,22,30/9/2019,Avai,Bahia,1,2,0,0,1,2,0,3,3,16,16,32
1709,6724,17,22,30/9/2019,Fortaleza,Botafogo-RJ,3,2,0,0,3,2,0,5,5,15,12,27
1710,6725,17,22,30/9/2019,Goias,Cruzeiro,0,3,0,0,0,3,0,3,3,20,19,39
1711,6726,17,23,5/10/2019,Vasco,Santos,4,2,0,1,4,3,1,6,7,15,17,32
1712,6727,17,23,5/10/2019,Sao Paulo,Fortaleza,3,2,0,0,3,2,0,5,5,15,14,29
1713,6728,17,23,5/10/2019,Gremio,Corinthians,3,2,0,0,3,2,0,5,5,12,12,24
1714,6729,17,23,5/10/2019,Bahia,Athletico-PR,2,3,0,0,2,3,0,5,5,9,14,23
1715,6730,17,23,5/10/2019,Cruzeiro,Internacional,5,3,0,0,5,3,0,8,8,18,14,32
1716,6731,17,23,6/10/2019,Chapecoense,Flamengo,1,0,0,0,1,0,0,1,1,16,20,36
1717,6732,17,23,6/10/2019,Ceara,Goias,1,0,0,0,1,0,0,1,1,7,12,19
1718,6733,17,23,6/10/2019,Palmeiras,Atletico-MG,3,4,0,0,3,4,0,7,7,12,20,32
1719,6734,17,23,6/10/2019,Botafogo-RJ,Fluminense,4,1,0,0,4,1,0,5,5,20,20,40
1720,6735,17,23,6/10/2019,CSA,Avai,3,3,0,0,3,3,0,6,6,10,11,21
1721,6736,17,24,9/10/2019,CSA,Internacional,2,2,0,0,2,2,0,4,4,16,9,25
1722,6737,17,24,9/10/2019,Botafogo-RJ,Goias,4,2,0,0,4,2,0,6,6,29,18,47
