,ID,campeonato,rodata,data,clube_mandante,clube_visitante,qtd_cartao_amarelo_mandante,qtd_cartao_amarelo_visitante,qtd_cartao_vermelho_mandante,qtd_cartao_vermelho_visitante,total_cartoes_mandante,total_cartoes_visitante,total_cartoes_vermelhos,total_cartoes_amarelos,total_cartoes_partida,faltas_mandante,faltas_visitante,total_faltas_partida
645,5642,14,28,1/10/2016,Ponte Preta,Atletico-MG,2,2,0,0,2,2,0,4,4,25,16,41
646,5643,14,28,1/10/2016,Cruzeiro,Gremio,3,3,0,0,3,3,0,6,6,19,20,39
647,5644,14,28,1/10/2016,Internacional,Figueirense,2,2,0,0,2,2,0,4,4,32,19,51
648,5645,14,28,3/10/2016,Santa Cruz,Palmeiras,6,3,0,0,6,3,0,9,9,20,12,32
649,5646,14,28,3/10/2016,Coritiba,America-MG,2,2,0,0,2,2,0,4,4,17,15,32
650,5647,14,29,5/10/2016,Athletico-PR,Chapecoense,2,3,0,0,2,3,0,5,5,9,14,23
651,5648,14,29,5/10/2016,Vitoria,Gremio,3,3,0,0,3,3,0,6,6,16,19,35
652,5649,14,29,5/10/2016,Corinthians,Atletico-MG,0,2,0,1,0,3,1,2,3,16,16,32
653,5651,14,29,5/10/2016,Sport,Sao Paulo,0,2,0,0,0,2,0,2,2,19,17,36
654,5652,14,29,6/10/2016,Internacional,Coritiba,2,4,0,0,2,4,0,6,6,15,14,29
655,5653,14,29,8/10/2016,Cruzeiro,Ponte Preta,2,2,0,0,2,2,0,4,4,15,25,40
656,5654,14,29,9/10/2016,Flamengo,Santa Cruz,1,1,0,1,1,2,1,2,3,11,12,23
657,5655,14,29,9/10/2016,America-MG,Palmeiras,2,1,1,0,3,1,1,3,4,17,10,27
658,5656,14,29,9/10/2016,Figueirense,Botafogo-RJ,2,2,0,0,2,2,0,4,4,14,13,27
659,5657,14,30,12/10/2016,Chapecoense,Sport,1,2,0,1,1,3,1,3,4,16,19,35
660,5658,14,30,12/10/2016,Coritiba,Figueirense,4,3,0,0,4,3,0,7,7,13,22,35
661,5659,14,30,12/10/2016,Santa Cruz,Corinthians,2,2,0,0,2,2,0,4,4,8,7,15
662,5660,14,30,12/10/2016,Botafogo-RJ,Internacional,3,2,0,0,3,2,0,5,5,17,15,32
663,5661,14,30,13/10/2016,Palmeiras,Cruzeiro,1,4,0,0,1,4,0,5,5,16,16,32
664,5662,14,30,13/10/2016,Ponte Preta,Vitoria,4,2,0,0,4,2,0,6,6,23,12,35
665,5664,14,30,13/10/2016,Fluminense,Flamengo,3,3,0,0,3,3,0,6,6,14,21,35
666,5665,14,30,13/10/2016,Sao Paulo,Santos,2,3,0,0,2,3,0,5,5,16,18,34
667,5666,14,30,13/10/2016,Gremio,Athletico-PR,2,3,0,0,2,3,0,5,5,16,13,29
668,5667,14,31,16/10/2016,Botafogo-RJ,Atletico-MG,2,4,0,0,2,4,0,6,6,16,13,29
669,5668,14,31,16/10/2016,Cruzeiro,Chapecoense,1,2,0,0,1,2,0,3,3,15,17,32
670,5669,14,31,16/10/2016,Athletico-PR,Coritiba,0,3,0,0,0,3,0,3,3,18,14,32
671,5670,14,31,16/10/2016,Internacional,Flamengo,3,1,0,0,3,1,0,4,4,22,13,35
672,5671,14,31,16/10/2016,Figueirense,Palmeiras,4,3,0,0,4,3,0,7,7,18,29,47
673,5672,14,31,16/10/2016,Corinthians,America-MG,2,1,0,0,2,1,0,3,3,11,10,21
674,5673,14,31,16/10/2016,Ponte Preta,Santa Cruz,0,2,0,0,0,2,0,2,2,19,17,36
675,5674,14,31,16/10/2016,Santos,Gremio,1,7,0,0,1,7,0,8,8,13,20,33
676,5675,14,31,16/10/2016,Sport,Vitoria,1,4,0,1,1,5,1,5,6,9,20,29
677,5676,14,31,17/10/2016,Fluminense,Sao Paulo,1,4,0,0,1,4,0,5,5,8,18,26
678,5677,14,32,19/10/2016,Santa Cruz,Botafogo-RJ,0,2,0,0,0,2,0,2,2,12,15,27
679,5678,14,32,22/10/2016,Sao Paulo,Ponte Preta,0,1,0,0,0,1,0,1,1,16,15,31
680,5679,14,32,23/10/2016,Flamengo,Corinthians,2,4,0,1,2,5,1,6,7,13,19,32
681,5680,14,32,23/10/2016,Vitoria,Cruzeiro,2,3,0,1,2,4,1,5,6,20,16,36
682,5681,14,32,23/10/2016,Palmeiras,Sport,3,2,0,0,3,2,0,5,5,26,23,49
683,5682,14,32,23/10/2016,Gremio,Internacional,0,2,1,1,1,3,2,2,4,12,25,37
684,5683,14,32,23/10/2016,Coritiba,Fluminense,0,4,1,0,1,4,1,4,5,12,17,29
685,5684,14,32,23/10/2016,Atletico-MG,Figueirense,2,4,0,2,2,6,2,6,8,16,15,31
686,5685,14,32,23/10/2016,Chapecoense,Santos,2,3,0,0,2,3,0,5,5,13,16,29
687,5687,14,33,27/10/2016,Sport,Ponte Preta,2,3,0,0,2,3,0,5,5,12,23,35
688,5688,14,33,28/10/2016,Fluminense,Vitoria,3,2,0,0,3,2,0,5,5,20,22,42
689,5689,14,33,29/10/2016,Atletico-MG,Flamengo,0,1,0,0,0,1,0,1,1,12,14,26
690,5690,14,33,29/10/2016,Athletico-PR,Cruzeiro,1,1,0,0,1,1,0,2,2,17,13,30
691,5691,14,33,29/10/2016,Corinthians,Chapecoense,1,2,0,0,1,2,0,3,3,11,18,29
692,5692,14,33,29/10/2016,Botafogo-RJ,Coritiba,5,3,0,0,5,3,0,8,8,13,20,33
693,5693,14,33,29/10/2016,Internacional,Santa Cruz,3,2,1,0,4,2,1,5,6,15,11,26
694,5694,14,33,29/10/2016,Figueirense,Gremio,2,2,0,0,2,2,0,4,4,22,18,40
695,5695,14,33,29/10/2016,Santos,Palmeiras,4,3,0,0,4,3,0,7,7,20,22,42
696,5696,14,33,31/10/2016,America-MG,Sao Paulo,0,1,0,0,0,1,0,1,1,17,8,25
697,5697,14,34,5/11/2016,Flamengo,Botafogo-RJ,3,3,0,0,3,3,0,6,6,14,26,40
698,5698,14,34,5/11/2016,Sao Paulo,Corinthians,3,4,0,0,3,4,0,7,7,21,19,40
699,5699,14,34,6/11/2016,Ponte Preta,Santos,1,1,0,0,1,1,0,2,2,20,19,39
700,5700,14,34,6/11/2016,Santa Cruz,America-MG,1,1,0,0,1,1,0,2,2,10,9,19
701,5701,14,34,6/11/2016,Cruzeiro,Fluminense,2,1,0,0,2,1,0,3,3,14,7,21
702,5703,14,34,6/11/2016,Vitoria,Athletico-PR,2,2,0,0,2,2,0,4,4,13,18,31
703,5704,14,34,6/11/2016,Coritiba,Atletico-MG,1,3,0,0,1,3,0,4,4,12,11,23
704,5705,14,34,6/11/2016,Chapecoense,Figueirense,1,3,0,1,1,4,1,4,5,16,20,36
705,5706,14,34,7/11/2016,Gremio,Sport,4,3,0,0,4,3,0,7,7,11,10,21
706,5707,14,35,15/11/2016,Fluminense,Athletico-PR,3,3,0,0,3,3,0,6,6,14,16,30
707,5708,14,35,16/11/2016,Botafogo-RJ,Chapecoense,3,1,0,0,3,1,0,4,4,15,18,33
708,5709,14,35,16/11/2016,Coritiba,Santa Cruz,3,2,0,0,3,2,0,5,5,18,13,31
709,5710,14,35,16/11/2016,Sport,Cruzeiro,2,2,0,0,2,2,0,4,4,10,11,21
710,5711,14,35,16/11/2016,America-MG,Flamengo,1,0,0,0,1,0,0,1,1,13,11,24
711,5712,14,35,16/11/2016,Figueirense,Corinthians,3,2,0,1,3,3,1,5,6,26,15,41
712,5713,14,35,17/11/2016,Santos,Vitoria,3,1,0,0,3,1,0,4,4,16,14,30
713,5714,14,35,17/11/2016,Sao Paulo,Gremio,3,2,0,0,3,2,0,5,5,15,17,32
714,5715,14,35,17/11/2016,Internacional,Ponte Preta,1,3,0,0,1,3,0,4,4,15,19,34
715,5716,14,35,17/11/2016,Atletico-MG,Palmeiras,2,4,0,0,2,4,0,6,6,18,27,45
716,5717,14,36,20/11/2016,Vitoria,Figueirense,4,2,0,0,4,2,0,6,6,20,16,36
717,5718,14,36,20/11/2016,Cruzeiro,Santos,3,3,1,0,4,3,1,6,7,11,11,22
718,5719,14,36,20/11/2016,Palmeiras,Botafogo-RJ,0,4,0,1,0,5,1,4,5,13,22,35
719,5720,14,36,20/11/2016,Athletico-PR,Sport,0,2,0,0,0,2,0,2,2,11,12,23
720,5721,14,36,20/11/2016,Gremio,America-MG,0,2,0,0,0,2,0,2,2,8,18,26
721,5722,14,36,20/11/2016,Ponte Preta,Fluminense,3,3,0,1,3,4,1,6,7,20,18,38
722,5723,14,36,20/11/2016,Flamengo,Coritiba,1,2,0,0,1,2,0,3,3,15,18,33
723,5724,14,36,20/11/2016,Chapecoense,Sao Paulo,1,1,0,0,1,1,0,2,2,20,19,39
724,5725,14,36,20/11/2016,Santa Cruz,Atletico-MG,3,0,1,1,4,1,2,3,5,16,10,26
725,5726,14,36,21/11/2016,Corinthians,Internacional,2,2,0,0,2,2,0,4,4,22,22,44
726,5727,14,37,26/11/2016,America-MG,Sport,1,3,1,0,2,3,1,4,5,13,15,28
727,5728,14,37,26/11/2016,Botafogo-RJ,Ponte Preta,5,4,0,1,5,5,1,9,10,19,17,36
728,5729,14,37,26/11/2016,Corinthians,Athletico-PR,3,2,0,0,3,2,0,5,5,6,9,15
729,5730,14,37,27/11/2016,Atletico-MG,Sao Paulo,1,6,0,0,1,6,0,7,7,18,15,33
730,5731,14,37,27/11/2016,Palmeiras,Chapecoense,1,2,0,0,1,2,0,3,3,25,24,49
731,5732,14,37,27/11/2016,Flamengo,Santos,1,0,0,0,1,0,0,1,1,20,14,34
732,5733,14,37,27/11/2016,Internacional,Cruzeiro,3,4,0,0,3,4,0,7,7,13,15,28
733,5734,14,37,27/11/2016,Figueirense,Fluminense,3,3,0,0,3,3,0,6,6,26,28,54
734,5735,14,37,27/11/2016,Santa Cruz,Gremio,3,4,0,0,3,4,0,7,7,12,16,28
735,5736,14,37,28/11/2016,Coritiba,Vitoria,5,6,0,0,5,6,0,11,11,23,19,42
736,5737,14,38,11/12/2016,Santos,America-MG,0,1,0,0,0,1,0,1,1,6,9,15
737,5738,14,38,11/12/2016,Fluminense,Internacional,1,1,0,0,1,1,0,2,2,19,23,42
738,5739,14,38,11/12/2016,Gremio,Botafogo-RJ,2,4,0,1,2,5,1,6,7,10,13,23
739,5740,14,38,11/12/2016,Sao Paulo,Santa Cruz,2,1,1,0,3,1,1,3,4,13,9,22
740,5741,14,38,11/12/2016,Cruzeiro,Corinthians,2,4,0,0,2,4,0,6,6,9,22,31
741,5742,14,38,11/12/2016,Sport,Figueirense,5,2,0,0,5,2,0,7,7,22,22,44
742,5743,14,38,11/12/2016,Athletico-PR,Flamengo,2,6,0,1,2,7,1,8,9,15,12,27
743,5744,14,38,11/12/2016,Vitoria,Palmeiras,1,6,0,0,1,6,0,7,7,15,16,31
744,5745,14,38,11/12/2016,Ponte Preta,Coritiba,0,1,0,0,0,1,0,1,1,14,15,29
745,5746,15,1,13/5/2017,Flamengo,Atletico-MG,2,3,0,0,2,3,0,5,5,7,10,17
746,5747,15,1,13/5/2017,Corinthians,Chapecoense,2,2,0,0,2,2,0,4,4,10,12,22
747,5748,15,1,14/5/2017,Fluminense,Santos,1,5,0,0,1,5,0,6,6,15,18,33
748,5749,15,1,14/5/2017,Cruzeiro,Sao Paulo,0,1,0,0,0,1,0,1,1,10,13,23
749,5750,15,1,14/5/2017,Bahia,Athletico-PR,0,1,0,1,0,2,1,1,2,11,11,22
750,5751,15,1,14/5/2017,Ponte Preta,Sport,0,2,0,0,0,2,0,2,2,13,17,30
751,5752,15,1,14/5/2017,Avai,Vitoria,0,2,0,0,0,2,0,2,2,6,15,21
752,5753,15,1,14/5/2017,Palmeiras,Vasco,0,2,0,0,0,2,0,2,2,19,16,35
753,5754,15,1,14/5/2017,Gremio,Botafogo-RJ,2,5,0,0,2,5,0,7,7,13,19,32
754,5755,15,1,15/5/2017,Coritiba,Atletico-GO,1,2,0,0,1,2,0,3,3,17,13,30
755,5756,15,2,20/5/2017,Santos,Coritiba,6,4,0,0,6,4,0,10,10,24,17,41
756,5757,15,2,20/5/2017,Atletico-GO,Flamengo,2,1,0,0,2,1,0,3,3,11,13,24
757,5758,15,2,20/5/2017,Chapecoense,Palmeiras,1,1,0,0,1,1,0,2,2,16,13,29
758,5759,15,2,21/5/2017,Vasco,Bahia,4,2,0,1,4,3,1,6,7,13,23,36
759,5760,15,2,21/5/2017,Athletico-PR,Gremio,2,4,0,1,2,5,1,6,7,11,16,27
760,5761,15,2,21/5/2017,Vitoria,Corinthians,0,1,0,0,0,1,0,1,1,13,6,19
761,5762,15,2,21/5/2017,Atletico-MG,Fluminense,0,6,0,0,0,6,0,6,6,18,23,41
762,5763,15,2,21/5/2017,Botafogo-RJ,Ponte Preta,1,0,0,0,1,0,0,1,1,15,12,27
763,5764,15,2,21/5/2017,Sport,Cruzeiro,3,3,0,0,3,3,0,6,6,20,14,34
764,5765,15,2,22/5/2017,Sao Paulo,Avai,1,2,0,0,1,2,0,3,3,16,10,26
765,5766,15,3,27/5/2017,Vasco,Fluminense,2,3,0,0,2,3,0,5,5,11,11,22
766,5767,15,3,27/5/2017,Sao Paulo,Palmeiras,3,1,0,0,3,1,0,4,4,13,16,29
767,5768,15,3,27/5/2017,Vitoria,Coritiba,3,3,0,0,3,3,0,6,6,19,16,35
768,5769,15,3,28/5/2017,Atletico-MG,Ponte Preta,2,2,0,0,2,2,0,4,4,16,14,30
769,5770,15,3,28/5/2017,Athletico-PR,Flamengo,1,0,0,0,1,0,0,1,1,10,12,22
770,5771,15,3,28/5/2017,Santos,Cruzeiro,2,3,0,0,2,3,0,5,5,8,14,22
771,5772,15,3,28/5/2017,Atletico-GO,Corinthians,2,0,0,0,2,0,0,2,2,23,11,34
772,5773,15,3,28/5/2017,Sport,Gremio,4,1,1,0,5,1,1,5,6,21,13,34
773,5774,15,3,28/5/2017,Botafogo-RJ,Bahia,1,1,0,0,1,1,0,2,2,20,18,38
774,5775,15,3,29/5/2017,Chapecoense,Avai,2,1,1,1,3,2,2,3,5,16,11,27
775,5776,15,4,3/6/2017,Coritiba,Athletico-PR,3,2,0,0,3,2,0,5,5,15,11,26
776,5777,15,4,3/6/2017,Fluminense,Vitoria,0,5,0,0,0,5,0,5,5,18,22,40
777,5778,15,4,3/6/2017,Corinthians,Santos,0,1,0,1,0,2,1,1,2,11,9,20
778,5779,15,4,4/6/2017,Flamengo,Botafogo-RJ,2,2,0,0,2,2,0,4,4,19,19,38
779,5780,15,4,4/6/2017,Avai,Sport,4,4,0,0,4,4,0,8,8,26,25,51
780,5781,15,4,4/6/2017,Palmeiras,Atletico-MG,2,4,0,0,2,4,0,6,6,20,12,32
781,5782,15,4,4/6/2017,Ponte Preta,Sao Paulo,2,5,0,0,2,5,0,7,7,13,12,25
782,5783,15,4,4/6/2017,Gremio,Vasco,2,3,0,0,2,3,0,5,5,15,13,28
783,5784,15,4,4/6/2017,Cruzeiro,Chapecoense,1,3,0,0,1,3,0,4,4,8,16,24
784,5785,15,4,5/6/2017,Bahia,Atletico-GO,0,2,0,0,0,2,0,2,2,21,27,48
785,5786,15,5,6/6/2017,Fluminense,Athletico-PR,3,3,0,0,3,3,0,6,6,19,16,35
786,5787,15,5,7/6/2017,Atletico-MG,Avai,3,1,0,0,3,1,0,4,4,20,10,30
787,5788,15,5,7/6/2017,Coritiba,Palmeiras,4,3,0,0,4,3,0,7,7,14,17,31
788,5789,15,5,7/6/2017,Santos,Botafogo-RJ,4,2,0,0,4,2,0,6,6,13,9,22
789,5790,15,5,7/6/2017,Vasco,Corinthians,0,3,0,0,0,3,0,3,3,10,14,24
790,5791,15,5,7/6/2017,Sport,Flamengo,2,2,0,0,2,2,0,4,4,17,16,33
791,5792,15,5,8/6/2017,Atletico-GO,Ponte Preta,1,2,0,1,1,3,1,3,4,20,9,29
792,5793,15,5,8/6/2017,Sao Paulo,Vitoria,1,1,0,0,1,1,0,2,2,14,18,32
793,5794,15,5,8/6/2017,Chapecoense,Gremio,4,3,0,0,4,3,0,7,7,22,9,31
794,5795,15,5,8/6/2017,Bahia,Cruzeiro,4,2,0,1,4,3,1,6,7,18,12,30
795,5796,15,6,10/6/2017,Palmeiras,Fluminense,4,2,0,0,4,2,0,6,6,24,19,43
796,5797,15,6,10/6/2017,Vasco,Sport,0,1,0,0,0,1,0,1,1,15,19,34
797,5798,15,6,11/6/2017,Botafogo-RJ,Coritiba,4,3,0,0,4,3,0,7,7,14,28,42
798,5799,15,6,11/6/2017,Ponte Preta,Chapecoense,2,4,0,0,2,4,0,6,6,8,22,30
799,5800,15,6,11/6/2017,Avai,Flamengo,2,1,1,0,3,1,1,3,4,17,18,35
800,5801,15,6,11/6/2017,Vitoria,Atletico-MG,3,2,0,0,3,2,0,5,5,20,7,27
801,5802,15,6,11/6/2017,Corinthians,Sao Paulo,1,1,0,0,1,1,0,2,2,11,15,26
802,5803,15,6,11/6/2017,Cruzeiro,Atletico-GO,3,4,0,0,3,4,0,7,7,11,21,32
803,5804,15,6,11/6/2017,Athletico-PR,Santos,1,1,0,1,1,2,1,2,3,15,12,27
804,5805,15,6,12/6/2017,Gremio,Bahia,0,1,0,0,0,1,0,1,1,15,16,31
805,5806,15,7,14/6/2017,Atletico-MG,Athletico-PR,2,5,0,1,2,6,1,7,8,11,10,21
806,5807,15,7,14/6/2017,Atletico-GO,Avai,3,6,0,0,3,6,0,9,9,21,24,45
807,5808,15,7,14/6/2017,Vitoria,Botafogo-RJ,1,1,1,0,2,1,1,2,3,12,10,22
808,5809,15,7,14/6/2017,Sport,Sao Paulo,1,1,0,0,1,1,0,2,2,21,14,35
809,5810,15,7,14/6/2017,Flamengo,Ponte Preta,2,2,0,0,2,2,0,4,4,12,16,28
810,5811,15,7,14/6/2017,Santos,Palmeiras,1,3,0,0,1,3,0,4,4,16,14,30
811,5812,15,7,14/6/2017,Chapecoense,Vasco,3,2,0,0,3,2,0,5,5,24,15,39
812,5813,15,7,14/6/2017,Corinthians,Cruzeiro,0,1,0,0,0,1,0,1,1,9,16,25
813,5814,15,7,15/6/2017,Coritiba,Bahia,1,4,1,1,2,5,2,5,7,16,14,30
814,5815,15,7,15/6/2017,Fluminense,Gremio,4,3,0,0,4,3,0,7,7,12,17,29
815,5816,15,8,17/6/2017,Atletico-GO,Athletico-PR,1,5,0,0,1,5,0,6,6,16,15,31
816,5817,15,8,17/6/2017,Vasco,Avai,4,1,0,0,4,1,0,5,5,20,22,42
817,5818,15,8,17/6/2017,Santos,Ponte Preta,3,4,0,0,3,4,0,7,7,17,13,30
818,5819,15,8,18/6/2017,Coritiba,Corinthians,2,3,0,0,2,3,0,5,5,18,13,31
819,5820,15,8,18/6/2017,Bahia,Palmeiras,2,5,0,0,2,5,0,7,7,14,23,37
820,5821,15,8,18/6/2017,Fluminense,Flamengo,1,6,0,0,1,6,0,7,7,16,25,41
821,5822,15,8,18/6/2017,Chapecoense,Botafogo-RJ,0,2,0,0,0,2,0,2,2,11,13,24
822,5823,15,8,18/6/2017,Sao Paulo,Atletico-MG,2,2,0,0,2,2,0,4,4,12,24,36
823,5825,15,8,19/6/2017,Cruzeiro,Gremio,5,2,0,0,5,2,0,7,7,12,14,26
824,5826,15,9,21/6/2017,Vitoria,Santos,2,1,0,0,2,1,0,3,3,15,10,25
825,5827,15,9,21/6/2017,Palmeiras,Atletico-GO,2,2,0,0,2,2,0,4,4,10,17,27
826,5828,15,9,21/6/2017,Botafogo-RJ,Vasco,5,1,0,0,5,1,0,6,6,20,11,31
827,5829,15,9,21/6/2017,Avai,Fluminense,1,1,0,0,1,1,0,2,2,19,20,39
828,5830,15,9,21/6/2017,Athletico-PR,Sao Paulo,3,3,0,0,3,3,0,6,6,17,15,32
829,5831,15,9,21/6/2017,Atletico-MG,Sport,2,1,0,0,2,1,0,3,3,23,26,49
830,5832,15,9,22/6/2017,Corinthians,Bahia,3,3,1,1,4,4,2,6,8,15,12,27
831,5833,15,9,22/6/2017,Ponte Preta,Cruzeiro,2,2,0,0,2,2,0,4,4,21,23,44
832,5834,15,9,22/6/2017,Gremio,Coritiba,2,0,0,0,2,0,0,2,2,18,11,29
833,5835,15,9,22/6/2017,Flamengo,Chapecoense,3,1,0,0,3,1,0,4,4,21,13,34
834,5836,15,10,24/6/2017,Santos,Sport,0,1,0,0,0,1,0,1,1,13,17,30
835,5837,15,10,25/6/2017,Vasco,Atletico-GO,2,0,0,0,2,0,0,2,2,21,19,40
836,5838,15,10,25/6/2017,Gremio,Corinthians,4,5,0,0,4,5,0,9,9,16,16,32
837,5839,15,10,25/6/2017,Sao Paulo,Fluminense,1,1,0,0,1,1,0,2,2,12,25,37
838,5840,15,10,25/6/2017,Athletico-PR,Vitoria,0,3,0,0,0,3,0,3,3,10,11,21
839,5841,15,10,25/6/2017,Cruzeiro,Coritiba,0,2,0,0,0,2,0,2,2,15,26,41
840,5842,15,10,25/6/2017,Ponte Preta,Palmeiras,6,3,2,1,8,4,3,9,12,21,28,49
841,5843,15,10,25/6/2017,Bahia,Flamengo,2,3,1,0,3,3,1,5,6,6,23,29
842,5844,15,10,25/6/2017,Chapecoense,Atletico-MG,5,5,0,0,5,5,0,10,10,24,19,43
843,5845,15,10,26/6/2017,Botafogo-RJ,Avai,1,2,0,0,1,2,0,3,3,11,10,21
844,5846,15,11,1/7/2017,Palmeiras,Gremio,3,1,0,0,3,1,0,4,4,23,14,37
845,5847,15,11,1/7/2017,Atletico-GO,Santos,3,1,1,0,4,1,1,4,5,14,10,24
846,5848,15,11,2/7/2017,Sport,Athletico-PR,1,3,0,0,1,3,0,4,4,12,18,30
847,5849,15,11,2/7/2017,Vitoria,Bahia,5,3,0,0,5,3,0,8,8,17,16,33
848,5850,15,11,2/7/2017,Atletico-MG,Cruzeiro,4,4,0,0,4,4,0,8,8,23,18,41
849,5851,15,11,2/7/2017,Flamengo,Sao Paulo,1,1,0,0,1,1,0,2,2,17,14,31
850,5852,15,11,2/7/2017,Corinthians,Botafogo-RJ,3,2,0,0,3,2,0,5,5,14,14,28
851,5853,15,11,2/7/2017,Avai,Ponte Preta,2,2,0,0,2,2,0,4,4,14,25,39
852,5854,15,11,2/7/2017,Coritiba,Vasco,3,5,0,0,3,5,0,8,8,17,20,37
853,5855,15,11,3/7/2017,Fluminense,Chapecoense,3,5,0,1,3,6,1,8,9,14,22,36
854,5856,15,12,8/7/2017,Atletico-GO,Vitoria,1,4,0,0,1,4,0,5,5,12,23,35
855,5857,15,12,8/7/2017,Vasco,Flamengo,4,1,0,0,4,1,0,5,5,23,15,38
856,5858,15,12,8/7/2017,Corinthians,Ponte Preta,2,2,0,0,2,2,0,4,4,17,8,25
857,5859,15,12,9/7/2017,Chapecoense,Athletico-PR,1,3,0,0,1,3,0,4,4,18,13,31
858,5860,15,12,9/7/2017,Bahia,Fluminense,4,2,0,0,4,2,0,6,6,16,18,34
859,5861,15,12,9/7/2017,Gremio,Avai,1,5,0,1,1,6,1,6,7,9,17,26
860,5862,15,12,9/7/2017,Cruzeiro,Palmeiras,1,4,0,0,1,4,0,5,5,12,15,27
861,5863,15,12,9/7/2017,Santos,Sao Paulo,4,3,0,0,4,3,0,7,7,18,5,23
862,5864,15,12,9/7/2017,Botafogo-RJ,Atletico-MG,1,3,0,0,1,3,0,4,4,14,27,41
863,5865,15,12,10/7/2017,Coritiba,Sport,2,2,1,0,3,2,1,4,5,16,18,34
864,5866,15,13,12/7/2017,Ponte Preta,Bahia,1,3,0,0,1,3,0,4,4,12,14,26
865,5867,15,13,12/7/2017,Atletico-MG,Santos,1,2,0,0,1,2,0,3,3,9,13,22
866,5868,15,13,12/7/2017,Fluminense,Botafogo-RJ,3,4,0,0,3,4,0,7,7,13,20,33
867,5869,15,13,12/7/2017,Palmeiras,Corinthians,3,4,0,0,3,4,0,7,7,16,14,30
868,5870,15,13,12/7/2017,Athletico-PR,Cruzeiro,3,1,0,0,3,1,0,4,4,16,9,25
869,5871,15,13,12/7/2017,Vitoria,Vasco,4,3,0,0,4,3,0,7,7,16,14,30
870,5872,15,13,13/7/2017,Sao Paulo,Atletico-GO,0,3,0,0,0,3,0,3,3,18,21,39
871,5873,15,13,13/7/2017,Sport,Chapecoense,2,8,0,0,2,8,0,10,10,9,26,35
872,5874,15,13,13/7/2017,Flamengo,Gremio,2,2,0,0,2,2,0,4,4,12,20,32
873,5875,15,13,13/7/2017,Avai,Coritiba,2,2,0,0,2,2,0,4,4,14,18,32
874,5877,15,14,16/7/2017,Palmeiras,Vitoria,2,3,0,0,2,3,0,5,5,21,19,40
875,5878,15,14,16/7/2017,Vasco,Santos,4,3,0,1,4,4,1,7,8,16,25,41
876,5879,15,14,16/7/2017,Atletico-GO,Atletico-MG,2,3,0,0,2,3,0,5,5,21,24,45
877,5880,15,14,16/7/2017,Chapecoense,Sao Paulo,4,2,0,0,4,2,0,6,6,22,14,36
878,5881,15,14,16/7/2017,Cruzeiro,Flamengo,3,1,0,0,3,1,0,4,4,16,14,30
879,5882,15,14,16/7/2017,Gremio,Ponte Preta,1,2,0,0,1,2,0,3,3,20,18,38
880,5883,15,14,16/7/2017,Bahia,Avai,2,0,0,0,2,0,0,2,2,18,12,30
881,5884,15,14,16/7/2017,Coritiba,Fluminense,4,4,0,0,4,4,0,8,8,19,18,37
882,5885,15,14,17/7/2017,Botafogo-RJ,Sport,4,3,0,0,4,3,0,7,7,14,16,30
883,5886,15,15,19/7/2017,Vitoria,Gremio,3,3,0,0,3,3,0,6,6,18,7,25
884,5887,15,15,19/7/2017,Santos,Chapecoense,5,2,0,0,5,2,0,7,7,13,17,30
885,5888,15,15,19/7/2017,Avai,Corinthians,2,3,0,0,2,3,0,5,5,18,10,28
886,5889,15,15,19/7/2017,Ponte Preta,Coritiba,1,0,0,0,1,0,0,1,1,12,12,24
887,5890,15,15,19/7/2017,Atletico-MG,Bahia,4,6,0,0,4,6,0,10,10,19,18,37
888,5891,15,15,19/7/2017,Sao Paulo,Vasco,3,3,0,0,3,3,0,6,6,26,20,46
889,5892,15,15,19/7/2017,Flamengo,Palmeiras,2,9,0,0,2,9,0,11,11,16,23,39
890,5893,15,15,20/7/2017,Fluminense,Cruzeiro,3,3,0,0,3,3,0,6,6,21,18,39
891,5894,15,15,20/7/2017,Sport,Atletico-GO,2,1,0,0,2,1,0,3,3,22,34,56
892,5895,15,15,20/7/2017,Athletico-PR,Botafogo-RJ,3,5,0,1,3,6,1,8,9,16,21,37
893,5896,15,16,22/7/2017,Vitoria,Chapecoense,2,5,0,0,2,5,0,7,7,13,19,32
894,5897,15,16,22/7/2017,Flamengo,Coritiba,1,6,0,0,1,6,0,7,7,20,24,44
895,5898,15,16,23/7/2017,Santos,Bahia,1,1,0,0,1,1,0,2,2,10,19,29
896,5899,15,16,23/7/2017,Avai,Cruzeiro,2,0,0,0,2,0,0,2,2,20,10,30
897,5900,15,16,23/7/2017,Sport,Palmeiras,3,4,0,0,3,4,0,7,7,21,31,52
898,5901,15,16,23/7/2017,Fluminense,Corinthians,2,2,0,0,2,2,0,4,4,15,13,28
899,5902,15,16,23/7/2017,Athletico-PR,Ponte Preta,2,2,0,0,2,2,0,4,4,25,19,44
900,5903,15,16,23/7/2017,Atletico-GO,Botafogo-RJ,1,4,0,0,1,4,0,5,5,12,20,32
901,5904,15,16,23/7/2017,Atletico-MG,Vasco,5,3,0,0,5,3,0,8,8,24,16,40
902,5905,15,16,24/7/2017,Sao Paulo,Gremio,1,3,0,0,1,3,0,4,4,17,14,31
903,5906,15,17,29/7/2017,Botafogo-RJ,Sao Paulo,0,1,0,0,0,1,0,1,1,9,11,20
904,5907,15,17,29/7/2017,Palmeiras,Avai,1,2,0,1,1,3,1,3,4,19,18,37
