,total_cartoes_mandante,total_cartoes_visitante,faltas_mandante,faltas_visitante,total_faltas_partida,classico_regional,MedAma5_mandante,MedVer5_mandante,MedAma5_visitante,MedVer5_visitante,MedAmaTemp_mandante,MedAmaTemp_visitante,MedVerTemp_mandante,MedVerTemp_visitante,MedAmaH_mandante,MedAmaH_visitante,MedVerH_mandante,MedVerH_visitante,MaxAmaTemp_mandante,MinAmaTemp_mandante,MaxAmaTemp_visitante,MinAmaTemp_visitante,MaxVerTemp_mandante,MinVerTemp_mandante,MaxVerTemp_visitante,MinVerTemp_visitante
550,2,4,11,11,22,0,0.8,0.0,2.2,0.0,1.67,2.22,0.17,0.06,2.11,2.3,0.16,0.14,4.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0
551,2,2,11,7,18,0,1.8,0.0,1.8,0.0,2.0,1.94,0.0,0.06,2.0,2.11,0.0,0.18,4.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0
552,4,3,20,18,38,0,2.2,0.2,2.4,0.0,2.56,2.72,0.11,0.06,2.88,2.71,0.12,0.11,5.0,1.0,6.0,0.0,1.0,0.0,1.0,0.0
553,2,4,13,20,33,0,1.2,0.0,3.2,0.4,2.39,2.67,0.0,0.22,2.41,2.67,0.09,0.22,5.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0
554,1,3,15,24,39,0,1.6,0.0,2.8,0.8,2.61,2.5,0.11,0.22,2.61,2.18,0.11,0.16,6.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
555,4,4,22,14,36,0,3.2,0.2,2.6,0.0,3.0,2.06,0.17,0.0,2.82,2.45,0.16,0.18,6.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
556,5,3,18,16,34,0,2.4,0.4,3.0,0.4,2.22,2.28,0.17,0.22,2.76,2.02,0.15,0.11,6.0,1.0,4.0,0.0,1.0,0.0,2.0,0.0
557,0,1,15,12,27,0,1.2,0.0,2.4,0.0,2.28,2.28,0.11,0.11,2.14,2.25,0.11,0.09,6.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
558,4,3,15,8,23,0,2.4,0.0,3.8,0.0,1.83,2.78,0.06,0.28,1.77,2.55,0.05,0.18,4.0,0.0,6.0,0.0,1.0,0.0,3.0,0.0
559,3,4,16,25,41,0,1.8,0.0,2.4,0.4,1.78,2.28,0.0,0.28,1.76,2.47,0.0,0.12,4.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0
560,2,3,24,15,39,0,2.0,0.0,2.2,0.0,2.32,1.68,0.21,0.16,2.04,2.11,0.11,0.16,4.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0
561,2,2,21,25,46,0,2.8,0.0,2.4,0.0,2.74,2.37,0.05,0.16,2.72,2.8,0.11,0.14,6.0,0.0,6.0,1.0,1.0,0.0,1.0,0.0
562,2,5,12,28,40,0,1.8,0.0,2.0,0.0,2.16,2.0,0.0,0.0,2.48,2.0,0.18,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
563,4,1,15,14,29,0,1.8,0.2,1.0,0.0,2.37,1.95,0.26,0.05,2.45,1.81,0.12,0.05,5.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0
564,2,4,15,20,35,0,2.0,0.0,2.0,0.0,2.79,2.63,0.26,0.11,2.56,2.89,0.18,0.12,6.0,0.0,5.0,1.0,3.0,0.0,1.0,0.0
565,4,4,24,9,33,0,1.8,0.0,3.0,0.2,1.89,2.16,0.11,0.11,2.09,2.11,0.19,0.11,5.0,1.0,6.0,0.0,1.0,0.0,1.0,0.0
566,1,2,15,20,35,0,3.0,0.0,2.4,0.0,2.74,2.53,0.21,0.11,2.74,2.53,0.21,0.11,5.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
567,2,2,11,14,25,0,2.2,0.0,2.0,0.0,2.53,1.84,0.21,0.0,2.19,1.78,0.16,0.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
568,3,3,12,15,27,0,2.4,0.0,2.4,0.0,2.32,2.37,0.05,0.0,2.33,2.4,0.14,0.09,4.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
569,1,2,15,18,33,0,1.8,0.2,2.4,0.2,2.21,3.05,0.11,0.16,2.23,2.84,0.09,0.16,5.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
570,1,1,13,10,23,0,2.2,0.0,1.8,0.0,2.15,2.15,0.0,0.1,2.15,2.21,0.0,0.09,5.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0
571,1,2,19,12,31,0,2.0,0.0,3.0,0.4,1.85,2.3,0.0,0.2,1.79,2.03,0.0,0.1,4.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0
572,2,1,14,16,30,0,1.0,0.0,2.8,0.4,1.75,2.45,0.15,0.25,2.12,2.47,0.16,0.12,4.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
573,0,2,15,15,30,0,1.2,0.0,2.6,0.0,2.25,2.35,0.1,0.05,2.14,2.34,0.1,0.14,6.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0
574,1,2,9,22,31,0,3.6,0.2,2.8,0.6,3.0,2.5,0.15,0.2,2.83,2.19,0.16,0.16,6.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
575,0,2,16,16,32,0,1.2,0.0,3.4,0.0,2.5,2.15,0.1,0.0,2.5,2.47,0.1,0.18,6.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
576,3,6,12,22,34,1,1.4,0.0,2.8,0.0,2.4,2.7,0.0,0.05,2.41,2.71,0.09,0.1,5.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0
577,1,3,13,16,29,0,2.2,0.2,1.8,0.2,2.7,2.0,0.1,0.1,2.91,2.12,0.12,0.19,5.0,1.0,5.0,1.0,1.0,0.0,1.0,0.0
578,5,5,20,24,44,0,2.8,0.4,4.0,0.0,2.35,2.75,0.15,0.25,2.79,2.55,0.14,0.17,6.0,1.0,6.0,0.0,1.0,0.0,3.0,0.0
579,2,4,15,20,35,0,2.8,0.0,3.6,0.4,1.9,2.65,0.05,0.2,1.79,2.65,0.05,0.2,4.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
580,2,2,15,8,23,1,2.4,0.0,1.0,0.0,2.86,1.9,0.05,0.05,2.76,1.8,0.1,0.05,6.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0
581,3,3,17,13,30,0,1.6,0.0,2.6,0.0,2.86,2.38,0.24,0.1,2.59,2.38,0.17,0.1,6.0,0.0,6.0,0.0,3.0,0.0,1.0,0.0
582,3,2,13,12,25,0,2.2,0.0,2.6,0.0,2.05,2.43,0.1,0.19,2.14,2.81,0.19,0.16,5.0,1.0,6.0,1.0,1.0,0.0,1.0,0.0
583,4,4,18,17,35,0,1.8,0.0,3.2,0.2,2.38,2.14,0.24,0.1,2.45,2.1,0.12,0.1,5.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
584,7,5,17,20,37,0,2.0,0.0,2.6,0.0,2.14,2.43,0.0,0.0,2.47,2.42,0.17,0.08,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
585,4,0,15,13,28,0,1.6,0.2,2.8,0.0,2.1,1.76,0.1,0.14,2.19,2.12,0.08,0.15,5.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0
586,2,1,18,16,34,0,2.6,0.0,2.0,0.0,2.48,2.62,0.19,0.1,2.19,2.88,0.15,0.12,5.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0
587,4,5,18,19,37,0,1.8,0.0,1.8,0.2,2.29,2.9,0.19,0.14,2.03,2.8,0.1,0.15,4.0,0.0,6.0,0.0,2.0,0.0,1.0,0.0
588,3,5,20,19,39,0,2.6,0.0,2.8,0.0,2.71,2.1,0.19,0.0,2.71,2.1,0.19,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
589,3,2,12,14,26,0,2.8,0.0,1.8,0.0,2.33,1.81,0.05,0.0,2.34,1.75,0.14,0.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
590,4,3,9,18,27,0,1.0,0.0,1.6,0.0,2.41,2.18,0.09,0.09,2.41,2.22,0.09,0.08,6.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
591,1,2,16,20,36,0,3.0,0.6,2.6,0.0,2.41,2.36,0.18,0.05,2.8,2.35,0.15,0.13,6.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0
592,5,2,22,15,37,1,2.2,0.0,3.6,0.0,1.82,2.36,0.0,0.0,1.82,2.55,0.0,0.17,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
593,2,5,17,17,34,0,0.6,0.0,3.6,0.4,2.23,2.73,0.09,0.18,2.13,2.73,0.1,0.18,6.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
594,3,3,20,19,39,1,2.0,0.0,2.6,0.4,2.55,2.45,0.0,0.18,2.47,2.18,0.08,0.15,5.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0
595,1,3,15,19,34,0,1.4,0.0,3.6,0.0,1.68,2.82,0.14,0.05,2.08,2.75,0.15,0.1,4.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
596,3,0,15,9,24,0,2.0,0.0,3.0,0.2,2.55,2.45,0.09,0.23,2.85,2.5,0.12,0.12,5.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0
597,2,2,15,17,32,0,2.6,0.0,3.0,0.4,1.86,2.36,0.09,0.18,1.78,2.07,0.07,0.1,4.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0
598,1,2,19,13,32,1,1.8,0.0,4.2,0.0,2.23,2.86,0.0,0.23,2.23,2.6,0.0,0.17,5.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0
599,4,5,19,8,27,0,3.0,0.0,2.2,0.2,3.0,2.09,0.14,0.09,2.83,2.15,0.15,0.18,6.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0
600,3,1,14,8,22,0,2.4,0.0,2.2,0.0,2.83,1.65,0.17,0.13,2.83,2.07,0.17,0.15,5.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0
601,2,3,20,16,36,0,1.6,0.2,1.8,0.0,2.22,2.57,0.09,0.09,2.23,2.85,0.08,0.11,5.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0
602,2,2,25,17,42,0,2.2,0.0,2.8,0.0,2.48,2.35,0.17,0.17,2.2,2.77,0.15,0.15,5.0,0.0,6.0,1.0,1.0,0.0,1.0,0.0
603,4,2,16,16,32,0,1.6,0.0,2.2,0.0,2.83,1.96,0.22,0.0,2.59,1.96,0.16,0.0,6.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0
604,3,2,14,18,32,1,1.8,0.0,2.6,0.0,2.35,2.43,0.17,0.13,2.07,2.43,0.1,0.13,4.0,0.0,6.0,0.0,2.0,0.0,1.0,0.0
605,0,2,11,12,23,0,3.0,0.0,2.6,0.2,2.35,3.04,0.04,0.13,2.34,2.85,0.13,0.15,4.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
606,2,1,18,17,35,1,2.6,0.0,1.0,0.2,2.17,1.87,0.13,0.09,2.18,1.79,0.2,0.07,5.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0
607,2,1,10,12,22,0,2.2,0.0,3.4,0.0,2.83,2.17,0.04,0.0,2.75,2.17,0.1,0.0,6.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
608,4,3,23,16,39,0,2.0,0.0,2.6,0.0,2.35,2.57,0.22,0.0,2.46,2.48,0.11,0.08,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
609,1,4,14,16,30,0,3.2,0.0,3.2,0.0,2.35,2.22,0.0,0.09,2.54,2.13,0.16,0.1,7.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0
610,2,1,10,10,20,0,3.0,0.0,2.4,0.4,1.96,2.17,0.0,0.12,1.96,2.18,0.0,0.19,5.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0
611,0,3,17,13,30,0,2.8,0.4,2.8,0.0,2.33,2.12,0.17,0.0,2.76,2.12,0.15,0.0,6.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0
612,2,1,16,18,34,0,2.2,0.0,2.0,0.2,2.79,2.42,0.04,0.21,2.74,2.48,0.1,0.11,6.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
613,3,4,12,13,25,0,1.2,0.2,2.6,0.0,2.38,2.25,0.17,0.04,2.38,2.31,0.17,0.13,6.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0
614,4,1,15,12,27,0,2.0,0.0,1.0,0.2,2.58,1.83,0.08,0.08,2.85,1.77,0.11,0.06,5.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0
615,2,2,13,13,26,0,2.4,0.0,1.6,0.0,2.58,1.62,0.0,0.12,2.48,2.05,0.08,0.15,5.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0
616,0,2,13,15,28,0,1.0,0.0,2.6,0.0,2.29,2.33,0.08,0.21,2.16,2.06,0.1,0.11,6.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0
617,3,4,19,18,37,0,3.4,0.0,2.0,0.0,2.29,2.21,0.0,0.08,2.52,2.23,0.16,0.08,7.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0
618,0,1,14,8,22,0,2.4,0.0,3.4,0.0,2.46,2.88,0.17,0.21,2.19,2.61,0.15,0.16,5.0,0.0,6.0,0.0,1.0,0.0,3.0,0.0
619,3,5,18,24,42,0,3.0,0.0,4.0,0.2,3.0,2.79,0.12,0.21,2.84,2.79,0.15,0.21,6.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
620,3,4,16,16,32,1,2.6,0.0,2.8,0.0,1.8,2.56,0.08,0.0,1.76,2.48,0.06,0.08,4.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
621,2,4,16,17,33,0,1.4,0.0,3.0,0.0,1.6,2.24,0.16,0.16,2.03,2.71,0.16,0.14,4.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
622,2,2,12,23,35,1,2.2,0.0,3.2,0.0,2.76,2.2,0.24,0.08,2.57,2.13,0.17,0.1,6.0,0.0,6.0,0.0,3.0,0.0,1.0,0.0
623,0,1,20,21,41,0,2.2,0.2,2.0,0.0,2.28,2.6,0.24,0.12,2.05,2.86,0.13,0.13,4.0,0.0,5.0,1.0,2.0,0.0,1.0,0.0
624,4,3,17,11,28,0,2.6,0.0,3.4,0.0,2.36,2.32,0.2,0.0,2.46,2.52,0.11,0.16,5.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0
625,2,0,16,12,28,0,1.8,0.0,4.0,0.0,2.28,2.76,0.08,0.04,2.25,2.73,0.08,0.1,5.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
626,1,1,12,12,24,0,2.4,0.0,2.8,0.2,2.32,2.36,0.04,0.16,2.33,2.16,0.13,0.14,4.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
627,1,1,13,11,24,0,2.4,0.0,2.4,0.2,2.12,2.4,0.12,0.16,2.16,2.4,0.19,0.16,5.0,1.0,6.0,0.0,1.0,0.0,1.0,0.0
628,2,5,15,24,39,0,2.2,0.2,2.0,0.0,2.88,1.96,0.2,0.0,2.88,1.96,0.2,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
629,1,2,12,14,26,0,1.6,0.0,2.6,0.2,2.12,3.0,0.04,0.12,2.12,2.84,0.04,0.14,5.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
630,2,3,13,24,37,0,2.2,0.0,2.0,0.0,2.62,2.54,0.0,0.12,2.5,2.83,0.08,0.12,5.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0
631,3,3,20,11,31,0,1.8,0.2,2.2,0.4,2.19,2.08,0.23,0.12,2.02,2.14,0.12,0.19,4.0,0.0,5.0,1.0,2.0,0.0,1.0,0.0
632,2,3,16,12,28,0,1.4,0.0,2.6,0.0,2.08,2.08,0.04,0.0,2.08,2.08,0.04,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
633,2,6,11,20,31,0,2.0,0.0,3.6,0.0,2.27,2.65,0.04,0.04,2.31,2.69,0.12,0.09,4.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
634,1,5,19,12,31,0,2.6,0.4,2.0,0.2,2.27,2.35,0.19,0.15,2.72,2.35,0.16,0.15,6.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
635,4,3,21,19,40,0,2.0,0.2,2.4,0.2,2.85,2.31,0.19,0.15,2.85,2.14,0.19,0.14,5.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
636,4,3,19,15,34,0,2.4,0.2,3.2,0.0,1.81,2.35,0.12,0.0,1.77,2.53,0.08,0.16,4.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0
637,1,2,13,12,25,0,1.6,0.0,2.2,0.2,1.62,2.69,0.15,0.27,2.03,2.55,0.16,0.19,4.0,0.0,6.0,0.0,1.0,0.0,3.0,0.0
638,2,2,13,12,25,0,3.4,0.0,2.0,0.0,2.42,2.27,0.19,0.08,2.48,2.25,0.11,0.08,5.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
639,2,2,11,17,28,0,0.6,0.0,2.4,0.0,2.19,2.96,0.08,0.12,2.12,2.83,0.09,0.14,6.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
640,1,3,11,30,41,0,3.2,0.0,2.4,0.2,2.37,2.22,0.0,0.22,2.54,2.03,0.15,0.12,7.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0
641,4,3,18,9,27,0,1.6,0.0,1.4,0.2,2.33,1.59,0.15,0.15,2.15,2.02,0.14,0.15,5.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0
642,1,2,18,18,36,0,2.0,0.0,4.4,0.2,2.26,2.89,0.07,0.19,2.25,2.89,0.08,0.19,5.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
643,2,1,10,13,23,0,2.4,0.0,2.6,0.0,2.07,2.26,0.15,0.04,2.14,2.31,0.2,0.12,5.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0
644,4,4,23,16,39,0,3.0,0.0,0.8,0.2,2.11,1.89,0.0,0.11,2.11,1.8,0.0,0.08,5.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0
645,2,2,25,16,41,0,2.0,0.0,3.2,0.0,2.74,2.19,0.07,0.07,2.72,2.12,0.11,0.09,6.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
646,3,3,19,20,39,0,2.2,0.2,1.6,0.2,2.67,2.41,0.26,0.19,2.54,2.48,0.18,0.11,6.0,0.0,5.0,0.0,3.0,0.0,1.0,0.0
647,2,2,32,19,51,0,2.8,0.0,2.4,0.2,2.93,2.22,0.11,0.19,2.82,2.69,0.14,0.15,6.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
648,6,3,20,12,32,0,1.8,0.2,3.0,0.0,2.44,2.59,0.15,0.0,2.44,2.49,0.15,0.08,6.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
649,2,2,17,15,32,0,2.4,0.2,3.2,0.2,2.56,2.07,0.11,0.04,2.83,2.07,0.12,0.04,5.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0
650,2,3,9,14,23,0,1.8,0.0,2.2,0.0,2.21,2.21,0.04,0.07,2.29,2.23,0.12,0.08,4.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
651,3,3,16,19,35,0,2.4,0.2,1.8,0.0,2.86,2.43,0.18,0.18,2.86,2.48,0.18,0.11,5.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
652,0,3,16,16,32,0,2.8,0.2,3.2,0.0,1.96,2.18,0.11,0.07,1.83,2.12,0.08,0.09,4.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
2997,0,0,16,10,26,0,2.4,0.0,2.8,0.0,2.07,2.32,0.14,0.0,2.14,2.52,0.2,0.15,5.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0
653,0,2,19,17,36,0,2.2,0.2,2.4,0.0,2.25,2.39,0.21,0.14,2.05,2.18,0.12,0.14,4.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0
654,2,4,15,14,29,0,2.8,0.0,2.4,0.0,2.89,2.54,0.11,0.11,2.8,2.82,0.14,0.12,6.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0
655,2,2,15,25,40,0,2.6,0.2,3.4,0.2,2.68,2.71,0.25,0.07,2.55,2.71,0.18,0.11,6.0,0.0,6.0,0.0,3.0,0.0,1.0,0.0
656,1,2,11,12,23,0,1.6,0.0,2.4,0.2,1.64,2.57,0.14,0.14,2.03,2.57,0.15,0.14,4.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
657,3,1,17,10,27,0,1.4,0.0,3.6,0.0,2.07,2.61,0.04,0.0,2.07,2.5,0.04,0.08,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
658,2,2,14,13,27,0,2.2,0.2,2.8,0.0,2.21,2.18,0.18,0.0,2.68,2.18,0.15,0.0,6.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
659,1,3,16,19,35,0,2.0,0.0,2.2,0.2,2.24,2.17,0.07,0.21,2.24,2.01,0.07,0.12,5.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0
660,4,3,13,22,35,0,2.6,0.2,2.2,0.2,2.59,2.21,0.1,0.17,2.84,2.67,0.12,0.15,5.0,1.0,6.0,0.0,1.0,0.0,1.0,0.0
661,2,2,8,7,15,0,2.6,0.2,1.6,0.2,2.52,1.9,0.17,0.1,2.52,1.81,0.17,0.07,6.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0
662,3,2,17,15,32,0,3.0,0.0,2.6,0.0,2.17,2.86,0.0,0.1,2.17,2.79,0.0,0.13,5.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0
663,1,4,16,16,32,0,2.4,0.0,2.4,0.2,2.55,2.66,0.0,0.24,2.48,2.54,0.07,0.18,5.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0
664,4,2,23,12,35,0,2.0,0.0,4.0,0.0,2.69,2.86,0.07,0.17,2.7,2.86,0.1,0.17,6.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
2998,0,0,8,11,19,1,0.8,0.0,3.0,0.2,2.17,2.07,0.1,0.07,2.12,2.07,0.1,0.07,6.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
665,3,3,14,21,35,1,2.8,0.0,1.6,0.2,2.24,1.62,0.0,0.14,2.48,2.01,0.15,0.15,7.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0
666,2,3,16,18,34,1,2.0,0.0,2.2,0.6,2.38,2.0,0.14,0.14,2.18,2.1,0.13,0.19,5.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
667,2,3,16,13,29,0,3.6,0.0,2.6,0.0,2.45,2.21,0.17,0.03,2.49,2.28,0.1,0.12,5.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0
668,2,4,16,13,29,0,3.0,0.0,2.8,0.2,2.2,2.1,0.0,0.1,2.2,2.09,0.0,0.1,5.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0
669,1,2,15,17,32,0,2.6,0.2,2.6,0.0,2.7,2.2,0.23,0.07,2.56,2.22,0.18,0.07,6.0,0.0,5.0,0.0,3.0,0.0,1.0,0.0
670,0,3,18,14,32,1,1.6,0.0,2.4,0.0,2.23,2.63,0.03,0.1,2.29,2.85,0.12,0.12,4.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0
671,3,1,22,13,35,0,2.4,0.0,1.6,0.2,2.83,1.67,0.1,0.13,2.78,2.03,0.13,0.15,6.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0
672,4,3,18,29,47,0,1.6,0.2,3.2,0.0,2.23,2.5,0.17,0.0,2.68,2.46,0.15,0.07,6.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
673,2,1,11,10,21,0,2.0,0.2,2.0,0.2,1.9,2.0,0.1,0.07,1.81,2.0,0.07,0.07,4.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
674,0,2,19,17,36,0,2.4,0.0,2.2,0.4,2.73,2.5,0.07,0.17,2.72,2.5,0.1,0.17,6.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
675,1,7,13,20,33,0,1.6,0.0,1.6,0.0,2.03,2.43,0.13,0.17,2.12,2.49,0.19,0.1,5.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
676,1,5,9,20,29,0,1.8,0.2,3.6,0.0,2.17,2.83,0.23,0.17,2.01,2.83,0.13,0.17,4.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0
677,1,4,8,18,26,0,3.0,0.0,2.2,0.0,2.27,2.37,0.0,0.13,2.49,2.18,0.15,0.13,7.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0
678,0,2,12,15,27,0,2.8,0.2,2.8,0.0,2.48,2.19,0.16,0.0,2.48,2.19,0.16,0.0,6.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
679,0,1,16,15,31,1,2.0,0.0,3.2,0.2,2.42,2.65,0.13,0.06,2.2,2.68,0.13,0.1,5.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
680,2,5,13,19,32,0,1.4,0.0,1.8,0.2,1.65,1.9,0.13,0.1,2.01,1.81,0.14,0.07,4.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0
681,2,4,20,16,36,0,2.8,0.2,2.6,0.2,2.87,2.65,0.19,0.23,2.87,2.54,0.19,0.17,5.0,0.0,6.0,0.0,1.0,0.0,3.0,0.0
682,3,2,26,23,49,0,2.2,0.0,2.0,0.4,2.52,2.13,0.0,0.23,2.46,2.0,0.07,0.13,5.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0
683,1,3,12,25,37,1,3.2,0.0,2.6,0.0,2.58,2.84,0.16,0.1,2.55,2.78,0.1,0.13,7.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
684,1,4,12,17,29,0,2.6,0.2,2.0,0.0,2.65,2.23,0.1,0.0,2.86,2.46,0.12,0.14,5.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0
685,2,6,16,15,31,0,0.8,0.0,2.4,0.2,2.16,2.29,0.1,0.16,2.12,2.7,0.1,0.14,6.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
686,2,3,13,16,29,0,2.0,0.0,2.6,0.4,2.19,2.0,0.06,0.13,2.22,2.1,0.07,0.19,5.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
2999,0,0,8,9,17,0,1.4,0.2,2.4,0.0,1.97,2.16,0.06,0.03,1.97,2.26,0.06,0.12,5.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0
687,2,3,12,23,35,0,1.2,0.2,2.2,0.2,2.12,2.59,0.22,0.06,2.0,2.66,0.13,0.1,4.0,0.0,6.0,0.0,2.0,0.0,1.0,0.0
688,3,2,20,22,42,0,1.8,0.0,3.6,0.2,2.28,2.84,0.0,0.19,2.49,2.84,0.14,0.19,7.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0
689,0,1,12,14,26,0,1.2,0.0,1.8,0.2,2.16,1.66,0.09,0.12,2.11,2.01,0.1,0.14,6.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0
690,1,1,17,13,30,0,1.0,0.0,2.2,0.4,2.09,2.66,0.03,0.25,2.23,2.54,0.11,0.19,4.0,0.0,6.0,0.0,1.0,0.0,3.0,0.0
691,1,2,11,18,29,0,2.0,0.2,2.8,0.0,1.97,2.19,0.12,0.06,1.84,2.21,0.09,0.07,4.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
