,Unnamed: 0,Unnamed: 0.1,ID,campeonato,rodata,data,clube_mandante,clube_visitante,qtd_cartao_amarelo_mandante,qtd_cartao_amarelo_visitante,qtd_cartao_vermelho_mandante,qtd_cartao_vermelho_visitante,total_cartoes_mandante,total_cartoes_visitante,total_cartoes_vermelhos,total_cartoes_amarelos,total_cartoes_partida,faltas_mandante,faltas_visitante,total_faltas_partida,chave_classico,classico_regional,MedAma5_mandante,MedVer5_mandante,MedAma5_visitante,MedVer5_visitante,MedAmaTemp_mandante,MedAmaTemp_visitante,MedVerTemp_mandante,MedVerTemp_visitante,data_dt,MedAmaH_mandante,MedAmaH_visitante,MedVerH_mandante,MedVerH_visitante,MaxAmaTemp_mandante,MinAmaTemp_mandante,MaxAmaTemp_visitante,MinAmaTemp_visitante,MaxVerTemp_mandante,MinVerTemp_mandante,MaxVerTemp_visitante,MinVerTemp_visitante,ScoreMed_mandante,ScoreLevel_mandante,ScoreMed_visitante,ScoreLevel_visitante,ScoreMedTemp_mandante,ScoreLevelTemp_mandante,ScoreMedTemp_visitante,ScoreLevelTemp_visitante,FalAma_mandante,FalVer_mandante,FalAma_visitante,FalVer_visitante,FalAmaTemp_mandante,FalVerTemp_mandante,FalAmaTemp_visitante,FalVerTemp_visitante,Target_mandante_amarelo,Target_visitante_amarelo
599,589,589,5586,2016,22,29/8/2016,Athletico-PR,Botafogo-RJ,1.0,0.3333333333333333,0.0,0.0,3,2,0,5,5,0.33333333333333326,0.5384615384615385,26,Athletico-PRBotafogo-RJ,0,0.9333333333333332,0.0,0.6,0.0,0.16500000000000004,0.5664335664335663,0.020618556701030938,0.0,2016-08-29,0.7499999999999982,0.5244755244755245,0.30000000000000004,0.0,0.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0,0.75,0.3333333333333333,0.8555885262116717,0.25,0.10355029585798836,0.2,0.7471162377994677,0.0,0.6574468085106383,0.5738396624472574,0.7805128205128206,0.4910394265232975,0.5292397660818711,0.5691056910569107,0.6939313984168867,0.5053571428571428,1,0
600,590,590,5587,2016,23,7/9/2016,Santa Cruz,Chapecoense,0.5,0.375,1.0,0.0,4,3,1,6,7,0.05882352941176472,0.6470588235294118,27,Santa CruzChapecoense,0,0.3333333333333333,0.0,0.4444444444444445,0.0,0.6025,0.8164794007490638,0.4090909090909091,0.18,2016-09-07,0.6025,0.3333333333333339,0.4090909090909091,0.33333333333333304,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8387596899224806,0.8333333333333333,0.7009677419354838,0.8333333333333333,0.8110465116279071,1.0,0.8659966499162479,0.6666666666666666,0.9999999999999999,1.0,0.7306818181818181,0.6101694915254237,0.9999999999999999,1.0,0.6124999999999999,0.6013628620102215,1,1
601,591,591,5588,2016,23,7/9/2016,Figueirense,Athletico-PR,0.2,0.3333333333333333,0.0,0.0,1,2,0,3,3,0.4444444444444444,0.47058823529411775,36,FigueirenseAthletico-PR,0,1.0,1.0,1.0,0.0,1.0,0.6742857142857143,0.75,0.1,2016-09-07,0.3428571428571425,0.7619047619047628,0.5714285714285712,0.2222222222222221,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.7078571428571429,0.5,0.9683098591549296,1.0,0.7273076923076923,0.3333333333333333,0.8361290322580646,0.4783969465648855,0.8751835535976505,0.6121673003802282,0.6910000000000001,0.48670212765957444,0.7774869109947644,0.618,0,0
602,592,592,5589,2016,23,7/9/2016,Botafogo-RJ,Fluminense,1.0,0.2857142857142857,0.0,0.0,5,2,0,7,7,0.9375,0.33333333333333337,37,Botafogo-RJFluminense,1,0.6470588235294118,0.0,1.0,0.0,0.7711864406779662,1.0,0.0,0.0,2016-09-07,0.7711864406779662,0.6071428571428577,0.0,0.25,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8850226928895615,0.3333333333333333,1.0,1.0,0.8711932101847228,0.25,1.0,1.0,0.8895348837209303,0.5687732342007434,0.3252380952380952,0.6381322957198443,0.8765859284890426,0.5547445255474452,0.447719298245614,0.6323809523809524,1,0
603,593,593,5590,2016,23,7/9/2016,Atletico-MG,Vitoria,0.5,0.8333333333333333,0.0,0.0,2,5,0,7,7,0.5625,0.4444444444444444,34,Atletico-MGVitoria,0,0.3,0.0,0.8181818181818181,1.0,0.892,0.944636678200692,0.6428571428571428,0.36,2016-09-07,0.6666666666666679,0.944636678200692,0.3333333333333339,0.36,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8140909090909091,0.16666666666666666,0.9661346827559361,1.0,0.9605887939221274,0.8,0.9211538461538462,1.0,0.9520905923344947,0.6332046332046333,0.38857142857142857,0.6181818181818182,0.8355342136854742,0.8317073170731707,0.735195530726257,0.8738938053097345,0,1
604,594,594,5591,2016,23,7/9/2016,Palmeiras,Sao Paulo,0.6000000000000001,0.42857142857142855,0.0,0.0,3,3,0,6,6,0.7,0.6875,39,PalmeirasSao Paulo,1,0.8333333333333334,0.0,0.9285714285714286,0.5,0.8173076923076922,0.5444444444444445,0.0,0.8181818181818182,2016-09-07,0.46153846153846345,0.9375000000000018,0.16666666666666652,0.7999999999999998,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8226262626262627,0.6666666666666666,0.9916776171703899,1.0,0.896636587366694,0.8333333333333333,0.9822286263208453,1.0,0.48117647058823526,0.6185567010309279,0.9658119658119658,0.6203389830508474,0.9165507649513213,0.6029411764705882,0.8945827232796487,0.582010582010582,1,1
605,595,595,5592,2016,23,7/9/2016,Flamengo,Ponte Preta,0.25,0.5,0.0,0.0,1,3,0,4,4,0.5454545454545455,0.5333333333333333,34,FlamengoPonte Preta,0,0.7,0.0,0.9,0.0,0.672,0.705,0.28,0.41666666666666674,2016-09-07,0.30555555555555536,0.7857142857142883,0.16666666666666607,0.25000000000000044,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6940909090909091,0.16666666666666666,0.7799999999999999,1.0,0.8533333333333334,0.5,0.7979310344827586,1.0,0.8366666666666667,0.5688888888888889,0.8482428115015973,0.8603603603603603,0.8953201970443351,0.7883076923076924,0.88,0.8701594533029612,0,1
606,596,596,5593,2016,23,7/9/2016,Coritiba,Gremio,0.6000000000000001,0.0,0.0,0.0,3,0,0,3,3,0.4285714285714286,0.0,24,CoritibaGremio,0,0.5555555555555556,0.0,0.8823529411764706,0.5,0.7919254658385092,0.7000000000000001,0.49999999999999994,0.696969696969697,2016-09-07,0.2500000000000018,0.25,0.33333333333333304,1.0,1.0,1.0,0.7142857142857142,0.0,1.0,0.0,1.0,0.0,0.9034343434343435,1.0,0.7889285714285714,1.0,0.9540229885057472,1.0,0.8109803921568627,0.6666666666666666,0.34578947368421054,0.9246231155778895,0.8776859504132231,0.5842268041237113,0.59135039717564,0.9236453201970444,0.9609375,0.6446601941747573,1,0
607,597,597,5594,2016,23,8/9/2016,Corinthians,Sport,0.5,0.3333333333333333,0.0,0.0,2,2,0,4,4,0.5294117647058824,0.5,32,CorinthiansSport,0,0.9285714285714286,0.0,1.0,0.6666666666666667,0.7440000000000001,0.9593495934959348,0.6428571428571428,0.36,2016-09-08,0.33333333333333215,1.0,0.40000000000000013,0.625,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.8879069767441861,0.6000000000000001,0.9476619476619477,1.0,0.792608695652174,0.3333333333333333,0.9722222222222222,1.0,0.5510204081632653,0.5955882352941176,0.4166666666666667,0.872035080725533,0.8082627118644068,0.5396551724137931,0.8558558558558559,1.0,0,0
608,598,598,5595,2016,23,8/9/2016,America-MG,Cruzeiro,0.25,0.2857142857142857,0.0,0.0,1,2,0,3,3,0.7999999999999999,0.5454545454545455,32,America-MGCruzeiro,1,0.8181818181818181,0.0,0.8750000000000001,0.0,0.991111111111111,0.9533333333333333,0.0,0.23,2016-09-08,0.991111111111111,0.9375000000000018,0.0,0.44444444444444464,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.9042105263157894,0.3333333333333333,0.7377142857142857,1.0,0.9395238095238095,0.6000000000000001,0.7973076923076924,0.6666666666666666,0.7521286660359509,0.5968379446640316,0.5736636245110822,0.9343434343434344,0.8070588235294118,0.7943262411347518,0.8237232289950576,0.9156976744186046,0,0
609,599,599,5596,2016,23,8/9/2016,Internacional,Santos,0.75,0.5,0.0,1.0,4,5,1,8,9,0.4347826086956522,0.0,27,InternacionalSantos,0,0.8333333333333334,0.0,0.8461538461538461,0.33333333333333337,0.6666666666666666,0.5971428571428571,0.28,0.36,2016-09-08,0.6190476190476186,0.33333333333333215,0.3999999999999999,0.0,1.0,0.0,1.0,0.5,1.0,0.0,1.0,0.0,0.9100112485939257,1.0,0.8945945945945947,0.5,0.9202430687428789,1.0,0.8778947368421052,0.3333333333333333,0.8902627511591963,0.6490066225165563,0.9803921568627452,0.6055045871559633,0.8748159057437409,0.6950531914893616,0.9345047923322682,0.6435406698564593,1,1
610,600,600,5597,2016,24,10/9/2016,Vitoria,Flamengo,0.25,0.14285714285714285,1.0,0.0,3,1,1,3,4,0.3846153846153848,0.0,22,VitoriaFlamengo,0,0.7999999999999999,0.0,0.7857142857142858,0.0,0.9826388888888888,0.18400000000000016,0.2537313432835821,0.26,2016-09-10,0.9826388888888888,0.28947368421052655,0.2537313432835821,0.2857142857142858,0.8333333333333333,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6996969696969697,1.0,0.9468024900962082,1.0,0.7050000000000001,1.0000000000000002,0.13808139534883734,0.0,0.9099999999999999,1.0,0.7171922685656155,0.9463087248322147,0.012962962962962954,0.924731182795699,0.6599999999999999,0.7609925558312655,0,0
611,601,601,5598,2016,24,11/9/2016,Chapecoense,Coritiba,0.5,0.5,0.0,0.0,2,3,0,5,5,1.0,0.33333333333333337,36,ChapecoenseCoritiba,0,0.6666666666666667,1.0,0.5294117647058824,0.0,0.23605150214592296,0.6977777777777776,0.03191489361702128,0.44999999999999996,2016-09-11,0.3571428571428559,0.2142857142857153,0.33333333333333304,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.9820000000000001,0.75,0.976086956521739,1.0,0.049302325581395356,0.0,0.6521739130434794,1.0,0.30892857142857144,0.6360294117647058,0.9093333333333333,0.60062893081761,0.36612903225806437,0.6280834914611005,0.11309949892627058,1.0,0,1
612,602,602,5599,2016,24,11/9/2016,Sao Paulo,Figueirense,0.4,0.2,0.0,0.0,2,2,0,4,4,1.0,0.6428571428571428,42,Sao PauloFigueirense,0,0.7857142857142858,0.0,0.9333333333333332,0.0,0.11888111888111885,0.903614457831325,0.68,0.7391304347826088,2016-09-11,0.9411764705882355,0.30303030303030276,0.6666666666666665,0.5714285714285712,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.84,0.4,0.9192052980132451,0.6666666666666666,0.8743016759776534,0.75,0.8923357664233578,0.8,0.804733727810651,0.5404411764705882,0.47870967741935483,0.9128205128205128,0.8673684210526316,0.570110701107011,0.5581818181818183,0.5608974358974358,0,0
613,603,603,5600,2016,24,11/9/2016,Cruzeiro,Botafogo-RJ,1.0,0.3333333333333333,0.0,0.0,4,2,0,6,6,0.75,0.5,32,CruzeiroBotafogo-RJ,0,0.6153846153846154,0.0,0.7333333333333334,0.0,0.4642857142857144,0.6713286713286714,0.0,0.0,2016-09-11,0.7222222222222214,0.6713286713286714,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.9024812463935373,1.0,0.8585558852621168,0.25,0.041884816753926746,0.33333333333333326,0.8039041703637976,0.3333333333333333,0.9523076923076924,0.5882352941176471,0.7743589743589743,0.5412186379928315,0.14657980456026065,1.0,0.591029023746702,0.5696428571428571,1,0
614,604,604,5601,2016,24,11/9/2016,Sport,Santa Cruz,0.4,0.0,1.0,1.0,3,2,2,3,5,0.4117647058823529,0.6428571428571428,32,SportSanta Cruz,1,0.75,0.0,0.8125,0.0,0.9440559440559441,0.048484848484848575,0.0,0.65,2016-09-11,1.0,0.048484848484848575,0.5,0.65,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.9745472344591287,0.75,0.696969696969697,1.0,0.8484848484848486,0.75,0.47737765466297355,1.0000000000000002,0.8446026097271649,0.6218181818181818,0.9193037974683542,1.0,0.0547945205479452,1.0,0.8931506849315067,0.6879651162790699,0,0
615,605,605,5602,2016,24,11/9/2016,Athletico-PR,Internacional,0.0,0.2857142857142857,0.0,0.0,0,2,0,2,2,0.2222222222222221,0.3846153846153846,23,Athletico-PRInternacional,0,1.0,0.0,0.7222222222222223,1.0,0.17500000000000004,0.2727272727272725,0.010309278350515469,0.3939393939393939,2016-09-11,0.7499999999999982,0.8235294117647083,0.19999999999999996,0.49999999999999956,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.75,0.3333333333333333,0.7799999999999999,1.0,0.12031558185404334,0.4000000000000001,0.6943999999999999,1.0,0.6297872340425532,0.6244725738396624,0.8418156808803303,0.7424242424242424,0.5380116959064325,0.6341463414634148,0.7213114754098362,0.7179127998599194,0,0
616,606,606,5603,2016,24,11/9/2016,Santos,Corinthians,0.4,0.14285714285714285,0.0,0.0,2,1,0,3,3,0.6666666666666667,0.6153846153846154,35,SantosCorinthians,1,1.0,0.0,0.3125,0.5,0.19444444444444442,0.5209580838323356,0.3939393939393939,0.6428571428571428,2016-09-11,0.5000000000000018,0.4375000000000018,0.4285714285714288,0.6000000000000001,0.9999999999999999,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.7645454545454545,0.16666666666666666,0.5425,0.16666666666666666,0.33397312859884876,0.0,0.3309803921568626,0.2,0.827536231884058,0.5637860082304528,0.9376979936642028,0.527972027972028,0.7080291970802923,0.429572192513369,0.10450819672131151,0.5187713310580204,0,0
617,607,607,5604,2016,24,11/9/2016,Ponte Preta,America-MG,0.5,0.16666666666666666,0.0,0.0,2,1,0,3,3,0.0625,0.23529411764705876,22,Ponte PretaAmerica-MG,0,0.7857142857142858,0.0,1.0,0.0,0.12145748987854255,0.8127340823970037,0.23529411764705882,0.0,2016-09-11,0.6875,0.8127340823970037,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8181481481481481,1.0,0.655,1.0,0.14238773274917849,1.0,0.6427027027027028,0.4000000000000001,0.8277027027027025,0.5895061728395061,0.8702397743300423,0.6776556776556777,0.7086330935251799,0.9743589743589742,0.10457516339869155,0.8675,0,0
618,608,608,5605,2016,24,11/9/2016,Gremio,Palmeiras,1.0,0.3333333333333333,0.0,0.0,4,3,0,7,7,0.9999999999999999,0.47058823529411764,39,GremioPalmeiras,0,0.5555555555555556,0.0,0.7222222222222223,0.0,0.0,0.7136363636363634,0.611111111111111,0.0,2016-09-11,0.05555555555555358,0.6666666666666679,0.75,0.16666666666666652,0.33333333333333326,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8378260869565217,0.5,0.8494545454545454,1.0,0.06428571428571406,0.33333333333333326,0.6256410256410256,1.0000000000000002,0.5841269841269842,0.7012987012987013,0.9391891891891891,0.5887850467289719,0.9279279279279278,0.6227390180878553,0.1039903264812575,0.6019261637239166,1,1
619,609,609,5606,2016,24,12/9/2016,Fluminense,Atletico-MG,0.14285714285714285,0.6666666666666666,0.0,0.0,1,4,0,5,5,0.4615384615384617,0.3913043478260869,30,FluminenseAtletico-MG,0,0.9411764705882354,0.0,0.9411764705882354,0.0,0.991561181434599,0.6449275362318844,0.0,0.6,2016-09-12,0.7058823529411775,0.6874999999999982,0.16666666666666652,0.3333333333333339,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7830769230769231,0.6666666666666666,0.9745030250648228,1.0,1.0,1.0,0.8273684210526315,0.6000000000000001,0.6666666666666666,0.6268656716417911,0.7442857142857142,0.7629310344827586,0.012278308321964415,0.6213235294117646,0.4775725593667546,0.802992518703242,0,1
620,610,610,5607,2016,25,14/9/2016,Botafogo-RJ,Santos,0.4,0.125,0.0,0.0,2,1,0,3,3,0.1875,0.0,20,Botafogo-RJSantos,0,0.8823529411764706,0.0,0.9230769230769229,0.6666666666666667,0.8305084745762712,0.62,0.0,0.48,2016-09-14,0.8305084745762712,0.5333333333333332,0.0,0.16666666666666696,1.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.9455370650529502,0.6666666666666666,0.9054054054054055,0.5,0.907139291063405,0.5,0.894736842105263,0.3333333333333333,0.813953488372093,0.6505576208178439,0.8790849673202614,0.42816513761467895,0.8396770472895041,0.6240875912408759,0.9057507987220447,0.4704784688995215,0,0
621,611,611,5608,2016,25,14/9/2016,Figueirense,America-MG,0.0,0.3333333333333333,0.0,1.0,0,3,1,2,3,0.5,0.05882352941176472,30,FigueirenseAmerica-MG,0,0.9333333333333332,0.6666666666666667,0.8235294117647058,0.0,0.966804979253112,0.7940074906367042,0.7083333333333335,0.0,2016-09-14,0.22857142857142776,0.7940074906367042,0.5714285714285712,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9814495254529768,1.0,0.6347058823529411,0.8333333333333333,0.9590669014084507,0.8333333333333333,0.6237837837837839,0.4000000000000001,0.8774193548387096,0.5190839694656488,0.8956276445698166,0.7216117216117216,0.7120000000000001,0.5305851063829787,0.1699346405228752,0.8975,0,0
622,612,612,5609,2016,25,14/9/2016,Ponte Preta,Gremio,0.5,0.14285714285714285,0.0,0.0,2,1,0,3,3,0.4375,0.5882352941176471,34,Ponte PretaGremio,0,0.7857142857142858,0.0,0.5882352941176471,0.5,0.10526315789473673,0.6914285714285714,0.23529411764705882,0.6363636363636364,2016-09-14,0.625,0.08333333333333215,0.0,0.8571428571428572,1.0,0.0,0.7142857142857142,0.0,1.0,0.0,1.0,0.0,0.7933333333333333,0.8333333333333333,0.75,0.8333333333333333,0.10514786418400845,1.0,0.8086274509803922,0.6666666666666666,0.8085585585585584,0.6203703703703703,0.9239669421487603,0.6151546391752577,0.6942446043165469,1.0,0.9812500000000001,0.7067961165048543,0,0
623,613,613,5610,2016,25,14/9/2016,Santa Cruz,Athletico-PR,0.5,0.6666666666666666,0.0,0.0,3,4,0,7,7,0.23529411764705876,0.3529411764705882,25,Santa CruzAthletico-PR,0,0.39999999999999997,1.0,1.0,0.0,0.595,0.6428571428571428,0.7727272727272728,0.08,2016-09-14,0.595,0.5714285714285712,0.7727272727272728,0.2222222222222221,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8267441860465116,0.8333333333333333,0.7203571428571429,0.6666666666666666,0.8055959302325583,1.0,0.7226923076923077,0.3333333333333333,0.9162132752992382,0.5233160621761658,0.9162995594713657,0.688212927756654,0.9958041958041957,0.5356200527704486,0.824607329842932,0.68,1,1
624,614,614,5611,2016,25,14/9/2016,Coritiba,Corinthians,0.6000000000000001,0.14285714285714285,1.0,0.0,4,1,1,4,5,0.4285714285714286,0.16666666666666663,27,CoritibaCorinthians,0,0.5555555555555556,0.0,0.3125,0.5,0.8012422360248447,0.4970059880239521,0.4444444444444444,0.5714285714285714,2016-09-14,0.2500000000000018,0.3125000000000018,0.0,0.3999999999999999,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8989898989898991,1.0,0.546875,0.16666666666666666,0.9506172839506173,1.0,0.33647058823529385,0.2,0.33789473684210525,1.0,0.9852164730728616,0.5874125874125874,0.5781112091791704,1.0,0.14754098360655732,0.5477815699658704,1,0
625,615,615,5612,2016,25,14/9/2016,Palmeiras,Flamengo,0.4,0.14285714285714285,0.0,1.0,2,2,1,3,4,0.35,0.3125,26,PalmeirasFlamengo,0,1.0,0.0,0.5714285714285715,0.0,0.8269230769230769,0.16000000000000036,0.0,0.24,2016-09-14,0.5384615384615401,0.23684210526315752,0.16666666666666652,0.2857142857142858,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8416161616161616,0.6666666666666666,0.9151103565365025,1.0,0.9040196882690731,1.0,0.09738372093023262,0.0,0.47058823529411764,0.6872852233676976,0.7222787385554426,1.0,0.9082058414464534,0.6617647058823529,0.6644444444444444,0.787394540942928,0,0
626,616,616,5613,2016,25,15/9/2016,Atletico-MG,Sport,0.0,0.16666666666666666,0.0,0.5,0,2,1,1,2,0.3125,0.33333333333333326,28,Atletico-MGSport,0,0.5,0.0,0.8666666666666667,0.0,0.916,0.9471544715447154,0.5714285714285714,0.42,2016-09-15,0.9166666666666679,0.9523809523809543,0.3333333333333339,0.75,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.825909090909091,0.3333333333333333,0.9438009438009438,1.0,0.969610636277303,0.8,0.9722222222222222,1.0,0.9277003484320557,0.6988416988416989,0.4266666666666667,0.9567470599960135,0.8163265306122449,0.9121951219512195,0.8661518661518662,0.8716763005780347,0,0
627,617,617,5614,2016,25,15/9/2016,Fluminense,Chapecoense,0.42857142857142855,0.5,0.0,0.0,3,4,0,7,7,0.8461538461538463,0.4782608695652173,37,FluminenseChapecoense,0,1.0,0.0,0.5555555555555556,0.0,0.9662447257383965,0.8277153558052435,0.0,0.16,2016-09-15,0.5882352941176485,0.3888888888888893,0.16666666666666652,0.33333333333333304,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7692307692307693,0.6666666666666666,0.7070967741935484,0.8333333333333333,0.9824236817761334,1.0,0.8777219430485763,0.6666666666666666,0.6977777777777777,0.6791044776119403,0.7261363636363636,0.6711864406779661,0.0300136425648021,0.6470588235294117,0.615,0.666098807495741,1,1
628,618,618,5615,2016,25,15/9/2016,Sao Paulo,Cruzeiro,0.0,0.0,0.0,0.3333333333333333,0,1,1,0,1,0.38888888888888884,0.0,22,Sao PauloCruzeiro,0,0.8571428571428571,0.0,0.7083333333333334,0.0,0.11188811188811187,0.96,0.68,0.21,2016-09-15,0.8823529411764692,0.9999999999999982,0.6666666666666665,0.33333333333333326,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.8813793103448276,0.6000000000000001,0.7165714285714285,1.0,1.0,1.0,0.7965384615384616,0.6666666666666666,0.8772189349112426,0.6323529411764706,0.5867014341590613,1.0,0.9136842105263157,0.6162361623616236,0.8220757825370675,1.0,0,0
629,619,619,5616,2016,25,15/9/2016,Internacional,Vitoria,0.5,0.8333333333333333,0.0,0.0,3,5,0,8,8,0.3913043478260869,1.0,42,InternacionalVitoria,0,0.8333333333333334,0.0,0.9090909090909091,0.5,0.6666666666666666,0.9653979238754324,0.24,0.42,2016-09-15,0.6666666666666661,0.9653979238754324,0.3999999999999999,0.42,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9186351706036744,1.0,0.9731413001167768,1.0,0.9115077857956704,1.0,0.9215384615384616,1.0,0.874806800618238,0.7119205298013245,0.36057142857142854,0.6697272727272727,0.865979381443299,0.75,0.7106145251396648,0.7539823008849558,1,1
630,620,620,5617,2016,26,17/9/2016,Corinthians,Palmeiras,0.5,0.4444444444444444,1.0,0.0,3,4,1,6,7,0.5882352941176471,0.4444444444444444,32,CorinthiansPalmeiras,1,0.9285714285714286,0.0,0.7777777777777778,0.0,0.7200000000000001,0.709090909090909,0.5714285714285714,0.0,2016-09-17,0.16666666666666607,0.6666666666666679,0.19999999999999996,0.16666666666666652,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8874418604651162,0.6000000000000001,0.8454545454545455,1.0,0.7895652173913044,0.3333333333333333,0.6041025641025644,0.8,0.5559183673469387,0.6507352941176471,0.9358108108108107,0.6386292834890965,0.840042372881356,0.6155172413793103,0.09673518742442566,0.6484751203852328,0,1
631,621,621,5618,2016,26,18/9/2016,Flamengo,Figueirense,0.5,0.4000000000000001,0.0,0.5,2,4,1,5,6,0.6363636363636364,0.4,33,FlamengoFigueirense,0,0.7,0.0,1.0,0.0,0.6400000000000001,0.7710843373493974,0.32,0.6956521739130435,2016-09-18,0.16666666666666607,0.1212121212121211,0.33333333333333304,0.4285714285714288,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7009090909090909,0.16666666666666666,0.9196467991169978,0.6666666666666666,0.8458666666666667,0.5,0.8731751824817517,0.8,0.8822222222222222,0.6355555555555555,0.4838709677419355,1.0,0.9384236453201972,0.6703296703296703,0.6236363636363635,0.6153846153846153,0,1
632,622,622,5619,2016,26,18/9/2016,Cruzeiro,Atletico-MG,0.25,0.3333333333333333,1.0,0.0,2,2,1,3,4,0.41666666666666674,0.8888888888888888,35,CruzeiroAtletico-MG,1,0.8461538461538461,0.0,0.9411764705882354,0.0,0.3392857142857144,0.6304347826086959,0.011235955056179761,0.5333333333333333,2016-09-18,0.6111111111111089,0.6874999999999982,0.16666666666666696,0.3333333333333339,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.9422965954991345,1.0,0.9796888504753674,1.0,0.029450261780104903,0.33333333333333326,0.8126315789473681,0.6000000000000001,0.8984615384615385,0.660633484162896,0.7257142857142856,0.8318965517241379,0.16286644951140072,0.8719038817005547,0.4828496042216359,0.8753117206982544,0,0
633,623,623,5620,2016,26,18/9/2016,Sport,Coritiba,0.0,0.16666666666666666,0.0,0.0,0,1,0,1,1,0.7647058823529412,0.8571428571428572,41,SportCoritiba,0,0.9166666666666667,1.0,0.5882352941176471,0.0,0.8951048951048949,0.711111111111111,0.08433734939759033,0.6,2016-09-18,0.9000000000000004,0.25,1.0,0.5,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.9789525208027411,1.0,0.9747826086956523,1.0,0.8424242424242427,0.75,0.6677018633540373,1.0,0.8446026097271649,0.6727272727272727,0.8906666666666666,0.6509433962264152,0.0730593607305936,0.6644224422442244,0.1037938439513243,0.6893750000000002,0,0
634,624,624,5621,2016,26,18/9/2016,Gremio,Fluminense,1.0,0.42857142857142855,0.0,0.0,4,3,0,7,7,0.6,0.17647058823529416,28,GremioFluminense,0,0.7222222222222223,0.0,0.9444444444444444,0.0,0.006060606060605878,0.9830508474576272,0.5555555555555556,0.0,2016-09-18,0.05555555555555358,0.5,0.75,0.16666666666666652,0.33333333333333326,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8804347826086957,0.6666666666666666,0.9989621172807472,1.0,0.11785714285714288,0.33333333333333326,1.0,1.0,0.5650793650793651,0.8008658008658008,0.3276190476190476,0.6964980544747081,1.0,0.7286821705426357,0.45964912280701753,0.7238095238095238,1,1
635,625,625,5622,2016,26,18/9/2016,Chapecoense,Ponte Preta,0.5,0.0,0.0,0.0,2,0,0,2,2,0.5,0.06666666666666676,28,ChapecoensePonte Preta,0,0.75,0.0,1.0,0.0,0.2618025751072961,0.69,0.021276595744680854,0.33333333333333337,2016-09-18,0.5,0.6428571428571459,0.33333333333333304,0.25000000000000044,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.782258064516129,1.0,0.08093023255813958,0.5,0.7855172413793103,1.0,0.31321428571428567,0.7095588235294118,0.8594249201277955,0.9459459459459459,0.3516129032258064,0.7001897533206831,0.8842857142857143,0.9726651480637812,0,0
636,626,626,5623,2016,26,18/9/2016,Athletico-PR,Sao Paulo,0.3333333333333333,0.14285714285714285,0.0,0.0,1,1,0,2,2,0.33333333333333326,0.3846153846153846,24,Athletico-PRSao Paulo,0,0.7999999999999999,0.0,1.0,0.25,0.15999999999999992,0.5244444444444444,0.010309278350515469,0.7272727272727274,2016-09-18,0.6999999999999993,0.8125000000000018,0.19999999999999996,0.6000000000000001,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7258333333333333,0.16666666666666666,1.0,1.0,0.09467455621301801,0.2,0.9990393852065322,1.0,0.6765957446808512,0.670886075949367,0.9586894586894588,0.6847457627118644,0.5380116959064325,0.6829268292682927,0.9633967789165447,0.6843033509700176,0,0
