,ID,clube_mandante,qtd_cartao_amarelo_mandante,qtd_cartao_vermelho_mandante,clube_visitante,qtd_cartao_amarelo_visitante,qtd_cartao_vermelho_visitante,total_cartoes_mandante,total_cartoes_visitante,total_cartoes_amarelos,total_cartoes_vermelhos,total_cartoes_partida
1145,5775,Chapecoense,2,1,Avai,1,1,3,2,3,2,5
1146,5776,Coritiba,3,0,Athletico-PR,2,0,3,2,5,0,5
1147,5777,Fluminense,0,0,Vitoria,5,0,0,5,5,0,5
1148,5778,Corinthians,0,0,Santos,1,1,0,2,1,1,2
1149,5779,Flamengo,2,0,Botafogo-RJ,2,0,2,2,4,0,4
1150,5780,Avai,4,0,Sport,4,0,4,4,8,0,8
1151,5781,Palmeiras,2,0,Atletico-MG,4,0,2,4,6,0,6
1152,5782,Ponte Preta,2,0,Sao Paulo,5,0,2,5,7,0,7
1153,5783,Gremio,2,0,Vasco,3,0,2,3,5,0,5
1154,5784,Cruzeiro,1,0,Chapecoense,3,0,1,3,4,0,4
1155,5785,Bahia,0,0,Atletico-GO,2,0,0,2,2,0,2
1156,5786,Fluminense,3,0,Athletico-PR,3,0,3,3,6,0,6
1157,5787,Atletico-MG,3,0,Avai,1,0,3,1,4,0,4
1158,5788,Coritiba,4,0,Palmeiras,3,0,4,3,7,0,7
1159,5789,Santos,4,0,Botafogo-RJ,2,0,4,2,6,0,6
1160,5790,Vasco,0,0,Corinthians,3,0,0,3,3,0,3
1161,5791,Sport,2,0,Flamengo,2,0,2,2,4,0,4
1162,5792,Atletico-GO,1,0,Ponte Preta,2,1,1,3,3,1,4
1163,5793,Sao Paulo,1,0,Vitoria,1,0,1,1,2,0,2
1164,5794,Chapecoense,4,0,Gremio,3,0,4,3,7,0,7
1165,5795,Bahia,4,0,Cruzeiro,2,1,4,3,6,1,7
1166,5796,Palmeiras,4,0,Fluminense,2,0,4,2,6,0,6
1167,5797,Vasco,0,0,Sport,1,0,0,1,1,0,1
1168,5798,Botafogo-RJ,4,0,Coritiba,3,0,4,3,7,0,7
1169,5799,Ponte Preta,2,0,Chapecoense,4,0,2,4,6,0,6
1170,5800,Avai,2,1,Flamengo,1,0,3,1,3,1,4
1171,5801,Vitoria,3,0,Atletico-MG,2,0,3,2,5,0,5
1172,5802,Corinthians,1,0,Sao Paulo,1,0,1,1,2,0,2
1173,5803,Cruzeiro,3,0,Atletico-GO,4,0,3,4,7,0,7
1174,5804,Athletico-PR,1,0,Santos,1,1,1,2,2,1,3
1175,5805,Gremio,0,0,Bahia,1,0,0,1,1,0,1
1176,5806,Atletico-MG,2,0,Athletico-PR,5,1,2,6,7,1,8
1177,5807,Atletico-GO,3,0,Avai,6,0,3,6,9,0,9
1178,5808,Vitoria,1,1,Botafogo-RJ,1,0,2,1,2,1,3
1179,5809,Sport,1,0,Sao Paulo,1,0,1,1,2,0,2
1180,5810,Flamengo,2,0,Ponte Preta,2,0,2,2,4,0,4
1181,5811,Santos,1,0,Palmeiras,3,0,1,3,4,0,4
1182,5812,Chapecoense,3,0,Vasco,2,0,3,2,5,0,5
1183,5813,Corinthians,0,0,Cruzeiro,1,0,0,1,1,0,1
1184,5814,Coritiba,1,1,Bahia,4,1,2,5,5,2,7
1185,5815,Fluminense,4,0,Gremio,3,0,4,3,7,0,7
1186,5816,Atletico-GO,1,0,Athletico-PR,5,0,1,5,6,0,6
1187,5817,Vasco,4,0,Avai,1,0,4,1,5,0,5
1188,5818,Santos,3,0,Ponte Preta,4,0,3,4,7,0,7
1189,5819,Coritiba,2,0,Corinthians,3,0,2,3,5,0,5
1190,5820,Bahia,2,0,Palmeiras,5,0,2,5,7,0,7
1191,5821,Fluminense,1,0,Flamengo,6,0,1,6,7,0,7
1192,5822,Chapecoense,0,0,Botafogo-RJ,2,0,0,2,2,0,2
1193,5823,Sao Paulo,2,0,Atletico-MG,2,0,2,2,4,0,4
1194,5825,Cruzeiro,5,0,Gremio,2,0,5,2,7,0,7
1195,5826,Vitoria,2,0,Santos,1,0,2,1,3,0,3
1196,5827,Palmeiras,2,0,Atletico-GO,2,0,2,2,4,0,4
1197,5828,Botafogo-RJ,5,0,Vasco,1,0,5,1,6,0,6
1198,5829,Avai,1,0,Fluminense,1,0,1,1,2,0,2
1199,5830,Athletico-PR,3,0,Sao Paulo,3,0,3,3,6,0,6
1200,5831,Atletico-MG,2,0,Sport,1,0,2,1,3,0,3
1201,5832,Corinthians,3,1,Bahia,3,1,4,4,6,2,8
1202,5833,Ponte Preta,2,0,Cruzeiro,2,0,2,2,4,0,4
1203,5834,Gremio,2,0,Coritiba,0,0,2,0,2,0,2
1204,5835,Flamengo,3,0,Chapecoense,1,0,3,1,4,0,4
1205,5836,Santos,0,0,Sport,1,0,0,1,1,0,1
1206,5837,Vasco,2,0,Atletico-GO,0,0,2,0,2,0,2
1207,5838,Gremio,4,0,Corinthians,5,0,4,5,9,0,9
1208,5839,Sao Paulo,1,0,Fluminense,1,0,1,1,2,0,2
1209,5840,Athletico-PR,0,0,Vitoria,3,0,0,3,3,0,3
1210,5841,Cruzeiro,0,0,Coritiba,2,0,0,2,2,0,2
1211,5842,Ponte Preta,6,2,Palmeiras,3,1,8,4,9,3,12
1212,5843,Bahia,2,1,Flamengo,3,0,3,3,5,1,6
1213,5844,Chapecoense,5,0,Atletico-MG,5,0,5,5,10,0,10
1214,5845,Botafogo-RJ,1,0,Avai,2,0,1,2,3,0,3
1215,5846,Palmeiras,3,0,Gremio,1,0,3,1,4,0,4
1216,5847,Atletico-GO,3,1,Santos,1,0,4,1,4,1,5
1217,5848,Sport,1,0,Athletico-PR,3,0,1,3,4,0,4
1218,5849,Vitoria,5,0,Bahia,3,0,5,3,8,0,8
1219,5850,Atletico-MG,4,0,Cruzeiro,4,0,4,4,8,0,8
1220,5851,Flamengo,1,0,Sao Paulo,1,0,1,1,2,0,2
1221,5852,Corinthians,3,0,Botafogo-RJ,2,0,3,2,5,0,5
1222,5853,Avai,2,0,Ponte Preta,2,0,2,2,4,0,4
1223,5854,Coritiba,3,0,Vasco,5,0,3,5,8,0,8
1224,5855,Fluminense,3,0,Chapecoense,5,1,3,6,8,1,9
1225,5856,Atletico-GO,1,0,Vitoria,4,0,1,4,5,0,5
1226,5857,Vasco,4,0,Flamengo,1,0,4,1,5,0,5
1227,5858,Corinthians,2,0,Ponte Preta,2,0,2,2,4,0,4
1228,5859,Chapecoense,1,0,Athletico-PR,3,0,1,3,4,0,4
1229,5860,Bahia,4,0,Fluminense,2,0,4,2,6,0,6
1230,5861,Gremio,1,0,Avai,5,1,1,6,6,1,7
1231,5862,Cruzeiro,1,0,Palmeiras,4,0,1,4,5,0,5
1232,5863,Santos,4,0,Sao Paulo,3,0,4,3,7,0,7
1233,5864,Botafogo-RJ,1,0,Atletico-MG,3,0,1,3,4,0,4
1234,5865,Coritiba,2,1,Sport,2,0,3,2,4,1,5
1235,5866,Ponte Preta,1,0,Bahia,3,0,1,3,4,0,4
1236,5867,Atletico-MG,1,0,Santos,2,0,1,2,3,0,3
1237,5868,Fluminense,3,0,Botafogo-RJ,4,0,3,4,7,0,7
1238,5869,Palmeiras,3,0,Corinthians,4,0,3,4,7,0,7
1239,5870,Athletico-PR,3,0,Cruzeiro,1,0,3,1,4,0,4
1240,5871,Vitoria,4,0,Vasco,3,0,4,3,7,0,7
1241,5872,Sao Paulo,0,0,Atletico-GO,3,0,0,3,3,0,3
1242,5873,Sport,2,0,Chapecoense,8,0,2,8,10,0,10
1243,5874,Flamengo,2,0,Gremio,2,0,2,2,4,0,4
1244,5875,Avai,2,0,Coritiba,2,0,2,2,4,0,4
1245,5877,Palmeiras,2,0,Vitoria,3,0,2,3,5,0,5
1246,5878,Vasco,4,0,Santos,3,1,4,4,7,1,8
1247,5879,Atletico-GO,2,0,Atletico-MG,3,0,2,3,5,0,5
1248,5880,Chapecoense,4,0,Sao Paulo,2,0,4,2,6,0,6
1249,5881,Cruzeiro,3,0,Flamengo,1,0,3,1,4,0,4
1250,5882,Gremio,1,0,Ponte Preta,2,0,1,2,3,0,3
1251,5883,Bahia,2,0,Avai,0,0,2,0,2,0,2
1252,5884,Coritiba,4,0,Fluminense,4,0,4,4,8,0,8
1253,5885,Botafogo-RJ,4,0,Sport,3,0,4,3,7,0,7
1254,5886,Vitoria,3,0,Gremio,3,0,3,3,6,0,6
1255,5887,Santos,5,0,Chapecoense,2,0,5,2,7,0,7
1256,5888,Avai,2,0,Corinthians,3,0,2,3,5,0,5
1257,5889,Ponte Preta,1,0,Coritiba,0,0,1,0,1,0,1
1258,5890,Atletico-MG,4,0,Bahia,6,0,4,6,10,0,10
1259,5891,Sao Paulo,3,0,Vasco,3,0,3,3,6,0,6
1260,5892,Flamengo,2,0,Palmeiras,9,0,2,9,11,0,11
1261,5893,Fluminense,3,0,Cruzeiro,3,0,3,3,6,0,6
1262,5894,Sport,2,0,Atletico-GO,1,0,2,1,3,0,3
1263,5895,Athletico-PR,3,0,Botafogo-RJ,5,1,3,6,8,1,9
1264,5896,Vitoria,2,0,Chapecoense,5,0,2,5,7,0,7
1265,5897,Flamengo,1,0,Coritiba,6,0,1,6,7,0,7
1266,5898,Santos,1,0,Bahia,1,0,1,1,2,0,2
1267,5899,Avai,2,0,Cruzeiro,0,0,2,0,2,0,2
1268,5900,Sport,3,0,Palmeiras,4,0,3,4,7,0,7
1269,5901,Fluminense,2,0,Corinthians,2,0,2,2,4,0,4
1270,5902,Athletico-PR,2,0,Ponte Preta,2,0,2,2,4,0,4
1271,5903,Atletico-GO,1,0,Botafogo-RJ,4,0,1,4,5,0,5
1272,5904,Atletico-MG,5,0,Vasco,3,0,5,3,8,0,8
1273,5905,Sao Paulo,1,0,Gremio,3,0,1,3,4,0,4
1274,5906,Botafogo-RJ,0,0,Sao Paulo,1,0,0,1,1,0,1
1275,5907,Palmeiras,1,0,Avai,2,1,1,3,3,1,4
1276,5908,Chapecoense,1,0,Atletico-GO,1,0,1,1,2,0,2
1277,5909,Coritiba,4,0,Atletico-MG,4,0,4,4,8,0,8
1278,5910,Bahia,2,0,Sport,6,0,2,6,8,0,8
1279,5911,Corinthians,0,0,Flamengo,1,0,0,1,1,0,1
1280,5912,Gremio,4,1,Santos,5,0,5,5,9,1,10
1281,5913,Cruzeiro,4,0,Vitoria,4,0,4,4,8,0,8
1282,5914,Vasco,3,0,Athletico-PR,3,0,3,3,6,0,6
1283,5915,Ponte Preta,1,0,Fluminense,1,0,1,1,2,0,2
1284,5916,Sport,5,0,Fluminense,4,1,5,5,9,1,10
1285,5917,Chapecoense,5,0,Bahia,3,0,5,3,8,0,8
1286,5918,Atletico-MG,3,0,Corinthians,1,0,3,1,4,0,4
1287,5919,Vitoria,3,0,Ponte Preta,1,0,3,1,4,0,4
1288,5920,Santos,3,1,Flamengo,3,1,4,4,6,2,8
1289,5921,Atletico-GO,4,0,Gremio,2,0,4,2,6,0,6
1290,5922,Botafogo-RJ,5,0,Palmeiras,2,0,5,2,7,0,7
1291,5923,Athletico-PR,1,0,Avai,2,0,1,2,3,0,3
1292,5924,Sao Paulo,4,0,Coritiba,5,0,4,5,9,0,9
1293,5925,Vasco,4,0,Cruzeiro,1,0,4,1,5,0,5
1294,5926,Corinthians,1,0,Sport,2,0,1,2,3,0,3
1295,5927,Fluminense,1,0,Atletico-GO,3,0,1,3,4,0,4
1296,5928,Flamengo,4,0,Vitoria,2,0,4,2,6,0,6
1297,5929,Cruzeiro,3,0,Botafogo-RJ,3,0,3,3,6,0,6
1298,5930,Gremio,3,0,Atletico-MG,1,0,3,1,4,0,4
1299,5932,Palmeiras,1,0,Athletico-PR,3,0,1,3,4,0,4
1300,5933,Bahia,4,0,Sao Paulo,2,0,4,2,6,0,6
1301,5934,Avai,3,0,Santos,1,0,3,1,4,0,4
1302,5935,Ponte Preta,1,0,Vasco,4,0,1,4,5,0,5
1303,5936,Atletico-GO,2,0,Coritiba,3,0,2,3,5,0,5
1304,5937,Vitoria,1,0,Avai,3,0,1,3,4,0,4
1305,5938,Sao Paulo,5,1,Cruzeiro,4,2,6,6,9,3,12
1306,5939,Sport,1,0,Ponte Preta,1,0,1,1,2,0,2
1307,5940,Atletico-MG,4,0,Flamengo,2,1,4,3,6,1,7
1308,5941,Vasco,1,0,Palmeiras,2,0,1,2,3,0,3
1309,5942,Athletico-PR,2,0,Bahia,4,0,2,4,6,0,6
1310,5943,Botafogo-RJ,3,0,Gremio,1,0,3,1,4,0,4
1311,5944,Santos,2,0,Fluminense,2,0,2,2,4,0,4
1312,5945,Chapecoense,1,0,Corinthians,4,0,1,4,5,0,5
1313,5946,Corinthians,1,0,Vitoria,2,0,1,2,3,0,3
1314,5947,Flamengo,2,0,Atletico-GO,3,0,2,3,5,0,5
1315,5948,Gremio,2,0,Athletico-PR,2,0,2,2,4,0,4
1316,5949,Avai,1,0,Sao Paulo,3,0,1,3,4,0,4
1317,5950,Bahia,0,0,Vasco,4,0,0,4,4,0,4
1318,5951,Cruzeiro,1,0,Sport,0,0,1,0,1,0,1
1319,5952,Ponte Preta,4,0,Botafogo-RJ,4,0,4,4,8,0,8
1320,5953,Coritiba,3,0,Santos,1,0,3,1,4,0,4
1321,5954,Palmeiras,1,0,Chapecoense,4,0,1,4,5,0,5
1322,5955,Fluminense,1,0,Atletico-MG,2,0,1,2,3,0,3
1323,5956,Fluminense,2,0,Vasco,4,0,2,4,6,0,6
1324,5957,Corinthians,1,0,Atletico-GO,5,0,1,5,6,0,6
1325,5958,Ponte Preta,4,0,Atletico-MG,4,0,4,4,8,0,8
1326,5959,Palmeiras,1,0,Sao Paulo,2,0,1,2,3,0,3
1327,5960,Bahia,2,0,Botafogo-RJ,0,0,2,0,2,0,2
1328,5961,Flamengo,0,0,Athletico-PR,2,0,0,2,2,0,2
1329,5962,Cruzeiro,0,0,Santos,2,0,0,2,2,0,2
1330,5963,Avai,4,0,Chapecoense,5,0,4,5,9,0,9
1331,5964,Coritiba,2,2,Vitoria,2,1,4,3,4,3,7
1332,5965,Gremio,1,0,Sport,5,0,1,5,6,0,6
1333,5966,Atletico-MG,3,0,Palmeiras,3,2,3,5,6,2,8
1334,5967,Vasco,3,0,Gremio,0,0,3,0,3,0,3
1335,5968,Sao Paulo,2,1,Ponte Preta,1,0,3,1,3,1,4
1336,5969,Athletico-PR,1,0,Coritiba,3,1,1,4,4,1,5
1337,5970,Santos,3,0,Corinthians,5,0,3,5,8,0,8
1338,5971,Sport,4,0,Avai,5,0,4,5,9,0,9
1339,5972,Vitoria,1,0,Fluminense,3,1,1,4,4,1,5
1340,5973,Chapecoense,2,0,Cruzeiro,1,0,2,1,3,0,3
1341,5975,Atletico-GO,1,0,Bahia,2,0,1,2,3,0,3
1342,5976,Botafogo-RJ,2,0,Santos,2,0,2,2,4,0,4
1343,5977,Ponte Preta,2,0,Atletico-GO,2,0,2,2,4,0,4
1344,5978,Avai,2,0,Atletico-MG,3,1,2,4,5,1,6
1345,5979,Gremio,1,0,Chapecoense,5,0,1,5,6,0,6
1346,5980,Corinthians,1,0,Vasco,2,0,1,2,3,0,3
1347,5981,Athletico-PR,3,0,Fluminense,3,0,3,3,6,0,6
1348,5982,Vitoria,3,0,Sao Paulo,2,0,3,2,5,0,5
1349,5983,Flamengo,0,0,Sport,3,1,0,4,3,1,4
1350,5984,Cruzeiro,5,1,Bahia,1,0,6,1,6,1,7
1351,5985,Palmeiras,3,0,Coritiba,3,0,3,3,6,0,6
1352,5986,Flamengo,2,0,Avai,0,0,2,0,2,0,2
1353,5987,Santos,1,0,Athletico-PR,1,0,1,1,2,0,2
1354,5988,Sao Paulo,2,0,Corinthians,4,0,2,4,6,0,6
1355,5989,Chapecoense,4,0,Ponte Preta,3,0,4,3,7,0,7
1356,5990,Coritiba,2,0,Botafogo-RJ,3,0,2,3,5,0,5
1357,5991,Atletico-GO,4,0,Cruzeiro,2,0,4,2,6,0,6
1358,5992,Fluminense,2,0,Palmeiras,2,0,2,2,4,0,4
1359,5993,Atletico-MG,1,0,Vitoria,2,0,1,2,3,0,3
1360,5994,Bahia,4,0,Gremio,5,0,4,5,9,0,9
1361,5995,Sport,1,1,Vasco,4,0,2,4,5,1,6
1362,5996,Vasco,3,0,Chapecoense,0,0,3,0,3,0,3
1363,5997,Bahia,4,0,Coritiba,5,0,4,5,9,0,9
1364,5998,Palmeiras,3,0,Santos,5,0,3,5,8,0,8
1365,5999,Cruzeiro,3,0,Corinthians,4,0,3,4,7,0,7
1366,6000,Botafogo-RJ,2,1,Vitoria,2,0,3,2,4,1,5
1367,6001,Sao Paulo,0,0,Sport,2,0,0,2,2,0,2
1368,6002,Gremio,1,0,Fluminense,2,0,1,2,3,0,3
1369,6003,Avai,2,0,Atletico-GO,2,0,2,2,4,0,4
1370,6004,Athletico-PR,1,0,Atletico-MG,4,0,1,4,5,0,5
1371,6005,Ponte Preta,5,1,Flamengo,3,0,6,3,8,1,9
1372,6006,Cruzeiro,5,0,Ponte Preta,1,1,5,2,6,1,7
1373,6007,Vasco,5,0,Botafogo-RJ,3,0,5,3,8,0,8
1374,6008,Sao Paulo,1,0,Athletico-PR,2,1,1,3,3,1,4
1375,6009,Chapecoense,2,0,Flamengo,2,0,2,2,4,0,4
1376,6010,Atletico-GO,2,1,Palmeiras,1,0,3,1,3,1,4
1377,6011,Fluminense,2,0,Avai,2,0,2,2,4,0,4
1378,6012,Sport,2,0,Atletico-MG,2,0,2,2,4,0,4
1379,6013,Coritiba,4,0,Gremio,3,0,4,3,7,0,7
1380,6014,Bahia,0,0,Corinthians,2,0,0,2,2,0,2
1381,6015,Santos,2,0,Vitoria,4,0,2,4,6,0,6
1382,6016,Athletico-PR,3,0,Atletico-GO,2,0,3,2,5,0,5
1383,6017,Botafogo-RJ,1,0,Chapecoense,3,0,1,3,4,0,4
1384,6018,Corinthians,1,0,Coritiba,3,0,1,3,4,0,4
1385,6020,Avai,5,1,Vasco,3,1,6,4,8,2,10
1386,6021,Atletico-MG,1,0,Sao Paulo,3,0,1,3,4,0,4
1387,6022,Vitoria,2,1,Sport,3,0,3,3,5,1,6
1388,6023,Flamengo,2,0,Fluminense,4,0,2,4,6,0,6
1389,6024,Ponte Preta,3,1,Santos,2,0,4,2,5,1,6
1390,6025,Palmeiras,1,0,Bahia,2,0,1,2,3,0,3
1391,6026,Atletico-GO,2,1,Vasco,2,0,3,2,4,1,5
1392,6027,Coritiba,1,0,Cruzeiro,1,0,1,1,2,0,2
1393,6028,Atletico-MG,2,1,Chapecoense,3,0,3,3,5,1,6
1394,6029,Avai,2,0,Botafogo-RJ,4,0,2,4,6,0,6
1395,6030,Fluminense,2,0,Sao Paulo,0,0,2,0,2,0,2
1396,6031,Corinthians,1,0,Gremio,1,0,1,1,2,0,2
1397,6032,Vitoria,0,0,Athletico-PR,3,0,0,3,3,0,3
1398,6033,Palmeiras,0,0,Ponte Preta,4,0,0,4,4,0,4
1399,6034,Flamengo,5,0,Bahia,4,0,5,4,9,0,9
1400,6035,Sport,1,0,Santos,5,0,1,5,6,0,6
1401,6036,Vasco,1,1,Coritiba,2,0,2,2,3,1,4
1402,6037,Santos,1,0,Atletico-GO,1,0,1,1,2,0,2
1403,6038,Bahia,2,0,Vitoria,3,0,2,3,5,0,5
1404,6039,Gremio,2,0,Palmeiras,1,0,2,1,3,0,3
1405,6040,Sao Paulo,1,0,Flamengo,1,0,1,1,2,0,2
1406,6041,Athletico-PR,0,0,Sport,2,0,0,2,2,0,2
1407,6042,Cruzeiro,2,0,Atletico-MG,4,0,2,4,6,0,6
1408,6043,Chapecoense,1,0,Fluminense,1,0,1,1,2,0,2
1409,6044,Ponte Preta,5,0,Avai,2,0,5,2,7,0,7
1410,6045,Botafogo-RJ,3,0,Corinthians,2,0,3,2,5,0,5
1411,6046,Sao Paulo,1,0,Santos,6,0,1,6,7,0,7
1412,6047,Flamengo,1,0,Vasco,1,0,1,1,2,0,2
1413,6048,Athletico-PR,1,0,Chapecoense,4,0,1,4,5,0,5
1414,6049,Ponte Preta,4,0,Corinthians,1,0,4,1,5,0,5
1415,6050,Fluminense,1,0,Bahia,3,1,1,4,4,1,5
1416,6051,Atletico-MG,1,0,Botafogo-RJ,2,0,1,2,3,0,3
1417,6052,Vitoria,1,0,Atletico-GO,3,0,1,3,4,0,4
1418,6053,Sport,3,0,Coritiba,6,0,3,6,9,0,9
1419,6054,Avai,1,0,Gremio,2,0,1,2,3,0,3
1420,6055,Palmeiras,0,0,Cruzeiro,2,0,0,2,2,0,2
1421,6056,Santos,1,0,Atletico-MG,3,0,1,3,4,0,4
1422,6057,Botafogo-RJ,3,0,Fluminense,4,0,3,4,7,0,7
1423,6058,Atletico-GO,2,0,Sao Paulo,0,0,2,0,2,0,2
1424,6059,Coritiba,1,0,Avai,2,0,1,2,3,0,3
1425,6060,Corinthians,6,0,Palmeiras,5,1,6,6,11,1,12
1426,6061,Cruzeiro,1,0,Athletico-PR,2,0,1,2,3,0,3
1427,6063,Bahia,1,0,Ponte Preta,2,0,1,2,3,0,3
1428,6064,Vasco,3,0,Vitoria,4,0,3,4,7,0,7
1429,6065,Chapecoense,3,0,Sport,3,1,3,4,6,1,7
1430,6066,Ponte Preta,4,1,Gremio,3,0,5,3,7,1,8
1431,6067,Avai,2,0,Bahia,2,0,2,2,4,0,4
1432,6068,Sport,2,0,Botafogo-RJ,4,0,2,4,6,0,6
1433,6069,Athletico-PR,2,0,Corinthians,1,0,2,1,3,0,3
1434,6070,Santos,2,0,Vasco,5,0,2,5,7,0,7
1435,6071,Flamengo,2,0,Cruzeiro,3,0,2,3,5,0,5
1436,6072,Vitoria,4,1,Palmeiras,1,0,5,1,5,1,6
1437,6073,Sao Paulo,1,0,Chapecoense,2,0,1,2,3,0,3
1438,6074,Atletico-MG,6,0,Atletico-GO,5,0,6,5,11,0,11
1439,6075,Fluminense,3,0,Coritiba,4,0,3,4,7,0,7
1440,6076,Botafogo-RJ,0,0,Athletico-PR,1,0,0,1,1,0,1
1441,6077,Corinthians,3,0,Avai,3,0,3,3,6,0,6
1442,6078,Vasco,2,0,Sao Paulo,2,1,2,3,4,1,5
1443,6079,Palmeiras,0,0,Flamengo,1,0,0,1,1,0,1
1444,6080,Atletico-GO,0,0,Sport,3,0,0,3,3,0,3
1445,6081,Gremio,0,0,Vitoria,2,1,0,3,2,1,3
1446,6082,Bahia,1,0,Atletico-MG,4,0,1,4,5,0,5
1447,6083,Cruzeiro,4,0,Fluminense,3,1,4,4,7,1,8
1448,6084,Coritiba,2,0,Ponte Preta,2,0,2,2,4,0,4
1449,6085,Chapecoense,0,0,Santos,3,0,0,3,3,0,3
1450,6086,Ponte Preta,1,0,Athletico-PR,3,0,1,3,4,0,4
1451,6087,Cruzeiro,4,0,Avai,2,0,4,2,6,0,6
1452,6088,Gremio,1,0,Sao Paulo,3,0,1,3,4,0,4
1453,6089,Vasco,1,0,Atletico-MG,0,0,1,0,1,0,1
1454,6090,Corinthians,1,0,Fluminense,6,0,1,6,7,0,7
1455,6091,Botafogo-RJ,1,0,Atletico-GO,3,0,1,3,4,0,4
1456,6092,Chapecoense,1,0,Vitoria,4,0,1,4,5,0,5
1457,6093,Palmeiras,0,0,Sport,2,0,0,2,2,0,2
1458,6094,Coritiba,3,0,Flamengo,5,0,3,5,8,0,8
1459,6095,Bahia,3,0,Santos,2,0,3,2,5,0,5
1460,6096,Sport,4,0,Bahia,3,0,4,3,7,0,7
1461,6097,Flamengo,4,0,Corinthians,4,0,4,4,8,0,8
1462,6098,Vitoria,3,0,Cruzeiro,2,0,3,2,5,0,5
1463,6099,Atletico-GO,4,0,Chapecoense,4,0,4,4,8,0,8
1464,6100,Sao Paulo,2,0,Botafogo-RJ,3,0,2,3,5,0,5
1465,6101,Athletico-PR,1,0,Vasco,2,0,1,2,3,0,3
1466,6102,Atletico-MG,2,0,Coritiba,5,0,2,5,7,0,7
1467,6103,Santos,2,0,Gremio,2,0,2,2,4,0,4
1468,6104,Fluminense,2,0,Ponte Preta,2,1,2,3,4,1,5
1469,6105,Avai,2,0,Palmeiras,2,0,2,2,4,0,4
1470,6106,Fluminense,4,0,Sport,2,0,4,2,6,0,6
1471,6107,Avai,3,0,Athletico-PR,1,0,3,1,4,0,4
1472,6108,Corinthians,4,0,Atletico-MG,1,0,4,1,5,0,5
1473,6109,Ponte Preta,3,1,Vitoria,6,0,4,6,9,1,10
1474,6110,Coritiba,4,0,Sao Paulo,1,0,4,1,5,0,5
1475,6111,Cruzeiro,3,0,Vasco,2,0,3,2,5,0,5
1476,6112,Gremio,2,0,Atletico-GO,3,0,2,3,5,0,5
1477,6113,Flamengo,3,0,Santos,4,0,3,4,7,0,7
1478,6114,Bahia,5,1,Chapecoense,3,0,6,3,8,1,9
1479,6115,Palmeiras,3,0,Botafogo-RJ,4,0,3,4,7,0,7
1480,6116,Atletico-MG,7,1,Gremio,1,0,8,1,8,1,9
1481,6117,Botafogo-RJ,1,0,Cruzeiro,5,1,1,6,6,1,7
1482,6118,Santos,2,0,Avai,1,0,2,1,3,0,3
1483,6119,Sport,3,0,Corinthians,2,0,3,2,5,0,5
1484,6120,Vitoria,3,2,Flamengo,3,0,5,3,6,2,8
1485,6121,Atletico-GO,1,0,Fluminense,4,0,1,4,5,0,5
1486,6122,Sao Paulo,4,1,Bahia,4,1,5,5,8,2,10
1487,6123,Chapecoense,3,0,Coritiba,2,0,3,2,5,0,5
1488,6124,Vasco,5,0,Ponte Preta,5,0,5,5,10,0,10
1489,6125,Athletico-PR,3,0,Palmeiras,5,0,3,5,8,0,8
1490,6126,Cruzeiro,3,0,Gremio,1,1,3,2,4,1,5
1491,6127,Vitoria,3,0,Flamengo,2,1,3,3,5,1,6
1492,6128,Santos,0,0,Ceara,1,0,0,1,1,0,1
1493,6129,America-MG,1,0,Sport,3,0,1,3,4,0,4
1494,6130,Vasco,4,0,Atletico-MG,3,0,4,3,7,0,7
1495,6131,Internacional,2,0,Bahia,0,0,2,0,2,0,2
1496,6133,Athletico-PR,1,0,Chapecoense,3,0,1,3,4,0,4
1497,6134,Sao Paulo,4,0,Parana,2,0,4,2,6,0,6
1498,6135,Botafogo-RJ,1,0,Palmeiras,4,0,1,4,5,0,5
1499,6136,Bahia,4,0,Santos,3,0,4,3,7,0,7
1500,6137,Flamengo,1,0,America-MG,1,0,1,1,2,0,2
1501,6138,Parana,1,0,Corinthians,1,0,1,1,2,0,2
1502,6139,Ceara,1,0,Sao Paulo,1,0,1,1,2,0,2
1503,6140,Atletico-MG,2,0,Vitoria,4,0,2,4,6,0,6
1504,6141,Fluminense,3,1,Cruzeiro,2,0,4,2,5,1,6
1505,6142,Chapecoense,1,0,Vasco,2,0,1,2,3,0,3
1506,6143,Palmeiras,2,0,Internacional,2,0,2,2,4,0,4
1507,6144,Gremio,3,0,Athletico-PR,3,1,3,4,6,1,7
1508,6145,Sport,1,0,Botafogo-RJ,3,0,1,3,4,0,4
1509,6146,Botafogo-RJ,1,0,Gremio,1,0,1,1,2,0,2
1510,6147,Bahia,2,0,Athletico-PR,2,0,2,2,4,0,4
1511,6148,Ceara,1,0,Flamengo,2,0,1,2,3,0,3
1512,6149,Palmeiras,4,0,Chapecoense,6,0,4,6,10,0,10
1513,6150,Parana,1,0,Sport,1,0,1,1,2,0,2
1514,6151,Atletico-MG,4,0,Corinthians,3,0,4,3,7,0,7
1515,6152,Fluminense,3,0,Sao Paulo,2,0,3,2,5,0,5
1516,6153,Internacional,4,0,Cruzeiro,3,0,4,3,7,0,7
1517,6154,America-MG,2,1,Vitoria,2,0,3,2,4,1,5
1518,6155,Santos,1,0,Vasco,3,1,1,4,4,1,5
1519,6156,Vasco,4,0,America-MG,4,0,4,4,8,0,8
1520,6157,Sao Paulo,4,0,Atletico-MG,4,0,4,4,8,0,8
