,ID,clube_mandante,qtd_cartao_amarelo_mandante,qtd_cartao_vermelho_mandante,clube_visitante,qtd_cartao_amarelo_visitante,qtd_cartao_vermelho_visitante,total_cartoes_mandante,total_cartoes_visitante,total_cartoes_amarelos,total_cartoes_vermelhos,total_cartoes_partida
370,4986,Goias,2,0,Chapecoense,1,0,2,1,3,0,3
371,4987,Chapecoense,2,0,Coritiba,2,0,2,2,4,0,4
372,4988,Palmeiras,2,0,Atletico-MG,4,0,2,4,6,0,6
373,4989,Fluminense,2,0,Joinville,1,1,2,2,3,1,4
374,4990,Gremio,3,0,Ponte Preta,5,1,3,6,8,1,9
375,4991,Athletico-PR,1,0,Internacional,2,0,1,2,3,0,3
376,4992,Sao Paulo,2,0,Flamengo,1,0,2,1,3,0,3
377,4993,Cruzeiro,3,0,Corinthians,1,0,3,1,4,0,4
378,4994,Sport,1,0,Figueirense,3,1,1,4,4,1,5
379,4995,Avai,2,0,Santos,2,1,2,3,4,1,5
380,4996,Vasco,3,0,Goias,5,0,3,5,8,0,8
381,4997,Goias,2,0,Athletico-PR,1,1,2,2,3,1,4
382,4998,Coritiba,2,0,Gremio,3,0,2,3,5,0,5
383,4999,Corinthians,2,0,Chapecoense,4,0,2,4,6,0,6
384,5000,Figueirense,2,0,Vasco,6,0,2,6,8,0,8
385,5001,Atletico-MG,2,0,Fluminense,1,0,2,1,3,0,3
386,5002,Flamengo,2,0,Sport,3,0,2,3,5,0,5
387,5003,Santos,1,0,Cruzeiro,4,0,1,4,5,0,5
388,5004,Joinville,3,0,Palmeiras,1,0,3,1,4,0,4
389,5005,Ponte Preta,1,0,Sao Paulo,3,0,1,3,4,0,4
390,5006,Internacional,3,0,Avai,7,0,3,7,10,0,10
391,5007,Sao Paulo,2,0,Joinville,0,0,2,0,2,0,2
392,5008,Vasco,6,0,Internacional,3,1,6,4,9,1,10
393,5009,Gremio,6,0,Figueirense,5,0,6,5,11,0,11
394,5010,Palmeiras,6,1,Goias,5,1,7,6,11,2,13
395,5011,Chapecoense,5,0,Santos,6,0,5,6,11,0,11
396,5012,Athletico-PR,4,1,Atletico-MG,0,0,5,0,4,1,5
397,5013,Fluminense,2,0,Corinthians,2,0,2,2,4,0,4
398,5014,Avai,5,0,Flamengo,6,0,5,6,11,0,11
399,5015,Cruzeiro,2,0,Ponte Preta,2,0,2,2,4,0,4
400,5016,Sport,1,0,Coritiba,4,0,1,4,5,0,5
401,5017,Ponte Preta,4,0,Chapecoense,2,1,4,3,6,1,7
402,5018,Coritiba,4,0,Avai,4,0,4,4,8,0,8
403,5019,Joinville,0,0,Athletico-PR,4,0,0,4,4,0,4
404,5020,Santos,1,0,Sport,2,0,1,2,3,0,3
405,5021,Goias,1,0,Gremio,1,0,1,1,2,0,2
406,5022,Atletico-MG,0,0,Vasco,3,0,0,3,3,0,3
407,5023,Corinthians,5,0,Palmeiras,5,0,5,5,10,0,10
408,5024,Internacional,3,0,Sao Paulo,1,1,3,2,4,1,5
409,5025,Flamengo,6,1,Fluminense,3,1,7,4,9,2,11
410,5026,Figueirense,3,0,Cruzeiro,6,1,3,7,9,1,10
411,5027,Athletico-PR,1,0,Figueirense,4,0,1,4,5,0,5
412,5028,Vasco,2,2,Ponte Preta,3,0,4,3,5,2,7
413,5029,Chapecoense,3,0,Joinville,5,0,3,5,8,0,8
414,5030,Sao Paulo,5,0,Santos,3,1,5,4,8,1,9
415,5031,Cruzeiro,2,0,Flamengo,3,0,2,3,5,0,5
416,5032,Avai,3,0,Atletico-MG,3,0,3,3,6,0,6
417,5033,Gremio,2,0,Corinthians,3,0,2,3,5,0,5
418,5034,Fluminense,1,0,Coritiba,4,0,1,4,5,0,5
419,5035,Sport,2,0,Goias,4,0,2,4,6,0,6
420,5036,Palmeiras,1,0,Internacional,4,0,1,4,5,0,5
421,5038,Flamengo,1,0,Chapecoense,0,1,1,1,1,1,2
422,5039,Santos,2,0,Ponte Preta,2,0,2,2,4,0,4
423,5040,Athletico-PR,4,0,Vasco,3,0,4,3,7,0,7
424,5041,Joinville,1,0,Corinthians,1,0,1,1,2,0,2
425,5042,Sao Paulo,3,0,Gremio,2,0,3,2,5,0,5
426,5043,Internacional,4,1,Coritiba,5,0,5,5,9,1,10
427,5044,Figueirense,3,0,Palmeiras,3,0,3,3,6,0,6
428,5045,Goias,2,0,Avai,4,0,2,4,6,0,6
429,5046,Fluminense,3,0,Sport,2,0,3,2,5,0,5
430,5047,Atletico-MG,1,0,Santos,4,0,1,4,5,0,5
431,5048,Coritiba,2,0,Flamengo,4,1,2,5,6,1,7
432,5049,Chapecoense,2,0,Sao Paulo,4,0,2,4,6,0,6
433,5050,Corinthians,0,0,Internacional,2,0,0,2,2,0,2
434,5051,Sport,0,0,Joinville,4,0,0,4,4,0,4
435,5052,Vasco,2,0,Cruzeiro,4,0,2,4,6,0,6
436,5053,Ponte Preta,3,0,Goias,3,0,3,3,6,0,6
437,5054,Avai,4,0,Figueirense,3,0,4,3,7,0,7
438,5055,Palmeiras,0,0,Fluminense,7,2,0,9,7,2,9
439,5056,Gremio,1,0,Athletico-PR,4,0,1,4,5,0,5
440,5057,Figueirense,4,0,Internacional,2,0,4,2,6,0,6
441,5058,Sport,2,0,Vasco,3,0,2,3,5,0,5
442,5059,Flamengo,0,0,Atletico-MG,1,1,0,2,1,1,2
443,5060,Santos,5,1,Corinthians,4,1,6,5,9,2,11
444,5061,Gremio,4,0,Palmeiras,3,0,4,3,7,0,7
445,5062,Cruzeiro,4,0,Chapecoense,3,0,4,3,7,0,7
446,5063,Joinville,4,1,Goias,5,1,5,6,9,2,11
447,5064,Athletico-PR,2,0,Coritiba,5,2,2,7,7,2,9
448,5065,Sao Paulo,1,0,Avai,5,0,1,5,6,0,6
449,5066,Fluminense,2,0,Ponte Preta,3,0,2,3,5,0,5
450,5067,Avai,3,0,Gremio,3,0,3,3,6,0,6
451,5068,Chapecoense,1,0,Sport,6,0,1,6,7,0,7
452,5069,Corinthians,0,0,Figueirense,2,0,0,2,2,0,2
453,5070,Atletico-MG,2,0,Joinville,1,0,2,1,3,0,3
454,5071,Palmeiras,1,0,Sao Paulo,3,0,1,3,4,0,4
455,5072,Goias,2,0,Fluminense,2,1,2,3,4,1,5
456,5073,Ponte Preta,1,0,Athletico-PR,2,0,1,2,3,0,3
457,5074,Coritiba,5,0,Cruzeiro,5,0,5,5,10,0,10
458,5075,Vasco,4,0,Flamengo,0,0,4,0,4,0,4
459,5076,Internacional,3,0,Santos,3,1,3,4,6,1,7
460,5077,Sport,2,0,Internacional,2,1,2,3,4,1,5
461,5078,Vasco,3,1,Avai,2,1,4,3,5,2,7
462,5079,Palmeiras,0,0,Chapecoense,3,0,0,3,3,0,3
463,5080,Atletico-MG,3,0,Coritiba,5,0,3,5,8,0,8
464,5081,Joinville,3,0,Flamengo,2,0,3,2,5,0,5
465,5082,Gremio,5,0,Cruzeiro,6,0,5,6,11,0,11
466,5083,Athletico-PR,2,0,Sao Paulo,0,0,2,0,2,0,2
467,5084,Corinthians,1,0,Ponte Preta,2,0,1,2,3,0,3
468,5085,Figueirense,2,1,Goias,2,0,3,2,4,1,5
469,5086,Fluminense,2,0,Santos,3,0,2,3,5,0,5
470,5087,Coritiba,1,0,Joinville,2,0,1,2,3,0,3
471,5088,Chapecoense,1,0,Vasco,2,2,1,4,3,2,5
472,5089,Cruzeiro,0,0,Athletico-PR,2,1,0,3,2,1,3
473,5090,Avai,6,1,Sport,2,0,7,2,8,1,9
474,5091,Goias,2,0,Corinthians,2,0,2,2,4,0,4
475,5092,Sao Paulo,1,0,Fluminense,2,0,1,2,3,0,3
476,5093,Santos,4,1,Gremio,1,0,5,1,5,1,6
477,5094,Ponte Preta,3,0,Palmeiras,3,0,3,3,6,0,6
478,5095,Flamengo,3,0,Figueirense,2,0,3,2,5,0,5
479,5096,Internacional,1,1,Atletico-MG,3,0,2,3,4,1,5
480,5097,Chapecoense,1,0,Gremio,2,0,1,2,3,0,3
481,5098,Goias,0,0,Santos,3,0,0,3,3,0,3
482,5099,Coritiba,4,0,Ponte Preta,6,0,4,6,10,0,10
483,5100,Figueirense,1,0,Joinville,2,0,1,2,3,0,3
484,5101,Palmeiras,2,0,Avai,6,0,2,6,8,0,8
485,5102,Atletico-MG,2,0,Sport,2,0,2,2,4,0,4
486,5103,Internacional,3,0,Flamengo,2,0,3,2,5,0,5
487,5104,Vasco,3,0,Sao Paulo,0,0,3,0,3,0,3
488,5105,Corinthians,1,0,Athletico-PR,2,0,1,2,3,0,3
489,5106,Fluminense,2,0,Cruzeiro,2,0,2,2,4,0,4
490,5107,Santos,1,0,Figueirense,5,0,1,5,6,0,6
491,5108,Gremio,1,0,Vasco,3,0,1,3,4,0,4
492,5109,Ponte Preta,1,0,Atletico-MG,3,0,1,3,4,0,4
493,5110,Sao Paulo,1,0,Coritiba,3,0,1,3,4,0,4
494,5111,Joinville,4,0,Internacional,3,0,4,3,7,0,7
495,5112,Flamengo,0,0,Corinthians,2,0,0,2,2,0,2
496,5113,Athletico-PR,1,0,Fluminense,2,0,1,2,3,0,3
497,5114,Cruzeiro,2,0,Goias,1,0,2,1,3,0,3
498,5115,Sport,2,0,Palmeiras,1,0,2,1,3,0,3
499,5116,Avai,4,0,Chapecoense,2,0,4,2,6,0,6
500,5117,Internacional,1,0,Goias,1,0,1,1,2,0,2
501,5118,Flamengo,1,0,Gremio,5,0,1,5,6,0,6
502,5119,Corinthians,1,0,Atletico-MG,1,0,1,1,2,0,2
503,5120,Athletico-PR,2,0,Chapecoense,3,0,2,3,5,0,5
504,5121,Figueirense,1,0,Coritiba,2,0,1,2,3,0,3
505,5122,Sport,1,0,Sao Paulo,2,2,1,4,3,2,5
506,5123,Fluminense,2,0,Vasco,6,0,2,6,8,0,8
507,5124,Palmeiras,3,0,Santos,3,0,3,3,6,0,6
508,5125,Cruzeiro,1,0,Avai,3,0,1,3,4,0,4
509,5126,Joinville,2,0,Ponte Preta,5,0,2,5,7,0,7
510,5127,Avai,3,0,Athletico-PR,3,0,3,3,6,0,6
511,5129,Atletico-MG,2,0,Figueirense,4,0,2,4,6,0,6
512,5130,Chapecoense,2,0,Fluminense,3,1,2,4,5,1,6
513,5131,Santos,2,0,Joinville,2,0,2,2,4,0,4
514,5132,Ponte Preta,2,0,Internacional,2,0,2,2,4,0,4
515,5133,Coritiba,3,0,Corinthians,3,0,3,3,6,0,6
516,5134,Sao Paulo,0,0,Cruzeiro,1,0,0,1,1,0,1
517,5135,Goias,2,0,Flamengo,1,0,2,1,3,0,3
518,5136,Vasco,3,0,Palmeiras,1,0,3,1,4,0,4
519,5137,Corinthians,0,0,Vasco,3,0,0,3,3,0,3
520,5138,Atletico-MG,0,0,Sao Paulo,1,0,0,1,1,0,1
521,5139,Fluminense,3,0,Gremio,2,1,3,3,5,1,6
522,5140,Coritiba,4,0,Goias,4,0,4,4,8,0,8
523,5141,Palmeiras,1,0,Athletico-PR,2,0,1,2,3,0,3
524,5142,Joinville,2,0,Avai,1,0,2,1,3,0,3
525,5143,Internacional,3,0,Chapecoense,2,0,3,2,5,0,5
526,5144,Figueirense,2,0,Ponte Preta,3,0,2,3,5,0,5
527,5145,Flamengo,4,0,Santos,2,0,4,2,6,0,6
528,5146,Sport,1,0,Cruzeiro,2,0,1,2,3,0,3
529,5147,Avai,2,0,Fluminense,2,0,2,2,4,0,4
530,5148,Santos,1,0,Coritiba,4,0,1,4,5,0,5
531,5150,Vasco,2,0,Joinville,4,0,2,4,6,0,6
532,5151,Sao Paulo,4,0,Corinthians,2,1,4,3,6,1,7
533,5152,Cruzeiro,4,0,Palmeiras,3,0,4,3,7,0,7
534,5153,Ponte Preta,2,0,Flamengo,4,0,2,4,6,0,6
535,5154,Goias,2,0,Atletico-MG,2,0,2,2,4,0,4
536,5155,Gremio,2,0,Internacional,4,0,2,4,6,0,6
537,5156,Chapecoense,1,0,Figueirense,1,0,1,1,2,0,2
538,5157,Coritiba,3,0,Palmeiras,1,0,3,1,4,0,4
539,5158,Flamengo,2,0,Athletico-PR,4,1,2,5,6,1,7
540,5159,Santos,3,0,Vasco,5,1,3,6,8,1,9
541,5160,Goias,1,0,Chapecoense,3,0,1,3,4,0,4
542,5161,Figueirense,3,0,Sao Paulo,4,1,3,5,7,1,8
543,5162,Internacional,6,0,Fluminense,4,2,6,6,10,2,12
544,5163,Corinthians,2,0,Sport,1,0,2,1,3,0,3
545,5164,Ponte Preta,1,0,Avai,1,0,1,1,2,0,2
546,5165,Joinville,1,0,Cruzeiro,2,0,1,2,3,0,3
547,5166,Atletico-MG,2,0,Gremio,3,0,2,3,5,0,5
548,5167,Vasco,3,0,Coritiba,1,0,3,1,4,0,4
549,5168,Athletico-PR,2,1,Santos,1,0,3,1,3,1,4
550,5169,Sao Paulo,1,0,Goias,0,0,1,0,1,0,1
551,5170,Palmeiras,2,0,Flamengo,2,0,2,2,4,0,4
552,5171,Avai,0,0,Corinthians,1,0,0,1,1,0,1
553,5172,Fluminense,1,0,Figueirense,2,1,1,3,3,1,4
554,5173,Cruzeiro,2,0,Internacional,2,0,2,2,4,0,4
555,5175,Gremio,1,0,Joinville,0,0,1,0,1,0,1
556,5176,Chapecoense,4,0,Atletico-MG,3,1,4,4,7,1,8
557,5177,Goias,3,0,Vasco,3,2,3,5,6,2,8
558,5178,Santos,1,0,Avai,3,0,1,3,4,0,4
559,5179,Figueirense,1,0,Sport,3,0,1,3,4,0,4
560,5180,Coritiba,3,0,Chapecoense,3,0,3,3,6,0,6
561,5181,Ponte Preta,1,0,Gremio,1,0,1,1,2,0,2
562,5182,Joinville,3,0,Fluminense,2,0,3,2,5,0,5
563,5183,Internacional,1,0,Athletico-PR,3,0,1,3,4,0,4
564,5184,Corinthians,2,0,Cruzeiro,1,0,2,1,3,0,3
565,5185,Flamengo,4,0,Sao Paulo,2,0,4,2,6,0,6
566,5186,Atletico-MG,1,0,Palmeiras,3,0,1,3,4,0,4
567,5187,Vasco,2,0,Figueirense,4,0,2,4,6,0,6
568,5188,Sao Paulo,4,0,Ponte Preta,0,0,4,0,4,0,4
569,5189,Gremio,5,0,Coritiba,5,0,5,5,10,0,10
570,5190,Avai,2,0,Internacional,2,0,2,2,4,0,4
571,5191,Palmeiras,0,0,Joinville,3,0,0,3,3,0,3
572,5192,Fluminense,3,0,Atletico-MG,4,0,3,4,7,0,7
573,5193,Sport,1,1,Flamengo,5,0,2,5,6,1,7
574,5194,Chapecoense,2,0,Corinthians,3,0,2,3,5,0,5
575,5195,Cruzeiro,3,1,Santos,2,0,4,2,5,1,6
576,5196,Athletico-PR,1,0,Goias,3,0,1,3,4,0,4
577,5197,Joinville,4,0,Sao Paulo,5,0,4,5,9,0,9
578,5198,Ponte Preta,2,1,Cruzeiro,5,0,3,5,7,1,8
579,5199,Internacional,3,0,Vasco,1,0,3,1,4,0,4
580,5200,Flamengo,1,0,Avai,4,0,1,4,5,0,5
581,5201,Atletico-MG,5,1,Athletico-PR,4,0,6,4,9,1,10
582,5202,Coritiba,2,0,Sport,2,0,2,2,4,0,4
583,5203,Corinthians,0,0,Fluminense,3,0,0,3,3,0,3
584,5204,Goias,3,0,Palmeiras,3,0,3,3,6,0,6
585,5205,Santos,0,0,Chapecoense,1,0,0,1,1,0,1
586,5206,Figueirense,4,0,Gremio,4,0,4,4,8,0,8
587,5208,Vasco,3,1,Atletico-MG,2,0,4,2,5,1,6
588,5209,Athletico-PR,4,1,Joinville,3,3,5,6,7,4,11
589,5210,Cruzeiro,0,0,Figueirense,4,0,0,4,4,0,4
590,5211,Chapecoense,1,0,Ponte Preta,2,0,1,2,3,0,3
591,5212,Gremio,3,0,Goias,4,1,3,5,7,1,8
592,5213,Palmeiras,6,0,Corinthians,3,0,6,3,9,0,9
593,5214,Avai,2,0,Coritiba,4,0,2,4,6,0,6
594,5215,Fluminense,6,0,Flamengo,6,1,6,7,12,1,13
595,5216,Sport,1,0,Santos,0,0,1,0,1,0,1
596,5217,Ponte Preta,3,1,Vasco,1,0,4,1,4,1,5
597,5218,Atletico-MG,3,0,Avai,3,0,3,3,6,0,6
598,5219,Internacional,5,1,Palmeiras,3,1,6,4,8,2,10
599,5220,Figueirense,2,0,Athletico-PR,2,0,2,2,4,0,4
600,5221,Coritiba,1,0,Fluminense,4,0,1,4,5,0,5
601,5222,Santos,1,0,Sao Paulo,1,0,1,1,2,0,2
602,5223,Corinthians,0,0,Gremio,3,0,0,3,3,0,3
603,5224,Goias,3,0,Sport,1,0,3,1,4,0,4
604,5225,Joinville,4,0,Chapecoense,2,0,4,2,6,0,6
605,5226,Flamengo,3,0,Cruzeiro,3,0,3,3,6,0,6
606,5227,Coritiba,4,0,Internacional,7,0,4,7,11,0,11
607,5228,Palmeiras,4,0,Figueirense,4,1,4,5,8,1,9
608,5229,Ponte Preta,5,0,Santos,2,0,5,2,7,0,7
609,5230,Corinthians,0,0,Joinville,1,0,0,1,1,0,1
610,5231,Cruzeiro,3,1,Atletico-MG,5,0,4,5,8,1,9
611,5232,Gremio,3,0,Sao Paulo,3,0,3,3,6,0,6
612,5233,Chapecoense,2,0,Flamengo,1,0,2,1,3,0,3
613,5234,Vasco,2,0,Athletico-PR,2,0,2,2,4,0,4
614,5235,Avai,2,0,Goias,2,0,2,2,4,0,4
615,5236,Sport,2,0,Fluminense,3,0,2,3,5,0,5
616,5237,Joinville,4,0,Sport,3,0,4,3,7,0,7
617,5238,Fluminense,1,0,Palmeiras,3,0,1,3,4,0,4
618,5239,Goias,2,0,Ponte Preta,5,0,2,5,7,0,7
619,5240,Figueirense,2,0,Avai,4,0,2,4,6,0,6
620,5241,Athletico-PR,1,0,Gremio,2,0,1,2,3,0,3
621,5242,Santos,1,0,Atletico-MG,1,0,1,1,2,0,2
622,5243,Internacional,2,0,Corinthians,1,0,2,1,3,0,3
623,5244,Cruzeiro,4,0,Vasco,3,1,4,4,7,1,8
624,5245,Sao Paulo,2,0,Chapecoense,2,0,2,2,4,0,4
625,5246,Flamengo,2,0,Coritiba,3,0,2,3,5,0,5
626,5247,Palmeiras,2,0,Gremio,4,0,2,4,6,0,6
627,5248,Internacional,1,0,Figueirense,5,0,1,5,6,0,6
628,5249,Ponte Preta,3,0,Fluminense,4,0,3,4,7,0,7
629,5250,Goias,0,0,Joinville,1,0,0,1,1,0,1
630,5251,Corinthians,2,0,Santos,5,2,2,7,7,2,9
631,5252,Vasco,2,0,Sport,2,0,2,2,4,0,4
632,5253,Atletico-MG,2,0,Flamengo,2,0,2,2,4,0,4
633,5254,Avai,3,0,Sao Paulo,4,0,3,4,7,0,7
634,5255,Chapecoense,2,0,Cruzeiro,1,1,2,2,3,1,4
635,5256,Coritiba,7,1,Athletico-PR,3,0,8,3,10,1,11
636,5257,Fluminense,4,0,Goias,3,0,4,3,7,0,7
637,5258,Gremio,1,0,Avai,3,0,1,3,4,0,4
638,5259,Athletico-PR,2,0,Ponte Preta,4,0,2,4,6,0,6
639,5260,Santos,1,0,Internacional,4,0,1,4,5,0,5
640,5261,Flamengo,5,0,Vasco,6,0,5,6,11,0,11
641,5262,Joinville,2,0,Atletico-MG,2,0,2,2,4,0,4
642,5263,Figueirense,3,0,Corinthians,3,0,3,3,6,0,6
643,5264,Sao Paulo,1,0,Palmeiras,2,0,1,2,3,0,3
644,5265,Sport,3,0,Chapecoense,0,0,3,0,3,0,3
645,5266,Cruzeiro,0,1,Coritiba,1,1,1,2,1,2,3
646,5267,Internacional,2,0,Sport,2,1,2,3,4,1,5
647,5268,Coritiba,1,0,Atletico-MG,2,0,1,2,3,0,3
648,5269,Sao Paulo,1,0,Athletico-PR,3,0,1,3,4,0,4
649,5270,Avai,4,1,Vasco,6,2,5,8,10,3,13
650,5271,Flamengo,2,0,Joinville,3,0,2,3,5,0,5
651,5272,Santos,3,0,Fluminense,2,0,3,2,5,0,5
652,5273,Cruzeiro,3,0,Gremio,3,0,3,3,6,0,6
653,5274,Goias,1,0,Figueirense,5,1,1,6,6,1,7
654,5275,Ponte Preta,2,1,Corinthians,4,0,3,4,6,1,7
655,5276,Chapecoense,0,0,Palmeiras,5,0,0,5,5,0,5
656,5277,Atletico-MG,2,0,Internacional,3,0,2,3,5,0,5
657,5278,Sport,2,0,Avai,5,0,2,5,7,0,7
658,5279,Joinville,6,0,Coritiba,1,0,6,1,7,0,7
659,5280,Figueirense,1,0,Flamengo,1,0,1,1,2,0,2
660,5281,Palmeiras,2,0,Ponte Preta,3,0,2,3,5,0,5
661,5282,Fluminense,0,0,Sao Paulo,4,0,0,4,4,0,4
662,5283,Athletico-PR,5,0,Cruzeiro,2,0,5,2,7,0,7
663,5284,Vasco,4,0,Chapecoense,5,0,4,5,9,0,9
664,5285,Corinthians,1,0,Goias,5,0,1,5,6,0,6
665,5286,Gremio,3,0,Santos,3,1,3,4,6,1,7
666,5287,Avai,3,0,Palmeiras,4,0,3,4,7,0,7
667,5288,Joinville,2,1,Figueirense,3,0,3,3,5,1,6
668,5289,Ponte Preta,3,0,Coritiba,3,0,3,3,6,0,6
669,5290,Cruzeiro,2,0,Fluminense,1,0,2,1,3,0,3
670,5291,Athletico-PR,2,0,Corinthians,1,0,2,1,3,0,3
671,5292,Flamengo,0,0,Internacional,2,0,0,2,2,0,2
672,5293,Sao Paulo,2,1,Vasco,1,0,3,1,3,1,4
673,5294,Gremio,3,0,Chapecoense,2,1,3,3,5,1,6
674,5295,Santos,0,0,Goias,1,0,0,1,1,0,1
675,5296,Sport,0,0,Atletico-MG,1,1,0,2,1,1,2
676,5297,Fluminense,1,0,Athletico-PR,3,0,1,3,4,0,4
677,5298,Internacional,1,0,Joinville,2,0,1,2,3,0,3
678,5299,Figueirense,5,0,Santos,2,0,5,2,7,0,7
679,5300,Palmeiras,2,0,Sport,1,0,2,1,3,0,3
680,5301,Corinthians,3,0,Flamengo,2,1,3,3,5,1,6
681,5302,Coritiba,4,1,Sao Paulo,3,0,5,3,7,1,8
682,5303,Chapecoense,1,0,Avai,2,0,1,2,3,0,3
683,5304,Vasco,1,0,Gremio,2,0,1,2,3,0,3
684,5305,Goias,4,0,Cruzeiro,4,0,4,4,8,0,8
685,5306,Atletico-MG,2,0,Ponte Preta,1,0,2,1,3,0,3
686,5307,Sao Paulo,1,0,Sport,2,0,1,2,3,0,3
687,5308,Avai,3,0,Cruzeiro,3,0,3,3,6,0,6
688,5309,Ponte Preta,3,0,Joinville,5,0,3,5,8,0,8
689,5310,Coritiba,2,0,Figueirense,5,0,2,5,7,0,7
690,5311,Chapecoense,3,0,Athletico-PR,4,1,3,5,7,1,8
691,5312,Santos,3,0,Palmeiras,3,1,3,4,6,1,7
692,5313,Gremio,0,0,Flamengo,1,1,0,2,1,1,2
693,5314,Atletico-MG,1,0,Corinthians,0,0,1,0,1,0,1
694,5315,Vasco,2,0,Fluminense,5,1,2,6,7,1,8
695,5316,Goias,3,0,Internacional,3,0,3,3,6,0,6
696,5317,Internacional,2,0,Ponte Preta,4,0,2,4,6,0,6
697,5318,Corinthians,0,0,Coritiba,3,0,0,3,3,0,3
698,5319,Athletico-PR,1,0,Avai,2,0,1,2,3,0,3
699,5320,Fluminense,3,0,Chapecoense,3,0,3,3,6,0,6
700,5321,Palmeiras,1,0,Vasco,4,0,1,4,5,0,5
701,5322,Flamengo,1,0,Goias,0,0,1,0,1,0,1
702,5323,Cruzeiro,1,0,Sao Paulo,2,0,1,2,3,0,3
703,5324,Figueirense,2,0,Atletico-MG,4,0,2,4,6,0,6
704,5325,Joinville,3,1,Santos,2,0,4,2,5,1,6
705,5326,Sport,2,0,Gremio,3,1,2,4,5,1,6
706,5327,Cruzeiro,2,0,Sport,4,0,2,4,6,0,6
707,5328,Goias,1,0,Coritiba,1,0,1,1,2,0,2
708,5329,Ponte Preta,4,0,Figueirense,4,0,4,4,8,0,8
709,5330,Avai,4,0,Joinville,1,0,4,1,5,0,5
710,5331,Athletico-PR,2,0,Palmeiras,4,2,2,6,6,2,8
711,5332,Gremio,3,0,Fluminense,4,1,3,5,7,1,8
712,5333,Chapecoense,4,0,Internacional,3,1,4,4,7,1,8
713,5335,Santos,2,0,Flamengo,2,1,2,3,4,1,5
714,5336,Vasco,2,1,Corinthians,3,0,3,3,5,1,6
715,5337,Palmeiras,2,0,Cruzeiro,1,0,2,1,3,0,3
716,5338,Joinville,5,1,Vasco,4,0,6,4,9,1,10
717,5339,Atletico-MG,3,0,Goias,3,0,3,3,6,0,6
718,5340,Internacional,4,0,Gremio,2,0,4,2,6,0,6
719,5341,Figueirense,1,0,Chapecoense,3,0,1,3,4,0,4
720,5342,Corinthians,2,0,Sao Paulo,2,0,2,2,4,0,4
721,5343,Flamengo,3,0,Ponte Preta,3,0,3,3,6,0,6
722,5344,Fluminense,2,0,Avai,3,0,2,3,5,0,5
723,5345,Coritiba,3,0,Santos,3,1,3,4,6,1,7
724,5346,Sport,3,0,Athletico-PR,2,0,3,2,5,0,5
725,5347,Sao Paulo,1,0,Figueirense,4,0,1,4,5,0,5
726,5348,Fluminense,3,1,Internacional,4,0,4,4,7,1,8
727,5349,Avai,1,0,Ponte Preta,2,1,1,3,3,1,4
728,5350,Sport,6,0,Corinthians,3,0,6,3,9,0,9
729,5351,Cruzeiro,2,0,Joinville,3,0,2,3,5,0,5
730,5352,Gremio,3,0,Atletico-MG,5,0,3,5,8,0,8
731,5353,Chapecoense,5,0,Goias,3,0,5,3,8,0,8
732,5354,Vasco,3,0,Santos,2,0,3,2,5,0,5
733,5355,Palmeiras,3,0,Coritiba,3,0,3,3,6,0,6
734,5356,Athletico-PR,1,0,Flamengo,3,0,1,3,4,0,4
735,5357,Internacional,2,0,Cruzeiro,1,0,2,1,3,0,3
736,5358,Flamengo,0,0,Palmeiras,1,0,0,1,1,0,1
737,5359,Figueirense,4,0,Fluminense,4,0,4,4,8,0,8
738,5360,Santos,0,0,Athletico-PR,1,0,0,1,1,0,1
739,5361,Ponte Preta,4,0,Sport,2,0,4,2,6,0,6
740,5362,Goias,4,0,Sao Paulo,1,0,4,1,5,0,5
741,5363,Corinthians,2,0,Avai,2,0,2,2,4,0,4
742,5365,Joinville,3,0,Gremio,1,0,3,1,4,0,4
743,5366,Coritiba,1,0,Vasco,0,1,1,1,1,1,2
744,5367,Palmeiras,1,0,Athletico-PR,4,1,1,5,5,1,6
745,5368,Flamengo,2,0,Sport,1,1,2,2,3,1,4
746,5369,Atletico-MG,2,0,Santos,2,0,2,2,4,0,4
747,5370,Coritiba,1,0,Cruzeiro,3,2,1,5,4,2,6
748,5371,Santa Cruz,3,0,Vitoria,0,0,3,0,3,0,3
749,5372,Botafogo-RJ,1,0,Sao Paulo,5,0,1,5,6,0,6
750,5373,Figueirense,2,0,Ponte Preta,5,0,2,5,7,0,7
751,5374,Corinthians,1,0,Gremio,4,0,1,4,5,0,5
752,5376,Internacional,3,0,Chapecoense,4,1,3,5,7,1,8
753,5377,Ponte Preta,3,0,Palmeiras,4,0,3,4,7,0,7
754,5378,Fluminense,3,0,Santa Cruz,5,0,3,5,8,0,8
755,5379,Cruzeiro,3,0,Figueirense,1,0,3,1,4,0,4
756,5380,Santos,5,0,Coritiba,2,0,5,2,7,0,7
757,5381,Athletico-PR,3,0,Atletico-MG,1,0,3,1,4,0,4
758,5382,Vitoria,5,1,Corinthians,4,0,6,4,9,1,10
759,5383,Chapecoense,0,0,America-MG,4,0,0,4,4,0,4
760,5384,Sao Paulo,4,0,Internacional,6,1,4,7,10,1,11
761,5385,Gremio,3,0,Flamengo,2,0,3,2,5,0,5
762,5386,Sport,3,0,Botafogo-RJ,2,0,3,2,5,0,5
763,5387,Figueirense,2,0,Santos,3,1,2,4,5,1,6
764,5388,Botafogo-RJ,2,0,Athletico-PR,2,0,2,2,4,0,4
